Année,Département,Code INSEE,Commune,Début,Fin,Volume (m3),Code usage BNPE,Type d'eau,Longitude,Latitude,Précision de la localisation,Mode d'obtention du volume,Libellé du statut du volume d'eau,Libellé de qualification du volume d'eau,Nature du point de prélèvement
2020,77,77431,SAINT-PIERRE-LES-NEMOURS,01/01/2020,31/12/2020,85187,AEP,SOUT,2.660027664360549,48.26459486835108,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95627,VALLANGOUJARD,01/01/2020,31/12/2020,85177,IRR,SOUT,2.099422846915245,49.13908399579574,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77432,SAINT-REMY-LA-VANNE,01/01/2020,31/12/2020,84852,AEP,SOUT,3.2401070833236787,48.81059524519159,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77432,SAINT-REMY-LA-VANNE,01/01/2020,31/12/2020,84852,AEP,SOUT,3.2401070833236787,48.81059524519159,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91511,PUSSAY,01/01/2020,31/12/2020,84640,IRR,SOUT,1.9944498523333771,48.343050864234,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77477,URY,01/01/2020,31/12/2020,84507,AEP,SOUT,2.600131337989245,48.34111723109093,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91390,MEREVILLE,01/01/2020,31/12/2020,84128,IRR,SOUT,2.100248414481245,48.04316197451619,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77186,FONTAINEBLEAU,01/01/2020,31/12/2020,84089,IND,SOUT,2.681314112808622,48.39773171996316,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77113,CHEVRU,01/01/2020,31/12/2020,83660,IRR,SOUT,3.227235498731695,48.73189023476961,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91016,ANGERVILLE,01/01/2020,31/12/2020,83378,IRR,SOUT,1.980695416431301,48.30407147910479,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77009,ARVILLE,01/01/2020,31/12/2020,83280,IRR,SOUT,2.5699432929669954,48.17727455462381,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77344,OISSERY,01/01/2020,31/12/2020,82751,IRR,CONT,2.810914079888208,49.06286809353207,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91086,BONDOUFLE,01/01/2020,31/12/2020,82547,IND,SOUT,2.380433500927545,48.60607129999554,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95598,SOISY-SOUS-MONTMORENCY,01/01/2020,31/12/2020,82471,IND,SOUT,2.284055747361762,48.98632075974771,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91099,BOUTIGNY-SUR-ESSONNE,01/01/2020,31/12/2020,82384,IRR,SOUT,2.3930789676904785,48.447744082994646,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91649,VERT-LE-PETIT,01/01/2020,31/12/2020,82222,IND,CONT,2.362400300345182,48.55313572609776,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77507,VILLENAUXE-LA-PETITE,01/01/2020,31/12/2020,82090,IRR,SOUT,3.3019403746822187,48.39187370047049,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77241,JUILLY,01/01/2020,31/12/2020,82082,AEP,SOUT,2.702269324347424,49.02147348322048,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95019,ARNOUVILLE,01/01/2020,31/12/2020,81967,AEP,SOUT,2.4141897209118164,48.98671206294088,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78003,ABLIS,01/01/2020,31/12/2020,81450,IRR,SOUT,1.845866201799268,48.52065355998475,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77341,NOYEN-SUR-SEINE,01/01/2020,31/12/2020,81080,IRR,SOUT,3.3355014882527727,48.456333562311215,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77216,GREZ-SUR-LOING,01/01/2020,31/12/2020,80700,AEP,SOUT,2.6736029184464787,48.30777585868952,5,MED,Contrôlé Niveau 1,Correcte,P
2020,92,92064,SAINT-CLOUD,01/01/2020,31/12/2020,80667,IND,CONT,2.224503445194228,48.8567555770374,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78071,BOINVILLE-LE-GAILLARD,01/01/2020,31/12/2020,80344,IRR,SOUT,1.878420943550089,48.50873867849891,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78418,MONTESSON,01/01/2020,31/12/2020,80212,IRR,SOUT,2.1526289030516206,48.919950943905256,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77437,SAINT-SOUPPLETS,01/01/2020,31/12/2020,79150,IRR,SOUT,2.8031568854069717,49.03732843764426,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77182,FERTE-GAUCHER,01/01/2020,31/12/2020,78866,AEP,SOUT,3.305730893292199,48.79140520480253,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95313,ISLE-ADAM,01/01/2020,31/12/2020,78797,IND,CONT,2.263766799820583,49.119314860026925,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77203,GERMIGNY-L'EVEQUE,01/01/2020,31/12/2020,78663,IRR,SOUT,2.9536252395411577,48.98965285805964,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77296,MOISSY-CRAMAYEL,01/01/2020,31/12/2020,78597,IRR,SOUT,2.615444074295989,48.633499008836246,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78440,MUREAUX,01/01/2020,31/12/2020,78489,IND,SOUT,1.926985597667238,49.003289981742654,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77391,ROUILLY,01/01/2020,31/12/2020,78468,AEP,SOUT,3.2900351865144275,48.59120541372759,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77236,JAULNES,01/01/2020,31/12/2020,78429,IRR,CONT,3.2738204817814878,48.41873393918576,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77114,CHEVRY-COSSIGNY,01/01/2020,31/12/2020,78285,IRR,SOUT,2.671164923860051,48.71576957887294,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78396,MESNIL-LE-ROI,01/01/2020,31/12/2020,78040,IRR,CONT,2.1220053163104686,48.92731172643121,0,MED,Contrôlé Niveau 1,Correcte,P
2020,93,93027,COURNEUVE,01/01/2020,31/12/2020,77908,IND,SOUT,2.399981123477107,48.94442168284645,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77261,LORREZ-LE-BOCAGE-PREAUX,01/01/2020,31/12/2020,77680,IRR,SOUT,2.8963535812052466,48.23928781747993,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77340,NONVILLE,01/01/2020,31/12/2020,77370,IRR,SOUT,2.7727913807317988,48.29114766552168,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77302,MONTCOURT-FROMONVILLE,01/01/2020,31/12/2020,77115,IRR,SOUT,2.705646180015541,48.29385185415097,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77053,BRIE-COMTE-ROBERT,01/01/2020,31/12/2020,77037,IND,SOUT,2.608797584617483,48.702053704692574,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91016,ANGERVILLE,01/01/2020,31/12/2020,77024,IRR,SOUT,2.009078165967506,48.31234767880175,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91080,BOISSY-LE-CUTTE,01/01/2020,31/12/2020,76811,AEP,SOUT,2.284202535419537,48.47112402468273,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77297,MONDREVILLE,01/01/2020,31/12/2020,76459,IRR,SOUT,2.596753893230814,48.14237485930871,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77027,BEAUMONT-DU-GATINAIS,01/01/2020,31/12/2020,76450,IRR,SOUT,2.480045129620182,48.14723631213722,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77020,BANNOST-VILLEGAGNON,01/01/2020,31/12/2020,76230,IRR,SOUT,3.188450359920377,48.669284351541535,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91022,ARRANCOURT,01/01/2020,31/12/2020,75933,IRR,SOUT,2.135931065735059,48.31380951613629,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77203,GERMIGNY-L'EVEQUE,01/01/2020,31/12/2020,75797,IRR,CONT,2.98446367717868,48.9918009333243,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78070,BOINVILLE-EN-MANTOIS,01/01/2020,31/12/2020,75496,IRR,SOUT,1.7497914414060507,48.92910571352514,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77523,VILLUIS,01/01/2020,31/12/2020,74858,IRR,SOUT,3.37521339117754,48.40930699888366,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77009,ARVILLE,01/01/2020,31/12/2020,74789,IRR,SOUT,2.551672874959126,48.18681663520183,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78267,GARGENVILLE,01/01/2020,31/12/2020,74751,IND,CONT,1.7916908057231349,48.96985337215726,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77532,VULAINES-LES-PROVINS,01/01/2020,31/12/2020,74720,AEP,SOUT,3.22103542946902,48.56354253914609,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77027,BEAUMONT-DU-GATINAIS,01/01/2020,31/12/2020,74690,IRR,SOUT,2.492751918222948,48.13320901999711,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77253,LISSY,01/01/2020,31/12/2020,74570,IRR,SOUT,2.693283659509417,48.62474779126804,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77107,CHAUMES-EN-BRIE,01/01/2020,31/12/2020,74530,IRR,SOUT,2.880698833933105,48.66949952984032,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77519,VILLIERS-SAINT-GEORGES,01/01/2020,31/12/2020,74514,IRR,SOUT,3.362082268492223,48.625617793610125,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77236,JAULNES,01/01/2020,31/12/2020,74430,IRR,CONT,3.2738204817814878,48.41873393918576,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77486,VAUDOY-EN-BRIE,01/01/2020,31/12/2020,74410,IRR,SOUT,3.097518741197575,48.71323268053473,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95313,ISLE-ADAM,01/01/2020,31/12/2020,74330,IND,CONT,2.263836052704153,49.11926133559972,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77188,FONTAINE-LE-PORT,01/01/2020,31/12/2020,74120,AEP,SOUT,2.775884607369894,48.47956457795571,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78506,PRUNAY-EN-YVELINES,01/01/2020,31/12/2020,73825,IRR,SOUT,1.7995552457067725,48.49256532439443,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78062,BEYNES,01/01/2020,31/12/2020,73703,IRR,SOUT,1.8685168540409751,48.85930633734199,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91112,BROUY,01/01/2020,31/12/2020,73664,IRR,SOUT,2.2804356336115594,48.31901394964409,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77278,MAROLLES-EN-BRIE,01/01/2020,31/12/2020,73626,IRR,SOUT,3.158636263939032,48.77928273086496,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95127,CERGY,01/01/2020,31/12/2020,73514,AEP,SOUT,2.061569761888876,49.037289067632855,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77459,SOURDUN,01/01/2020,31/12/2020,73397,IRR,SOUT,3.3424134505413168,48.524890845094106,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77486,VAUDOY-EN-BRIE,01/01/2020,31/12/2020,73390,IRR,SOUT,3.079238586651183,48.68658667776119,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78003,ABLIS,01/01/2020,31/12/2020,73318,IRR,SOUT,1.8507985507354028,48.55205453651941,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77523,VILLUIS,01/01/2020,31/12/2020,73057,IRR,SOUT,3.375500307031561,48.40974692657519,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77311,MONTIGNY-LENCOUP,01/01/2020,31/12/2020,72773,IRR,SOUT,3.0819266888312047,48.45145360707027,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77513,VILLENOY,01/01/2020,31/12/2020,72560,IRR,CONT,2.848591805406756,48.9427972301235,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77010,AUBEPIERRE-OZOUER-LE-REPOS,01/01/2020,31/12/2020,72290,IRR,SOUT,2.868906759022868,48.62796694936438,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91016,ANGERVILLE,01/01/2020,31/12/2020,71921,AEP,SOUT,1.9980868491532653,48.31138185468669,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91016,ANGERVILLE,01/01/2020,31/12/2020,71921,AEP,SOUT,1.9980868491532653,48.31138185468669,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78516,RAIZEUX,01/01/2020,31/12/2020,71763,AEP,SOUT,1.696708759727828,48.6374665701679,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95298,HARAVILLIERS,01/01/2020,31/12/2020,71757,AEP,SOUT,2.0366652131245884,49.17623162009066,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77060,BUTHIERS,01/01/2020,31/12/2020,71365,IRR,SOUT,2.471927907717972,48.28270145795453,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78108,BREVIAIRES,01/01/2020,31/12/2020,71260,AEP,SOUT,1.8105501985928925,48.717220744848944,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77297,MONDREVILLE,01/01/2020,31/12/2020,71153,IRR,SOUT,2.617853786543736,48.13610122237333,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78194,DANNEMARIE,01/01/2020,31/12/2020,71111,IRR,CONT,1.6043276174304233,48.76367025531963,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91654,VIDELLES,01/01/2020,31/12/2020,71086,IRR,SOUT,2.426254595736124,48.46848396523016,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77367,PLESSIS-PLACY,01/01/2020,31/12/2020,70980,IRR,SOUT,2.989970523368508,49.06192847607995,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95078,BOISSY-L'AILLERIE,01/01/2020,31/12/2020,70968,AEP,SOUT,2.0310276001196463,49.081974860309984,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78003,ABLIS,01/01/2020,31/12/2020,70942,IRR,SOUT,1.8645351474190583,48.54536713236008,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77507,VILLENAUXE-LA-PETITE,01/01/2020,31/12/2020,70610,IRR,SOUT,3.313895991886457,48.4304470860336,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78623,TREMBLAY-SUR-MAULDRE,01/01/2020,31/12/2020,70349,IND,SOUT,1.8752655033013488,48.777160878176495,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77352,OZOUER-LE-VOULGIS,01/01/2020,31/12/2020,70348,AEP,SOUT,2.7797716884377133,48.66514824142766,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78513,QUEUE-LES-YVELINES,01/01/2020,31/12/2020,70151,IND,SOUT,1.7399458709554885,48.79458262550772,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77027,BEAUMONT-DU-GATINAIS,01/01/2020,31/12/2020,70069,IRR,SOUT,2.52981208447372,48.14389075554098,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78591,SEPTEUIL,01/01/2020,31/12/2020,70033,AEP,SOUT,1.6899338571547209,48.888266875361495,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78190,CROISSY-SUR-SEINE,01/01/2020,31/12/2020,70011,AEP,SOUT,2.145295131629134,48.88045921986245,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77239,JOUY-LE-CHATEL,01/01/2020,31/12/2020,69744,IRR,SOUT,3.1564098778754865,48.64941627592879,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77453,SIVRY-COURTRY,01/01/2020,31/12/2020,69613,IRR,SOUT,2.735232100490697,48.52659143906034,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77526,VINCY-MANUVRE,01/01/2020,31/12/2020,69471,IRR,SOUT,2.9593980002796494,49.06856672269234,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77077,CHAMBRY,01/01/2020,31/12/2020,69282,IRR,SOUT,2.8903351965806787,48.9894318618052,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78003,ABLIS,01/01/2020,31/12/2020,69090,IRR,SOUT,1.8171546271169483,48.5182660420917,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77186,FONTAINEBLEAU,01/01/2020,31/12/2020,69049,IND,SOUT,2.685419804594241,48.43408884083264,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78478,PARAY-DOUAVILLE,01/01/2020,31/12/2020,69029,IRR,SOUT,1.8686443417123724,48.46859170932536,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77203,GERMIGNY-L'EVEQUE,01/01/2020,31/12/2020,68841,AEP,SOUT,2.953993058338205,48.98894222877762,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78551,SAINT-GERMAIN-EN-LAYE,01/01/2020,31/12/2020,68800,IND,CONT,2.0550863279216736,48.8853069483952,0,FOR,Contrôlé Niveau 1,Correcte,P
2020,95,95476,OSNY,01/01/2020,31/12/2020,68488,AEP,SOUT,2.064171158042671,49.0667825290001,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78123,CARRIERES-SOUS-POISSY,01/01/2020,31/12/2020,68420,IND,CONT,2.0028120462411407,48.950220220815154,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91022,ARRANCOURT,01/01/2020,31/12/2020,68361,IRR,SOUT,2.152960278867724,48.33021834247159,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95039,AUVERS-SUR-OISE,01/01/2020,31/12/2020,68130,IRR,SOUT,2.180470235814483,49.077441599460094,0,MED,Contrôlé Niveau 1,Correcte,P
2020,94,94056,PERIGNY,01/01/2020,31/12/2020,68030,IRR,SOUT,2.56043350548378,48.697414990214,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77528,VOISENON,01/01/2020,31/12/2020,67949,IRR,SOUT,2.6642834739960524,48.57672479676607,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95154,CHENNEVIERES-LES-LOUVRES,01/01/2020,31/12/2020,67727,AEP,SOUT,2.546016790800952,49.04121891712016,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91469,ORMOY-LA-RIVIERE,01/01/2020,31/12/2020,67374,AEP,SOUT,2.159947391867877,48.402316459347176,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95250,FOSSES,01/01/2020,31/12/2020,67310,AEP,SOUT,2.5033483603243347,49.10030452065777,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95371,MARLY-LA-VILLE,01/01/2020,31/12/2020,67094,AEP,SOUT,2.5066117686344844,49.08046935042111,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95510,PUISEUX-PONTOISE,01/01/2020,31/12/2020,67065,IRR,SOUT,2.013591774930537,49.0614587824159,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91547,SAINT-ESCOBILLE,01/01/2020,31/12/2020,66946,IRR,SOUT,1.95382747914412,48.41620891123912,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78621,TRAPPES,01/01/2020,31/12/2020,66800,IND,CONT,1.9926072053941888,48.792572202171,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77027,BEAUMONT-DU-GATINAIS,01/01/2020,31/12/2020,66788,AEP,SOUT,2.497772855042305,48.143514633497176,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77027,BEAUMONT-DU-GATINAIS,01/01/2020,31/12/2020,66724,IRR,SOUT,2.537543717802056,48.12999170231885,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77187,FONTAINE-FOURCHES,01/01/2020,31/12/2020,66508,AEP,SOUT,3.3990095920316623,48.41227389262188,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91526,ROINVILLIERS,01/01/2020,31/12/2020,66250,IRR,SOUT,2.241508187126078,48.33548832788966,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77257,LIZY-SUR-OURCQ,01/01/2020,31/12/2020,65981,IRR,SOUT,3.001640900140839,49.02925330976064,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77109,CHENOISE,01/01/2020,31/12/2020,65978,IRR,SOUT,3.214190689354517,48.60113100804927,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77089,CHAPELLE-RABLAIS,01/01/2020,31/12/2020,65645,AEP,SOUT,2.954097017146646,48.50862026268237,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95019,ARNOUVILLE,01/01/2020,31/12/2020,65558,AEP,SOUT,2.4141897209118164,48.98671206294088,5,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78410,MOISSON,01/01/2020,31/12/2020,65551,IND,CONT,1.6957213567038498,49.05393220460943,0,MED,Contrôlé Niveau 1,Correcte,P
2020,75,75056,PARIS,01/01/2020,31/12/2020,65459,IND,SOUT,2.4189704672717736,48.83451061453128,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91511,PUSSAY,01/01/2020,31/12/2020,65388,IRR,SOUT,1.9952944983255123,48.35395422987192,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91130,CHALO-SAINT-MARS,01/01/2020,31/12/2020,65380,IRR,SOUT,2.066105643823676,48.42135671459622,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91547,SAINT-ESCOBILLE,01/01/2020,31/12/2020,65338,IRR,SOUT,1.9218953609706864,48.488403523571606,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77316,MORET-LOING-ET-ORVANNE,01/01/2020,31/12/2020,65239,AEP,SOUT,2.83843667312661,48.35444730072483,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91547,SAINT-ESCOBILLE,01/01/2020,31/12/2020,65210,IRR,SOUT,1.9630870705515493,48.43053283063573,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95250,FOSSES,01/01/2020,31/12/2020,65138,AEP,SOUT,2.5033483603243347,49.10030452065777,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91069,BOIGNEVILLE,01/01/2020,31/12/2020,65040,IRR,CONT,2.3604303401902618,48.32586130193087,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95063,BEZONS,01/01/2020,31/12/2020,64966,IND,CONT,2.206370945393464,48.91346618264849,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77297,MONDREVILLE,01/01/2020,31/12/2020,64730,IRR,SOUT,2.608464587587993,48.14415099093555,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77520,VILLIERS-SOUS-GREZ,01/01/2020,31/12/2020,64609,AEP,SOUT,2.639895576857162,48.31440347991171,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91519,RICHARVILLE,01/01/2020,31/12/2020,64574,IRR,SOUT,1.9780579337972315,48.4087364762395,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91654,VIDELLES,01/01/2020,31/12/2020,64304,AEP,SOUT,2.422695901160969,48.46704539196834,5,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95651,VETHEUIL,01/01/2020,31/12/2020,64172,AEP,SOUT,1.705456129820687,49.06188751265466,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77109,CHENOISE,01/01/2020,31/12/2020,64159,IRR,SOUT,3.2118784852714186,48.59279655025866,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95176,CORMEILLES-EN-PARISIS,01/01/2020,31/12/2020,63930,IND,SOUT,2.2136017175498046,48.96588893423471,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91273,GIRONVILLE-SUR-ESSONNE,01/01/2020,31/12/2020,63903,IRR,SOUT,2.360548889075224,48.373871232529446,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95604,SURVILLIERS,01/01/2020,31/12/2020,63744,IND,SOUT,2.544375879824728,49.09139343567032,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77041,BOISSY-AUX-CAILLES,01/01/2020,31/12/2020,63340,IRR,SOUT,2.4678040193992485,48.30527575313044,0,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91508,PUISELET-LE-MARAIS,01/01/2020,31/12/2020,63217,IRR,SOUT,2.265488559836134,48.40605155132686,0,MED,Contrôlé Niveau 1,Correcte,P
2020,94,94028,CRETEIL,01/01/2020,31/12/2020,62657,IND,SOUT,2.454855115221064,48.78756109108037,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77302,MONTCOURT-FROMONVILLE,01/01/2020,31/12/2020,62053,IRR,SOUT,2.708320786161823,48.30027359320476,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77082,CHAMPEAUX,01/01/2020,31/12/2020,61708,AEP,SOUT,2.8022585552451043,48.58678630543101,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77210,GRANDE-PAROISSE,01/01/2020,31/12/2020,61413,IRR,CONT,2.9067396649246446,48.39856413442098,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77162,DOUE,01/01/2020,31/12/2020,60620,AEP,SOUT,3.164515580007845,48.87140693510428,5,MED,Contrôlé Niveau 1,Correcte,P
2020,91,91433,MORIGNY-CHAMPIGNY,01/01/2020,31/12/2020,60564,IRR,SOUT,2.211934282703061,48.43513668429885,0,MED,Contrôlé Niveau 1,Correcte,P
2020,95,95002,ABLEIGES,01/01/2020,31/12/2020,60370,IND,SOUT,1.9816279180415173,49.0878807443232,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77172,ESMANS,01/01/2020,31/12/2020,60295,IRR,SOUT,2.978486324223229,48.34614752543597,0,MED,Contrôlé Niveau 1,Correcte,P
2020,78,78009,ALLAINVILLE,01/01/2020,31/12/2020,60205,IRR,SOUT,1.895607144016116,48.47059098292343,0,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77323,MOUSSY-LE-VIEUX,01/01/2020,31/12/2020,60202,AEP,SOUT,2.622225933867089,49.04804311887866,5,MED,Contrôlé Niveau 1,Correcte,P
2020,77,77108,CHELLES,01/01/2020,31/12/2020,60115,IND,SOUT,2.6228280230153644,48.87809035649371,0,MED,Contrôlé Niveau 1,Correcte,P
