Année,Département,Code INSEE,Commune,Début,Fin,Volume (m3),Code usage BNPE,Type d'eau,Longitude,Latitude,Précision de la localisation,Mode d'obtention du volume,Libellé du statut du volume d'eau,Libellé de qualification du volume d'eau,Nature du point de prélèvement
2022,78,78368,MAREIL-SUR-MAULDRE,01/01/2022,31/12/2022,1011756,AEP,SOUT,1.87412677078463,48.88913356638125,5,MED,Non qualifié,Non qualifié,P
2022,94,94047,MANDRES-LES-ROSES,01/01/2022,31/12/2022,992346,AEP,SOUT,2.550357293255975,48.70671841164231,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78358,MAISONS-LAFFITTE,01/01/2022,31/12/2022,990102,AEP,SOUT,2.1503206861288597,48.950435421964855,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77384,REAU,01/01/2022,31/12/2022,980408,AEP,SOUT,2.622809963715366,48.60763379395041,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77440,SAMMERON,01/01/2022,31/12/2022,979948,AEP,SOUT,3.074380962539059,48.939896961471234,5,MED,Contrôlé Niveau 1,Correcte,P
2022,91,91095,BOURAY-SUR-JUINE,01/01/2022,31/12/2022,972059,AEP,SOUT,2.295767502781959,48.51139170348884,5,MED,Contrôlé Niveau 1,Correcte,P
2022,95,95170,CONDECOURT,01/01/2022,31/12/2022,967169,AEP,SOUT,1.9383358517753368,49.03717646545748,5,MED,Contrôlé Niveau 1,Correcte,P
2022,93,93070,SAINT-OUEN,01/01/2022,31/12/2022,922535,IND,CONT,2.322607098763733,48.91660794632331,0,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77039,BOISSISE-LA-BERTRAND,01/01/2022,31/12/2022,911082,AEP,SOUT,2.5932403636261405,48.53194910472847,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78440,MUREAUX,01/01/2022,31/12/2022,892206,AEP,SOUT,1.9094889944312343,48.98759562019244,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8513408123645256,48.96104329333061,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78267,GARGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.813978693560608,48.993768088491095,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78401,MEULAN-EN-YVELINES,01/01/2022,31/12/2022,892206,AEP,SOUT,1.916794439155152,49.00504748456908,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78217,EPONE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8083960891633175,48.94595689450222,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8513408123645256,48.96104329333061,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78217,EPONE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8083960891633175,48.94595689450222,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78402,MEZIERES-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.7784198051471447,48.9480863955031,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78440,MUREAUX,01/01/2022,31/12/2022,892206,AEP,SOUT,1.9094889944312343,48.98759562019244,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8513408123645256,48.96104329333061,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78267,GARGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.813978693560608,48.993768088491095,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78402,MEZIERES-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.7784198051471447,48.9480863955031,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8513408123645256,48.96104329333061,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8513408123645256,48.96104329333061,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78402,MEZIERES-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.7784198051471447,48.9480863955031,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78402,MEZIERES-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.7784198051471447,48.9480863955031,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78440,MUREAUX,01/01/2022,31/12/2022,892206,AEP,SOUT,1.9094889944312343,48.98759562019244,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78402,MEZIERES-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.7784198051471447,48.9480863955031,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78267,GARGENVILLE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.813978693560608,48.993768088491095,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78238,FLINS-SUR-SEINE,01/01/2022,31/12/2022,892206,AEP,SOUT,1.8742965736846444,48.96635579683138,5,MED,Contrôlé Niveau 1,Correcte,P
2022,91,91075,BOIS-HERPIN,01/01/2022,31/12/2022,870095,AEP,SOUT,2.2475302644540323,48.374976684629154,5,MED,Contrôlé Niveau 1,Correcte,P
2022,95,95280,GOUSSAINVILLE,01/01/2022,31/12/2022,864476,AEP,SOUT,2.462238008824607,49.02660864754216,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78029,AUBERGENVILLE,01/01/2022,31/12/2022,821200,IND,CONT,1.8447061177462507,48.98580806670629,0,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77067,CESSON,01/01/2022,31/12/2022,798772,AEP,SOUT,2.599179478178257,48.56950242858902,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77122,COMBS-LA-VILLE,01/01/2022,31/12/2022,795302,AEP,SOUT,2.5757016503543837,48.66045479989803,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77054,BROSSE-MONTCEAUX,01/01/2022,31/12/2022,788490,IND,CONT,3.0450181434263253,48.36985674161953,0,FOR,Contrôlé Niveau 1,Correcte,P
2022,77,77341,NOYEN-SUR-SEINE,01/01/2022,31/12/2022,783093,AEP,SOUT,3.338143479062212,48.45121149199221,5,MED,Non qualifié,Non qualifié,P
2022,91,91047,BAULNE,01/01/2022,31/12/2022,778010,AEP,SOUT,2.37761614253632,48.49501616529548,5,MED,Contrôlé Niveau 1,Correcte,P
2022,94,94056,PERIGNY,01/01/2022,31/12/2022,772682,AEP,SOUT,2.5623636680329502,48.69747159212707,5,MED,Contrôlé Niveau 1,Correcte,P
2022,94,94056,PERIGNY,01/01/2022,31/12/2022,772682,AEP,SOUT,2.5623636680329502,48.69747159212707,5,MED,Contrôlé Niveau 1,Correcte,P
2022,91,91687,VIRY-CHATILLON,01/01/2022,31/12/2022,766997,AEP,SOUT,2.373120857711412,48.666359918226206,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78624,TRIEL-SUR-SEINE,01/01/2022,31/12/2022,755387,AEP,SOUT,2.01081355610524,48.97597910092019,5,MED,Contrôlé Niveau 1,Correcte,P
2022,95,95572,SAINT-OUEN-L'AUMONE,01/01/2022,31/12/2022,748564,IND,CONT,2.1135565578296878,49.054702489953975,0,MED,Contrôlé Niveau 1,Correcte,P
2022,94,94047,MANDRES-LES-ROSES,01/01/2022,31/12/2022,748157,AEP,SOUT,2.550357293255975,48.70671841164231,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77039,BOISSISE-LA-BERTRAND,01/01/2022,31/12/2022,730957,AEP,SOUT,2.5932403636261405,48.53194910472847,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78358,MAISONS-LAFFITTE,01/01/2022,31/12/2022,730794,AEP,SOUT,2.1503206861288597,48.950435421964855,5,MED,Contrôlé Niveau 1,Correcte,P
2022,95,95116,BRUYERES-SUR-OISE,01/01/2022,31/12/2022,726715,AEP,SOUT,2.3279455483323823,49.16403092019435,5,MED,Contrôlé Niveau 1,Correcte,P
2022,95,95127,CERGY,01/01/2022,31/12/2022,726202,AEP,SOUT,2.061569761888876,49.037289067632855,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77210,GRANDE-PAROISSE,01/01/2022,31/12/2022,713655,AEP,SOUT,2.9058248916463896,48.39385201596226,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77322,MOUSSY-LE-NEUF,01/01/2022,31/12/2022,697611,AEP,SOUT,2.608584857630378,49.07107869806875,5,MED,Contrôlé Niveau 1,Correcte,P
2022,78,78015,ANDRESY,01/01/2022,31/12/2022,684065,AEP,SOUT,2.0526850702423136,48.97785036018414,5,MED,Contrôlé Niveau 1,Correcte,P
2022,91,91687,VIRY-CHATILLON,01/01/2022,31/12/2022,667235,AEP,SOUT,2.373120857711412,48.666359918226206,5,MED,Contrôlé Niveau 1,Correcte,P
2022,91,91315,ITTEVILLE,01/01/2022,31/12/2022,657821,AEP,SOUT,2.34220487626838,48.514825079335225,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77391,ROUILLY,01/01/2022,31/12/2022,640171,AEP,SOUT,3.2900351865144275,48.59120541372759,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77391,ROUILLY,01/01/2022,31/12/2022,640171,AEP,SOUT,3.2900351865144275,48.59120541372759,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77391,ROUILLY,01/01/2022,31/12/2022,640171,AEP,SOUT,3.2900351865144275,48.59120541372759,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77391,ROUILLY,01/01/2022,31/12/2022,640171,AEP,SOUT,3.2900351865144275,48.59120541372759,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77246,LECHELLE,01/01/2022,31/12/2022,636636,AEP,SOUT,3.38781905478914,48.57304012541861,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77418,SAINT-LOUP-DE-NAUD,01/01/2022,31/12/2022,636636,AEP,SOUT,3.215875826814334,48.5368350024264,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77246,LECHELLE,01/01/2022,31/12/2022,636636,AEP,SOUT,3.38781905478914,48.57304012541861,5,MED,Contrôlé Niveau 1,Correcte,P
2022,77,77246,LECHELLE,01/01/2022,31/12/2022,636636,AEP,SOUT,3.38781905478914,48.57304012541861,5,MED,Contrôlé Niveau 1,Correcte,P
