Commune;Departement;Code INSEE;D102.0;Année;D204.0;prix_total
Ablon-sur-Seine;94;94001;2.05;2012;;
Ablon-sur-Seine;94;94001;2.04;2013;;
Ablon-sur-Seine;94;94001;2.05;2014;;
Ablon-sur-Seine;94;94001;2.06;2015;;
Ablon-sur-Seine;94;94001;1.97;2016;2.18;4.15
Ablon-sur-Seine;94;94001;1.97;2017;1.74;3.71
Ablon-sur-Seine;94;94001;2.19;2018;2.26;4.45
Ablon-sur-Seine;94;94001;2.48;2019;2.28;4.76
Ablon-sur-Seine;94;94001;2.46;2020;2.33;4.79
Ablon-sur-Seine;94;94001;2.68;2021;1.98;4.66
Ablon-sur-Seine;94;94001;3.02;2022;2.9;5.92
Ablon-sur-Seine;94;94001;3.22;2023;;
Alfortville;94;94002;2.05;2012;;
Alfortville;94;94002;2.04;2013;;
Alfortville;94;94002;2.05;2014;;
Alfortville;94;94002;2.06;2015;;
Alfortville;94;94002;1.97;2016;;
Alfortville;94;94002;1.97;2017;;
Alfortville;94;94002;1.97;2018;;
Alfortville;94;94002;1.86;2019;;
Alfortville;94;94002;2.09;2020;;
Alfortville;94;94002;2.13;2021;;
Alfortville;94;94002;2.25;2022;;
Alfortville;94;94002;2.32;2023;;
Arcueil;94;94003;;2012;;
Arcueil;94;94003;;2013;;
Arcueil;94;94003;;2014;;
Arcueil;94;94003;;2015;;
Arcueil;94;94003;1.45;2016;2.18;3.63
Arcueil;94;94003;;2017;1.74;
Arcueil;94;94003;2.19;2018;2.26;4.45
Arcueil;94;94003;2.48;2019;2.28;4.76
Arcueil;94;94003;2.46;2020;2.33;4.79
Arcueil;94;94003;2.68;2021;1.98;4.66
Arcueil;94;94003;3.02;2022;2.9;5.92
Arcueil;94;94003;3.22;2023;;
Boissy-Saint-Léger;94;94004;;2012;;
Boissy-Saint-Léger;94;94004;;2013;;
Boissy-Saint-Léger;94;94004;;2014;;
Boissy-Saint-Léger;94;94004;;2015;;
Boissy-Saint-Léger;94;94004;;2016;;
Boissy-Saint-Léger;94;94004;;2017;;
Boissy-Saint-Léger;94;94004;;2018;;
Boissy-Saint-Léger;94;94004;;2019;;
Boissy-Saint-Léger;94;94004;;2020;;
Boissy-Saint-Léger;94;94004;2.66;2021;;
Boissy-Saint-Léger;94;94004;2.85;2022;;
Boissy-Saint-Léger;94;94004;3.17;2023;;
Bonneuil-sur-Marne;94;94011;;2012;;
Bonneuil-sur-Marne;94;94011;;2013;;
Bonneuil-sur-Marne;94;94011;;2014;;
Bonneuil-sur-Marne;94;94011;;2015;;
Bonneuil-sur-Marne;94;94011;;2016;;
Bonneuil-sur-Marne;94;94011;;2017;;
Bonneuil-sur-Marne;94;94011;;2018;;
Bonneuil-sur-Marne;94;94011;;2019;;
Bonneuil-sur-Marne;94;94011;;2020;;
Bonneuil-sur-Marne;94;94011;2.66;2021;;
Bonneuil-sur-Marne;94;94011;2.85;2022;;
Bonneuil-sur-Marne;94;94011;3.17;2023;;
Bry-sur-Marne;94;94015;2.05;2012;;
Bry-sur-Marne;94;94015;2.04;2013;;
Bry-sur-Marne;94;94015;2.05;2014;;
Bry-sur-Marne;94;94015;2.06;2015;;
Bry-sur-Marne;94;94015;1.97;2016;;
Bry-sur-Marne;94;94015;1.97;2017;;
Bry-sur-Marne;94;94015;1.97;2018;;
Bry-sur-Marne;94;94015;1.86;2019;;
Bry-sur-Marne;94;94015;2.09;2020;;
Bry-sur-Marne;94;94015;2.13;2021;;
Bry-sur-Marne;94;94015;2.25;2022;;
Bry-sur-Marne;94;94015;2.32;2023;;
Cachan;94;94016;;2012;;
Cachan;94;94016;;2013;;
Cachan;94;94016;;2014;;
Cachan;94;94016;;2015;;
Cachan;94;94016;1.45;2016;2.18;3.63
Cachan;94;94016;;2017;1.74;
Cachan;94;94016;2.19;2018;2.26;4.45
Cachan;94;94016;2.48;2019;2.28;4.76
Cachan;94;94016;2.46;2020;2.33;4.79
Cachan;94;94016;2.68;2021;1.98;4.66
Cachan;94;94016;3.02;2022;2.9;5.92
Cachan;94;94016;3.22;2023;;
Champigny-sur-Marne;94;94017;2.05;2012;;
Champigny-sur-Marne;94;94017;2.04;2013;;
Champigny-sur-Marne;94;94017;2.05;2014;;
Champigny-sur-Marne;94;94017;2.06;2015;;
Champigny-sur-Marne;94;94017;1.97;2016;;
Champigny-sur-Marne;94;94017;1.97;2017;;
Champigny-sur-Marne;94;94017;1.97;2018;;
Champigny-sur-Marne;94;94017;1.86;2019;;
Champigny-sur-Marne;94;94017;2.09;2020;;
Champigny-sur-Marne;94;94017;2.13;2021;;
Champigny-sur-Marne;94;94017;2.25;2022;;
Champigny-sur-Marne;94;94017;2.32;2023;;
Charenton-le-Pont;94;94018;2.05;2012;;
Charenton-le-Pont;94;94018;2.04;2013;;
Charenton-le-Pont;94;94018;2.05;2014;;
Charenton-le-Pont;94;94018;2.06;2015;;
Charenton-le-Pont;94;94018;1.97;2016;;
Charenton-le-Pont;94;94018;1.97;2017;;
Charenton-le-Pont;94;94018;1.97;2018;;
Charenton-le-Pont;94;94018;1.86;2019;;
Charenton-le-Pont;94;94018;2.09;2020;;
Charenton-le-Pont;94;94018;2.13;2021;;
Charenton-le-Pont;94;94018;2.25;2022;;
Charenton-le-Pont;94;94018;2.32;2023;;
Chennevières-sur-Marne;94;94019;2.05;2012;;
Chennevières-sur-Marne;94;94019;2.04;2013;;
Chennevières-sur-Marne;94;94019;2.05;2014;;
Chennevières-sur-Marne;94;94019;2.06;2015;;
Chennevières-sur-Marne;94;94019;1.97;2016;;
Chennevières-sur-Marne;94;94019;1.97;2017;;
Chennevières-sur-Marne;94;94019;1.97;2018;;
Chennevières-sur-Marne;94;94019;1.86;2019;;
Chennevières-sur-Marne;94;94019;2.09;2020;;
Chennevières-sur-Marne;94;94019;2.13;2021;;
Chennevières-sur-Marne;94;94019;2.25;2022;;
Chennevières-sur-Marne;94;94019;2.32;2023;;
Chevilly-Larue;94;94021;;2012;;
Chevilly-Larue;94;94021;;2013;;
Chevilly-Larue;94;94021;;2014;;
Chevilly-Larue;94;94021;;2015;;
Chevilly-Larue;94;94021;1.45;2016;2.18;3.63
Chevilly-Larue;94;94021;;2017;1.74;
Chevilly-Larue;94;94021;2.19;2018;2.26;4.45
Chevilly-Larue;94;94021;2.48;2019;2.28;4.76
Chevilly-Larue;94;94021;2.46;2020;2.33;4.79
Chevilly-Larue;94;94021;2.68;2021;1.98;4.66
Chevilly-Larue;94;94021;3.02;2022;2.9;5.92
Chevilly-Larue;94;94021;3.22;2023;;
Choisy-le-Roi;94;94022;2.05;2012;;
Choisy-le-Roi;94;94022;2.04;2013;;
Choisy-le-Roi;94;94022;2.05;2014;;
Choisy-le-Roi;94;94022;2.06;2015;;
Choisy-le-Roi;94;94022;1.97;2016;2.18;4.15
Choisy-le-Roi;94;94022;1.97;2017;1.74;3.71
Choisy-le-Roi;94;94022;2.19;2018;2.26;4.45
Choisy-le-Roi;94;94022;2.48;2019;2.28;4.76
Choisy-le-Roi;94;94022;2.46;2020;2.33;4.79
Choisy-le-Roi;94;94022;2.68;2021;1.98;4.66
Choisy-le-Roi;94;94022;3.02;2022;2.9;5.92
Choisy-le-Roi;94;94022;3.22;2023;;
Créteil;94;94028;;2012;;
Créteil;94;94028;;2013;;
Créteil;94;94028;;2014;;
Créteil;94;94028;;2015;;
Créteil;94;94028;;2016;;
Créteil;94;94028;;2017;;
Créteil;94;94028;;2018;;
Créteil;94;94028;;2019;;
Créteil;94;94028;;2020;;
Créteil;94;94028;2.66;2021;;
Créteil;94;94028;2.85;2022;;
Créteil;94;94028;3.17;2023;;
Fontenay-sous-Bois;94;94033;2.05;2012;;
Fontenay-sous-Bois;94;94033;2.04;2013;;
Fontenay-sous-Bois;94;94033;2.05;2014;;
Fontenay-sous-Bois;94;94033;2.06;2015;;
Fontenay-sous-Bois;94;94033;1.97;2016;;
Fontenay-sous-Bois;94;94033;1.97;2017;;
Fontenay-sous-Bois;94;94033;1.97;2018;;
Fontenay-sous-Bois;94;94033;1.86;2019;;
Fontenay-sous-Bois;94;94033;2.09;2020;;
Fontenay-sous-Bois;94;94033;2.13;2021;;
Fontenay-sous-Bois;94;94033;2.25;2022;;
Fontenay-sous-Bois;94;94033;2.32;2023;;
Fresnes;94;94034;;2012;;
Fresnes;94;94034;;2013;;
Fresnes;94;94034;;2014;;
Fresnes;94;94034;;2015;;
Fresnes;94;94034;1.45;2016;2.18;3.63
Fresnes;94;94034;;2017;1.74;
Fresnes;94;94034;2.19;2018;2.26;4.45
Fresnes;94;94034;2.48;2019;2.28;4.76
Fresnes;94;94034;2.46;2020;2.33;4.79
Fresnes;94;94034;2.68;2021;1.98;4.66
Fresnes;94;94034;3.02;2022;2.9;5.92
Fresnes;94;94034;3.22;2023;;
Gentilly;94;94037;;2012;;
Gentilly;94;94037;;2013;;
Gentilly;94;94037;;2014;;
Gentilly;94;94037;;2015;;
Gentilly;94;94037;1.45;2016;2.18;3.63
Gentilly;94;94037;;2017;1.74;
Gentilly;94;94037;2.19;2018;2.26;4.45
Gentilly;94;94037;2.48;2019;2.28;4.76
Gentilly;94;94037;2.46;2020;2.33;4.79
Gentilly;94;94037;2.68;2021;1.98;4.66
Gentilly;94;94037;3.02;2022;2.9;5.92
Gentilly;94;94037;3.22;2023;;
L' Haÿ-les-Roses;94;94038;2.05;2012;;
L' Haÿ-les-Roses;94;94038;2.04;2013;;
L' Haÿ-les-Roses;94;94038;2.05;2014;;
L' Haÿ-les-Roses;94;94038;2.06;2015;;
L' Haÿ-les-Roses;94;94038;1.97;2016;2.18;4.15
