Année;Commune;Code INSEE;Département;Numéro département;Volume;Usage;Mode obtention;Longitude;Latitude;Statut;Qualification;Prélèvement écrasant;Ouvrage;Geometrie;url_fiche
2022;Paris;75056;Paris;75;2943.0;EAU POTABLE;Mesure directe;2.320084829571311;48.85905428148152;Contrôlé Niveau 1;Correcte;False;Albien Passy - Lamartine ne;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.320084829571311, 48.85905428148152]};https://id.eaufrance.fr/OuvragePrel/OPR0000033754
2022;Paris;75056;Paris;75;4033.0;EAU POTABLE;Mesure directe;2.320084829571311;48.85905428148152;Contrôlé Niveau 1;Correcte;False;Albien Paul Verlaine;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.320084829571311, 48.85905428148152]};https://id.eaufrance.fr/OuvragePrel/OPR0000033755
2022;Paris;75056;Paris;75;808.0;EAU POTABLE;Mesure directe;2.320084829571311;48.85905428148152;Contrôlé Niveau 1;Correcte;False;Albien Ménilmontant;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.320084829571311, 48.85905428148152]};https://id.eaufrance.fr/OuvragePrel/OPR0000033756
2022;Paris;75056;Paris;75;3079.0;EAU POTABLE;Mesure directe;2.320084829571311;48.85905428148152;Contrôlé Niveau 1;Correcte;False;Albien La Madone;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.320084829571311, 48.85905428148152]};https://id.eaufrance.fr/OuvragePrel/OPR0000033757
2022;Paris;75056;Paris;75;839.0;EAU POTABLE;Mesure directe;2.320084829571311;48.85905428148152;Contrôlé Niveau 1;Correcte;False;Albien Henri Queuille;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.320084829571311, 48.85905428148152]};https://id.eaufrance.fr/OuvragePrel/OPR0000033758
2022;Paris;75056;Paris;75;12461700.0;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);Mesure directe;2.3670133507222566;48.84437377083157;Contrôlé Niveau 1;Correcte;False;Prélèvement Usine d'Austerlitz  - FICTIF;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3670133507222566, 48.844373770831574]};https://id.eaufrance.fr/OuvragePrel/OPR0000039822
2022;Paris;75056;Paris;75;533200.0;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);Mesure directe;2.2743376094878096;48.84565524461546;Contrôlé Niveau 1;Correcte;False;Prélèvement Usine d'Auteuil;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2743376094878096, 48.84565524461546]};https://id.eaufrance.fr/OuvragePrel/OPR0000039823
2022;Paris;75056;Paris;75;19439.0;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);Mesure directe;2.370657917343503;48.84158699439308;Contrôlé Niveau 1;Correcte;False;PARISIENNE DE CHAUFFAGE URBAIN;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.370657917343503, 48.84158699439308]};https://id.eaufrance.fr/OuvragePrel/OPR0000039871
2022;Paris;75056;Paris;75;1626182.0;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);Mesure directe;2.282961234510584;48.85174197641437;Contrôlé Niveau 1;Correcte;False;C P C U (E 2 A );{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2829612345105836, 48.85174197641437]};https://id.eaufrance.fr/OuvragePrel/OPR0000039874
2022;Paris;75056;Paris;75;119877.0;INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie);Mesure directe;2.226103307652864;48.86007558914157;Contrôlé Niveau 1;Correcte;False;HIPP DE LOMCHAMP;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2261033076528642, 48.86007558914157]};https://id.eaufrance.fr/OuvragePrel/OPR0000039876
