Année;Commune;Code INSEE;Département;Numéro département;Volume;Usage;Mode obtention;Longitude;Latitude;Statut;Qualification;Prélèvement écrasant;Ouvrage;Geometrie;url_fiche
2022;Courances;91180;Essonne;91;215628.0;EAU POTABLE;Mesure directe;2.4821153887897545;48.44086408134628;Contrôlé Niveau 1;Correcte;False;COURANCES;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4821153887897545, 48.44086408134628]};https://id.eaufrance.fr/OuvragePrel/OPR0000033569
2022;Videlles;91654;Essonne;91;79021.0;EAU POTABLE;Mesure directe;2.422695901160969;48.46704539196834;Contrôlé Niveau 1;Correcte;False;VIDELLES 2;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.422695901160969, 48.46704539196834]};https://id.eaufrance.fr/OuvragePrel/OPR0000033580
2022;Videlles;91654;Essonne;91;18338.0;EAU POTABLE;Mesure directe;2.422695901160969;48.46704539196834;Contrôlé Niveau 1;Correcte;False;VIDELLES 3;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.422695901160969, 48.46704539196834]};https://id.eaufrance.fr/OuvragePrel/OPR0000033581
2022;Saint-Cyr-sous-Dourdan;91546;Essonne;91;359671.0;EAU POTABLE;Mesure directe;2.0361370287698755;48.56750155277794;Contrôlé Niveau 1;Correcte;False;ST CYR SOUS DOURDAN;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.0361370287698755, 48.56750155277794]};https://id.eaufrance.fr/OuvragePrel/OPR0000033766
2022;Itteville;91315;Essonne;91;320825.0;EAU POTABLE;Mesure directe;2.34220487626838;48.514825079335225;Contrôlé Niveau 1;Correcte;False;ITTEVILLE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3422048762683794, 48.514825079335225]};https://id.eaufrance.fr/OuvragePrel/OPR0000033779
2022;Itteville;91315;Essonne;91;543049.0;EAU POTABLE;Mesure directe;2.34220487626838;48.514825079335225;Contrôlé Niveau 1;Correcte;False;ITTEVILLE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3422048762683794, 48.514825079335225]};https://id.eaufrance.fr/OuvragePrel/OPR0000033780
2022;Bouray-sur-Juine;91095;Essonne;91;972059.0;EAU POTABLE;Mesure directe;2.295767502781959;48.51139170348884;Contrôlé Niveau 1;Correcte;False;BOURAY SUR JUINE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.295767502781959, 48.51139170348884]};https://id.eaufrance.fr/OuvragePrel/OPR0000033784
2022;Itteville;91315;Essonne;91;657821.0;EAU POTABLE;Mesure directe;2.34220487626838;48.514825079335225;Contrôlé Niveau 1;Correcte;False;ITTEVILLE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3422048762683794, 48.514825079335225]};https://id.eaufrance.fr/OuvragePrel/OPR0000033785
2022;Itteville;91315;Essonne;91;3003901.0;EAU POTABLE;Mesure directe;2.34220487626838;48.514825079335225;Contrôlé Niveau 1;Correcte;False;Synd  Hurepoix Itteville riv E  Essonne;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3422048762683794, 48.514825079335225]};https://id.eaufrance.fr/OuvragePrel/OPR0000033787
2022;Saint-Maurice-Montcouronne;91568;Essonne;91;294554.0;EAU POTABLE;Mesure directe;2.117433981271036;48.57459829530092;Contrôlé Niveau 1;Correcte;False;PITALE II;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.117433981271036, 48.574598295300916]};https://id.eaufrance.fr/OuvragePrel/OPR0000033789
2022;Saint-Maurice-Montcouronne;91568;Essonne;91;498706.0;EAU POTABLE;Mesure directe;2.117433981271036;48.57459829530092;Contrôlé Niveau 1;Correcte;False;CREVECOEUR;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.117433981271036, 48.574598295300916]};https://id.eaufrance.fr/OuvragePrel/OPR0000033790
2022;Maisse;91359;Essonne;91;145022.0;EAU POTABLE;Mesure directe;2.3688392232993305;48.3961029434732;Contrôlé Niveau 1;Correcte;False;MAISSE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3688392232993305, 48.396102943473196]};https://id.eaufrance.fr/OuvragePrel/OPR0000034095
2022;Étampes;91223;Essonne;91;393325.0;EAU POTABLE;Mesure directe;2.15381132675954;48.42256007397478;Contrôlé Niveau 1;Correcte;False;COMMUNE D'ETAMPES;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1538113267595396, 48.42256007397478]};https://id.eaufrance.fr/OuvragePrel/OPR0000034096
2022;Angerville;91016;Essonne;91;76678.0;EAU POTABLE;Mesure directe;1.9980868491532653;48.31138185468669;Contrôlé Niveau 1;Correcte;False;ANGERVILLE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9980868491532655, 48.31138185468669]};https://id.eaufrance.fr/OuvragePrel/OPR0000034100
2022;Angerville;91016;Essonne;91;76678.0;EAU POTABLE;Mesure directe;1.9980868491532653;48.31138185468669;Contrôlé Niveau 1;Correcte;False;ANGERVILLE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9980868491532655, 48.31138185468669]};https://id.eaufrance.fr/OuvragePrel/OPR0000034101
2022;Boissy-le-Cutté;91080;Essonne;91;81261.0;EAU POTABLE;Mesure directe;2.284202535419537;48.47112402468273;Contrôlé Niveau 1;Correcte;False;BOISSY LE CUTTE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.284202535419537, 48.47112402468273]};https://id.eaufrance.fr/OuvragePrel/OPR0000034102
2022;Ormoy-la-Rivière;91469;Essonne;91;105349.0;EAU POTABLE;Mesure directe;2.159947391867877;48.402316459347176;Contrôlé Niveau 1;Correcte;False;Ormoy la rivière II;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1599473918678775, 48.402316459347176]};https://id.eaufrance.fr/OuvragePrel/OPR0000034103
2022;Gironville-sur-Essonne;91273;Essonne;91;111214.0;EAU POTABLE;Mesure directe;2.345352900242365;48.36548960355434;Contrôlé Niveau 1;Correcte;False;GIRONVILLE-SUR-ESSONNE;{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.345352900242365, 48.36548960355434]};https://id.eaufrance.fr/OuvragePrel/OPR0000034104
