DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D201.0;Verif_D201.0;CalculAuto_D201.0;D204.0;Verif_D204.0;CalculAuto_D204.0;VP.056;VP.190;VP.177;VP.179;VP.218;VP.178;VP.219;VP.228;VP.191;VP.175;VP.213;VP.229;VP.217;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
001;CollectivityId=182132;Saint-Marcel;Commune;ServiceId=182624;assainissement collectif;Délégation;1279;Confirmé / publié;1146;Sans anomalie apparente;0;1,59;Sans anomalie apparente;1;475;30;111,06;35,33;;44,28;;40,43;0;1146;10;2,41;0,15;56672;0;120;0,369;120;;;;;;;;;;;;;;;;;;;;;;;;;;;0;120;0,6755;120;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181987;Flaxieu;Commune;ServiceId=182797;assainissement collectif;Régie;68;En cours de saisie;81;Non vérifié;0;1,01;Non vérifié;1;50;;;29,04;0;92,4;0;32,68;0;81;10;1,62;0,15;3719;0;;0,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182192;Virieu-le-Grand;Commune;ServiceId=182711;assainissement collectif;Régie;1081;Confirmé / publié;1050;Sans anomalie apparente;0;1,3;Sans anomalie apparente;1;580;;;18;;138;;34,12;30;1050;0;1,81;0,15;66833;0;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182190;Villieu-Loyes-Mollon;Commune;ServiceId=182708;assainissement collectif;Délégation;3653;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182121;Saint-Germain-les-Paroisses;Commune;ServiceId=182610;assainissement collectif;Régie;434;Confirmé / publié;460;Sans anomalie apparente;0;1,74;Sans anomalie apparente;1;223;;;37;0;172;0;33,28;40;460;10;2,06;0,15;23991;0;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182060;Neuville-sur-Ain;Commune;ServiceId=182533;assainissement collectif;Régie;1756;Confirmé / publié;1687;Sans anomalie apparente;0;1;Sans anomalie apparente;1;888;;;18;;102;;66,27;0;1687;0;1,9;0,15;62160,01;0;;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182088;Prémeyzel;Commune;ServiceId=182572;assainissement collectif;Régie;248;En cours de saisie;132;Non vérifié;0;0,75;Non vérifié;1;81;;;18;;72;;31,52;28,8;132;0;1,63;0,15;4777,5;0;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182140;Saint-Paul-de-Varax;Commune;ServiceId=182636;assainissement collectif;Délégation;1529;Vérifié;1583;Sans anomalie apparente;0;3,1;Sans anomalie apparente;1;578;47,26;118,42;51,84;;202;;59,59;10;1583;10;2,74;0,15;173031,93;0;;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,593;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181965;Crans;Commune;ServiceId=182402;assainissement collectif;Régie;266;Vérifié;123;Sans anomalie apparente;0;1,63;Présomption d'anomalie;1;64;;;61,79;;133,6;0,28;32;40;123;5,5;1,92;0,15;8554;0;;0,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182195;Vongnes;Commune;ServiceId=182717;assainissement collectif;Régie;70;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212297;COMMUNAUTE DE COMMUNES DOMBES SAÔNE VALLÉE (CCDSV);Communauté de communes;ServiceId=213996;assainissement collectif : Villeneuve;Régie;1501;Confirmé / publié;1406;Sans anomalie apparente;0;2,86;Sans anomalie apparente;1;560;;;49,2;0;294;0;59,13;60;1406;10;2,51;0,15;;0;;1,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182194;Virignin;Commune;ServiceId=182715;assainissement collectif;Délégation;1097;Confirmé / publié;971;Sans anomalie apparente;0;2,51;Sans anomalie apparente;1;466;44,06;111,62;45,36;;144;;31,87;0;971;10;2,08;0,15;;0;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,563;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182146;Saint-Trivier-sur-Moignans;Commune;ServiceId=182644;assainissement collectif;Délégation;1799;Confirmé / publié;1289;Sans anomalie apparente;0;2,06;Sans anomalie apparente;1;615;39,72;99,34;40,51;;107,76;;78,05;40,88;1289;10;2,1;0,15;110130;0;;0,5573;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,4968;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182105;Saint-André-le-Bouchoux;Commune;ServiceId=182592;assainissement collectif;Régie;390;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=260506;Magnieu;Commune;ServiceId=182598;assainissement collectif (Saint-Champ);Régie;322;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=220429;Arboys en Bugey;Commune;ServiceId=212312;assainissement collectif (SAINT-BOIS);Régie;322;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181895;Bettant;Commune;ServiceId=182294;assainissement collectif;Régie;748;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182102;Saint-André-de-Bâgé;Commune;ServiceId=182589;assainissement collectif;Régie;751;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181949;Conand;Commune;ServiceId=218379;assainissement collectif : Conand;Régie;124;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182136;Saint-Maurice-de-Gourdans;Commune;ServiceId=182631;assainissement collectif;Délégation;2572;Vérifié;2571;Sans anomalie apparente;0;1,37;Sans anomalie apparente;0;1173;24;83,58;32,96;0;48;0;52,46;0;2571;10;2,19;0,15;78130;0;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,4965;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182079;Le Plantay;Commune;ServiceId=182561;assainissement collectif;Délégation;564;Confirmé / publié;364;Sans anomalie apparente;0;1,54;Sans anomalie apparente;1;157;21,5;87,46;34,85;0;63;0;38,96;15;364;10;2,32;0,15;9900;0;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,5497;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182099;Rossillon;Commune;ServiceId=182584;assainissement collectif;Régie;151;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182116;Saint-Éloi;Commune;ServiceId=182604;assainissement collectif;Délégation;456;En cours de saisie;169;Non vérifié;0;1,21;Non vérifié;1;75;15,8;40,4;31,16;;73,2;;;0;169;10;2,25;0,15;;0;;0,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,205;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182040;Massignieu-de-Rives;Commune;ServiceId=182506;assainissement collectif;Régie;614;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181923;Champagne-en-Valromey;Commune;ServiceId=182342;assainissement collectif;Régie;820;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181868;Andert-et-Condon;Commune;ServiceId=182256;assainissement collectif;Régie;330;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182189;Villette-sur-Ain;Commune;ServiceId=182706;assainissement collectif;Délégation;755;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182036;Marignieu;Commune;ServiceId=182501;assainissement collectif;Régie;172;Confirmé / publié;168;Sans anomalie apparente;0;1,41;Sans anomalie apparente;1;101;;;33,4;0;136;0;20,61;16;168;10;1,66;0,15;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181907;Brégnier-Cordon;Commune;ServiceId=212302;assainissement collectif;Régie;839;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181906;Boz;Commune;ServiceId=182312;assainissement collectif;Régie;512;Confirmé / publié;539;Sans anomalie apparente;0;2,13;Sans anomalie apparente;1;234;;;41,2;0;214;0;45,79;70;539;10;2,3;0,15;37733,77;0;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212297;COMMUNAUTE DE COMMUNES DOMBES SAÔNE VALLÉE (CCDSV);Communauté de communes;ServiceId=214002;assainissement collectif : Saint Didier sur Formans, Sainte Euphémie, Miserieux, Toussieux;Régie;4718;Confirmé / publié;5130;Sans anomalie apparente;0;2,86;Sans anomalie apparente;1;1953;;;49,2;0;294;0;45,75;60;5130;10;2,63;0,15;;0;;1,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212297;COMMUNAUTE DE COMMUNES DOMBES SAÔNE VALLÉE (CCDSV);Communauté de communes;ServiceId=213994;assainissement collectif : Ars sur Formans;Régie;1408;Confirmé / publié;1641;Sans anomalie apparente;0;2,86;Sans anomalie apparente;1;641;;;49,2;0;294;0;54,79;60;1641;10;2,56;0,15;;0;;1,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182151;Sault-Brénaz;Commune;ServiceId=182651;assainissement collectif;Régie;953;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181929;Chapelle-du-Chatelard;Commune;ServiceId=182351;assainissement collectif;Régie;388;En cours de saisie;415;Non vérifié;0;0,85;Non vérifié;1;102;;;23,33;0;79;0;26,84;1;415;5,5;4,07;0,15;7509,53;0;;0,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182167;Talissieu;Commune;ServiceId=182676;assainissement collectif;Régie;450;Confirmé / publié;456;Sans anomalie apparente;0;1,39;Sans anomalie apparente;1;248;;;18;0;149;0;30,24;35;456;0;1,84;0,15;32007,6;0;1999;0,95;1999;;0,725;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181936;Chavannes-sur-Reyssouze;Commune;ServiceId=182363;assainissement collectif;Régie;753;En cours de saisie;506;Non vérifié;0;3,33;Non vérifié;1;207;;;54,32;0;345,2;0;27,45;98;506;10;2,44;0,15;39354,2;0;;2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181893;Béon;Commune;ServiceId=182292;assainissement collectif (Béon);Régie;454;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=195362;COMMUNAUTE DE COMMUNES  DE LA VEYLE;Communauté de communes;ServiceId=279194;assainissement collectif : Régie;Régie;21992;Confirmé / publié;16361;Sans anomalie apparente;0;1,94;Sans anomalie apparente;1;8020;;;66,47;;166,03;0,2278;48,9;40,03;16361;10;2,04;0,15;508034;0;;1,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182095;Replonges;Commune;ServiceId=182580;assainissement collectif;Délégation;3717;Confirmé / publié;3586;Sans anomalie apparente;0;2,45;Sans anomalie apparente;1;1662;38,34;117,2;44,73;0;132,06;0;51,42;10;3586;10;2,16;0,15;360846;0;;1,0172;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,6572;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212296;Haut Bugey Agglomération (HBA);Communauté d'agglomération;ServiceId=215213;assainissement collectif : regie;Régie;58270;Confirmé / publié;61341;Sans anomalie apparente;0;2,12;Sans anomalie apparente;1;25131;;;41,12;;213,2;;45,94;20;61341;10;2,44;0,15;5307582;0;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212296;Haut Bugey Agglomération (HBA);Communauté d'agglomération;ServiceId=182782;assainissement collectif : Nantua DSP;Délégation;3446;Confirmé / publié;3584;Sans anomalie apparente;0;2,6;Sans anomalie apparente;1;1586;4,33;25,26;46,41;;240,8;;97,3;20;3584;10;2,26;0,15;27243;0;;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,1744;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181970;Culoz;Commune;ServiceId=182409;assainissement collectif;Régie;3035;Confirmé / publié;3100;Sans anomalie apparente;0;2,35;Sans anomalie apparente;1;1195;;;43,65;0;238,5;0;25,43;58,5;3100;10;2,59;0,15;376156,35;0;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181874;Argis;Commune;ServiceId=182265;assainissement collectif;Régie;442;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182147;Saint-Vulbas;Commune;ServiceId=182645;assainissement collectif;Délégation;1286;Vérifié;1306;Sans anomalie apparente;0;0,68;Présomption d'anomalie;0;475;12,18;56,58;25,46;;0;;60,74;0;1306;10;2,75;0,15;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,37;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182091;Priay;Commune;ServiceId=182576;assainissement collectif;Délégation;1729;Confirmé / publié;1566;Sans anomalie apparente;0;1,58;Sans anomalie apparente;1;767;38,26;111,51;35,25;;43,03;;48,67;16,16;1566;10;2,04;0,15;104920;0;;0,2239;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,6104;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182082;Poncin;Commune;ServiceId=182565;assainissement collectif;Délégation;851;Confirmé / publié;1650;Sans anomalie apparente;0;2,8;Sans anomalie apparente;1;982;41,96;146,94;48,58;;140,88;;62,39;0;1650;10;1,68;0,15;;0;;1,174;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,8748;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=260580;Arvière-en-Valromey;Commune;ServiceId=182315;assainissement collectif (Brénaz);Régie;237;En cours de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=220777;Chazey-Bons;Commune;ServiceId=182577;assainissement collectif (PUGIEU);Régie;556;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181865;Ambléon;Commune;ServiceId=182253;assainissement collectif;Régie;111;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182007;Izieu;Commune;ServiceId=212305;assainissement collectif;Régie;235;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182137;Saint-Maurice-de-Rémens;Commune;ServiceId=182633;assainissement collectif;Régie;756;Vérifié;649;Sans anomalie apparente;0;1,51;Sans anomalie apparente;1;363;;;18;;163,6;;67,35;34;649;0;1,79;0,15;;0;;1,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
