Commune;Departement;Code INSEE;D102.0;Année;D204.0;prix_total
Domont;95;95199;2.05;2014;;
Domont;95;95199;2.06;2015;;
Domont;95;95199;1.97;2016;;
Domont;95;95199;1.97;2017;;
Domont;95;95199;1.97;2018;;
Domont;95;95199;1.86;2019;;
Domont;95;95199;2.09;2020;;
Domont;95;95199;2.13;2021;;
Domont;95;95199;2.25;2022;;
Domont;95;95199;2.32;2023;;
Eaubonne;95;95203;2.05;2012;;
Eaubonne;95;95203;2.04;2013;;
Eaubonne;95;95203;2.05;2014;;
Eaubonne;95;95203;2.06;2015;;
Eaubonne;95;95203;1.97;2016;;
Eaubonne;95;95203;1.97;2017;;
Eaubonne;95;95203;1.97;2018;;
Eaubonne;95;95203;1.86;2019;;
Eaubonne;95;95203;2.09;2020;;
Eaubonne;95;95203;2.13;2021;;
Eaubonne;95;95203;2.25;2022;;
Eaubonne;95;95203;2.32;2023;;
Écouen;95;95205;2.05;2012;;
Écouen;95;95205;2.04;2013;;
Écouen;95;95205;2.05;2014;;
Écouen;95;95205;2.06;2015;;
Écouen;95;95205;1.97;2016;;
Écouen;95;95205;1.97;2017;;
Écouen;95;95205;1.97;2018;;
Écouen;95;95205;1.86;2019;;
Écouen;95;95205;2.09;2020;;
Écouen;95;95205;2.13;2021;;
Écouen;95;95205;2.25;2022;;
Écouen;95;95205;2.32;2023;;
Enghien-les-Bains;95;95210;2.05;2012;;
Enghien-les-Bains;95;95210;2.04;2013;;
Enghien-les-Bains;95;95210;2.05;2014;;
Enghien-les-Bains;95;95210;2.06;2015;;
Enghien-les-Bains;95;95210;1.97;2016;;
Enghien-les-Bains;95;95210;1.97;2017;;
Enghien-les-Bains;95;95210;1.97;2018;;
Enghien-les-Bains;95;95210;1.86;2019;;
Enghien-les-Bains;95;95210;2.09;2020;;
Enghien-les-Bains;95;95210;2.13;2021;;
Enghien-les-Bains;95;95210;2.25;2022;;
Enghien-les-Bains;95;95210;2.32;2023;;
Ennery;95;95211;;2012;;
Ennery;95;95211;;2013;;
Ennery;95;95211;2.23;2014;;
Ennery;95;95211;2.21;2015;;
Ennery;95;95211;2.2;2016;;
Ennery;95;95211;2.14;2017;;
Ennery;95;95211;2.38;2018;;
Ennery;95;95211;2.41;2019;;
Ennery;95;95211;2.39;2020;;
Ennery;95;95211;2.51;2021;;
Ennery;95;95211;2.71;2022;;
Ennery;95;95211;2.77;2023;;
Épiais-lès-Louvres;95;95212;;2012;;
Épiais-lès-Louvres;95;95212;1.93;2013;;
Épiais-lès-Louvres;95;95212;;2014;;
Épiais-lès-Louvres;95;95212;1.97;2015;;
Épiais-lès-Louvres;95;95212;1.97;2016;;
Épiais-lès-Louvres;95;95212;2.03;2017;;
Épiais-lès-Louvres;95;95212;2.01;2018;;
Épiais-lès-Louvres;95;95212;2.03;2019;;
Épiais-lès-Louvres;95;95212;2.73;2020;;
Épiais-lès-Louvres;95;95212;2.74;2021;;
Épiais-lès-Louvres;95;95212;2.89;2022;;
Épiais-lès-Louvres;95;95212;2.87;2023;;
Épinay-Champlâtreux;95;95214;3.06;2012;;
Épinay-Champlâtreux;95;95214;3.08;2013;;
Épinay-Champlâtreux;95;95214;;2014;;
Épinay-Champlâtreux;95;95214;;2015;;
Épinay-Champlâtreux;95;95214;;2016;;
Épinay-Champlâtreux;95;95214;;2017;;
Épinay-Champlâtreux;95;95214;3.43;2018;;
Épinay-Champlâtreux;95;95214;3.78;2019;;
Épinay-Champlâtreux;95;95214;3.65;2020;;
Épinay-Champlâtreux;95;95214;3.8;2021;;
Épinay-Champlâtreux;95;95214;;2022;;
Épinay-Champlâtreux;95;95214;4.24;2023;;
Éragny;95;95218;1.91;2012;;
Éragny;95;95218;1.9;2013;;
Éragny;95;95218;1.87;2014;;
Éragny;95;95218;1.86;2015;;
Éragny;95;95218;1.83;2016;;
Éragny;95;95218;1.85;2017;;
Éragny;95;95218;2.06;2018;;
Éragny;95;95218;1.79;2019;;
Éragny;95;95218;1.99;2020;;
Éragny;95;95218;2.09;2021;;
Éragny;95;95218;2.35;2022;;
Éragny;95;95218;2.43;2023;;
Ermont;95;95219;2.05;2012;;
Ermont;95;95219;2.04;2013;;
Ermont;95;95219;2.05;2014;;
Ermont;95;95219;2.06;2015;;
Ermont;95;95219;1.97;2016;;
Ermont;95;95219;1.97;2017;;
Ermont;95;95219;1.97;2018;;
Ermont;95;95219;1.86;2019;;
Ermont;95;95219;2.09;2020;;
Ermont;95;95219;2.13;2021;;
Ermont;95;95219;2.25;2022;;
Ermont;95;95219;2.32;2023;;
Ézanville;95;95229;3.06;2012;;
Ézanville;95;95229;3.08;2013;;
Ézanville;95;95229;;2014;;
Ézanville;95;95229;;2015;;
Ézanville;95;95229;;2016;;
Ézanville;95;95229;;2017;;
Ézanville;95;95229;3.43;2018;;
Ézanville;95;95229;3.78;2019;;
Ézanville;95;95229;3.65;2020;;
Ézanville;95;95229;3.8;2021;;
Ézanville;95;95229;;2022;;
Ézanville;95;95229;4.24;2023;;
Fontenay-en-Parisis;95;95241;3.06;2012;;
Fontenay-en-Parisis;95;95241;3.08;2013;;
Fontenay-en-Parisis;95;95241;;2014;;
Fontenay-en-Parisis;95;95241;;2015;;
Fontenay-en-Parisis;95;95241;;2016;;
Fontenay-en-Parisis;95;95241;;2017;;
Fontenay-en-Parisis;95;95241;3.43;2018;;
Fontenay-en-Parisis;95;95241;3.78;2019;;
Fontenay-en-Parisis;95;95241;3.65;2020;;
Fontenay-en-Parisis;95;95241;3.8;2021;;
Fontenay-en-Parisis;95;95241;;2022;;
Fontenay-en-Parisis;95;95241;4.24;2023;;
Fosses;95;95250;2.15;2012;;
Fosses;95;95250;;2013;;
Fosses;95;95250;2.17;2014;;
Fosses;95;95250;2.14;2015;;
Fosses;95;95250;2.11;2016;;
Fosses;95;95250;2.14;2017;;
Fosses;95;95250;2.41;2018;;
Fosses;95;95250;2.43;2019;;
Fosses;95;95250;2.46;2020;;
Fosses;95;95250;2.52;2021;;
Fosses;95;95250;2.7;2022;;
Fosses;95;95250;2.78;2023;;
Franconville;95;95252;2.05;2012;;
Franconville;95;95252;2.04;2013;;
Franconville;95;95252;2.05;2014;;
Franconville;95;95252;2.06;2015;;
Franconville;95;95252;1.97;2016;;
Franconville;95;95252;1.97;2017;;
Franconville;95;95252;1.97;2018;;
Franconville;95;95252;1.86;2019;;
Franconville;95;95252;2.09;2020;;
Franconville;95;95252;2.13;2021;;
Franconville;95;95252;2.25;2022;;
Franconville;95;95252;2.32;2023;;
Frémainville;95;95253;;2012;;
Frémainville;95;95253;;2013;;
Frémainville;95;95253;;2014;;
Frémainville;95;95253;;2015;;
Frémainville;95;95253;;2016;;
Frémainville;95;95253;;2017;;
Frémainville;95;95253;;2018;;
Frémainville;95;95253;;2019;;
Frémainville;95;95253;;2020;;
Frémainville;95;95253;;2021;;
Frémainville;95;95253;;2022;;
Frémainville;95;95253;2.58;2023;;
Frémécourt;95;95254;2.84;2012;;
Frémécourt;95;95254;2.81;2013;;
Frémécourt;95;95254;2.8;2014;;
Frémécourt;95;95254;2.84;2015;;
Frémécourt;95;95254;2.83;2016;;
Frémécourt;95;95254;2.9;2017;;
Frémécourt;95;95254;3.16;2018;;
Frémécourt;95;95254;3.19;2019;;
Frémécourt;95;95254;3.15;2020;;
