Commune;Departement;Code INSEE;D102.0;Année;D204.0;prix_total
La Forêt-le-Roi;91;91247;3.52;2023;;
La Forêt-Sainte-Croix;91;91248;3.85;2023;;
Forges-les-Bains;91;91249;3.52;2023;;
Gif-sur-Yvette;91;91272;3.32;2023;;
Gironville-sur-Essonne;91;91273;3.31;2023;;
Gometz-la-Ville;91;91274;3.7;2023;;
Gometz-le-Châtel;91;91275;3.32;2023;;
Les Granges-le-Roi;91;91284;3.52;2023;;
Grigny;91;91286;3.06;2023;;
Guibeville;91;91292;2.19;2023;;
Guigneville-sur-Essonne;91;91293;3.31;2023;;
Guillerval;91;91294;3.85;2023;;
Igny;91;91312;2.32;2023;;
Itteville;91;91315;3.31;2023;;
Janville-sur-Juine;91;91318;3.31;2023;;
Janvry;91;91319;3.14;2023;;
Juvisy-sur-Orge;91;91326;3.22;2023;;
Lardy;91;91330;3.31;2023;;
Leudeville;91;91332;3.31;2023;;
Leuville-sur-Orge;91;91333;2.19;2023;;
Limours;91;91338;3.39;2023;;
Linas;91;91339;3.32;2023;;
Lisses;91;91340;3.06;2023;;
Longjumeau;91;91345;3.32;2023;;
Longpont-sur-Orge;91;91347;2.19;2023;;
Maisse;91;91359;3.31;2023;;
Marcoussis;91;91363;3.32;2023;;
Marolles-en-Beauce;91;91374;3.85;2023;;
Marolles-en-Hurepoix;91;91376;2.19;2023;;
Massy;91;91377;2.32;2023;;
Mauchamps;91;91378;5.16;2023;;
Mennecy;91;91386;3.31;2023;;
Le Mérévillois;91;91390;3.85;2023;;
Mérobert;91;91393;2.19;2023;;
Mespuits;91;91399;3.85;2023;;
Milly-la-Forêt;91;91405;2.89;2023;;
Moigny-sur-École;91;91408;2.89;2023;;
Mondeville;91;91412;3.31;2023;;
Monnerville;91;91414;3.85;2023;;
Montgeron;91;91421;3.05;2023;;
Montlhéry;91;91425;3.32;2023;;
Morigny-Champigny;91;91433;3.85;2023;;
Morsang-sur-Orge;91;91434;2.19;2023;;
Morsang-sur-Seine;91;91435;3.06;2023;;
Nainville-les-Roches;91;91441;3.31;2023;;
La Norville;91;91457;2.19;2023;;
Nozay;91;91458;3.32;2023;;
Ollainville;91;91461;2.19;2023;;
Oncy-sur-École;91;91463;2.89;2023;;
Ormoy;91;91468;3.31;2023;;
Ormoy-la-Rivière;91;91469;3.85;2023;;
Orsay;91;91471;3.32;2023;;
Orveau;91;91473;3.31;2023;;
Palaiseau;91;91477;2.32;2023;;
Pecqueuse;91;91482;3.26;2023;;
Le Plessis-Pâté;91;91494;2.19;2023;;
Plessis-Saint-Benoist;91;91495;2.19;2023;;
Prunay-sur-Essonne;91;91507;3.31;2023;;
Puiselet-le-Marais;91;91508;3.85;2023;;
Pussay;91;91511;3.85;2023;;
Quincy-sous-Sénart;91;91514;3.05;2023;;
Richarville;91;91519;2.19;2023;;
Ris-Orangis;91;91521;3.06;2023;;
Roinville;91;91525;3.52;2023;;
Roinvilliers;91;91526;3.85;2023;;
Saclas;91;91533;3.85;2023;;
Saclay;91;91534;3.32;2023;;
Saint-Aubin;91;91538;3.32;2023;;
Saint-Chéron;91;91540;3.42;2023;;
Saint-Cyr-la-Rivière;91;91544;3.85;2023;;
Saint-Cyr-sous-Dourdan;91;91546;3.52;2023;;
Saint-Escobille;91;91547;2.19;2023;;
Sainte-Geneviève-des-Bois;91;91549;2.19;2023;;
Saint-Germain-lès-Arpajon;91;91552;2.19;2023;;
Saint-Germain-lès-Corbeil;91;91553;3.06;2023;;
Saint-Hilaire;91;91556;3.85;2023;;
Saint-Jean-de-Beauregard;91;91560;3.37;2023;;
Saint-Maurice-Montcouronne;91;91568;3.52;2023;;
Saint-Michel-sur-Orge;91;91570;2.19;2023;;
Saint-Pierre-du-Perray;91;91573;3.06;2023;;
Saintry-sur-Seine;91;91577;3.06;2023;;
Saint-Sulpice-de-Favières;91;91578;3.31;2023;;
Saint-Vrain;91;91579;3.31;2023;;
Saint-Yon;91;91581;3.31;2023;;
Saulx-les-Chartreux;91;91587;3.32;2023;;
Sermaise;91;91593;3.52;2023;;
Soisy-sur-École;91;91599;2.89;2023;;
Soisy-sur-Seine;91;91600;3.06;2023;;
Souzy-la-Briche;91;91602;5.16;2023;;
Congerville-Thionville;91;91613;3.85;2023;;
Tigery;91;91617;3.06;2023;;
Torfou;91;91619;5.16;2023;;
Valpuiseaux;91;91629;3.85;2023;;
Le Val-Saint-Germain;91;91630;3.52;2023;;
Varennes-Jarcy;91;91631;3.3;2023;;
Vaugrigneuse;91;91634;3.52;2023;;
Vauhallan;91;91635;3.32;2023;;
Vayres-sur-Essonne;91;91639;3.31;2023;;
Verrières-le-Buisson;91;91645;2.32;2023;;
Vert-le-Grand;91;91648;3.31;2023;;
Vert-le-Petit;91;91649;3.31;2023;;
Videlles;91;91654;2.89;2023;;
Vigneux-sur-Seine;91;91657;3.05;2023;;
Villabé;91;91659;3.06;2023;;
Villebon-sur-Yvette;91;91661;3.32;2023;;
Villeconin;91;91662;5.16;2023;;
La Ville-du-Bois;91;91665;3.32;2023;;
Villejust;91;91666;3.32;2023;;
Villemoisson-sur-Orge;91;91667;2.19;2023;;
Villeneuve-sur-Auvers;91;91671;3.31;2023;;
Villiers-le-Bâcle;91;91679;3.32;2023;;
Villiers-sur-Orge;91;91685;2.19;2023;;
Viry-Châtillon;91;91687;3.22;2023;;
Wissous;91;91689;2.32;2023;;
Yerres;91;91691;3.05;2023;;
Les Ulis;91;91692;3.32;2023;;
