Commune;Departement;Code INSEE;D102.0;Année;D204.0;prix_total
Montigny-le-Bretonneux;78;78423;2.69;2023;;
Morainvilliers;78;78431;2.42;2023;;
Mousseaux-sur-Seine;78;78437;3.64;2023;;
Les Mureaux;78;78440;3.64;2023;;
Neauphle-le-Château;78;78442;2.99;2023;;
Neauphle-le-Vieux;78;78443;2.99;2023;;
Neauphlette;78;78444;3.27;2023;;
Nézel;78;78451;3.64;2023;;
Noisy-le-Roi;78;78455;2.69;2023;;
Oinville-sur-Montcient;78;78460;3.64;2023;;
Orcemont;78;78464;2.72;2023;;
Orgerus;78;78465;2.99;2023;;
Orgeval;78;78466;2.42;2023;;
Orphin;78;78470;2.72;2023;;
Orsonville;78;78472;2.72;2023;;
Orvilliers;78;78474;2.84;2023;;
Osmoy;78;78475;2.99;2023;;
Paray-Douaville;78;78478;2.72;2023;;
Le Pecq;78;78481;3.24;2023;;
Perdreauville;78;78484;3.64;2023;;
Le Perray-en-Yvelines;78;78486;2.99;2023;;
Plaisir;78;78490;2.69;2023;;
Poigny-la-Forêt;78;78497;4.16;2023;;
Poissy;78;78498;3.64;2023;;
Ponthévrard;78;78499;2.72;2023;;
Porcheville;78;78501;3.64;2023;;
Le Port-Marly;78;78502;3.24;2023;;
Prunay-le-Temple;78;78505;2.99;2023;;
Prunay-en-Yvelines;78;78506;2.72;2023;;
La Queue-les-Yvelines;78;78513;2.99;2023;;
Raizeux;78;78516;4.16;2023;;
Rambouillet;78;78517;2.52;2023;;
Rennemoulin;78;78518;2.69;2023;;
Richebourg;78;78520;2.99;2023;;
Rochefort-en-Yvelines;78;78522;2.72;2023;;
Rolleboise;78;78528;3.64;2023;;
Rosay;78;78530;2.99;2023;;
Rosny-sur-Seine;78;78531;3.64;2023;;
Sailly;78;78536;3.64;2023;;
Saint-Arnoult-en-Yvelines;78;78537;2.72;2023;;
Saint-Cyr-l'École;78;78545;2.69;2023;;
Saint-Forget;78;78548;2.99;2023;;
Saint-Germain-de-la-Grange;78;78550;2.99;2023;;
Saint-Germain-en-Laye;78;78551;3.24;2023;;
Saint-Hilarion;78;78557;4.16;2023;;
Saint-Lambert;78;78561;2.99;2023;;
Saint-Léger-en-Yvelines;78;78562;4.16;2023;;
Saint-Martin-de-Bréthencourt;78;78564;2.72;2023;;
Saint-Martin-des-Champs;78;78565;5.49;2023;;
Saint-Martin-la-Garenne;78;78567;3.64;2023;;
Sainte-Mesme;78;78569;2.72;2023;;
Saint-Nom-la-Bretèche;78;78571;2.42;2023;;
Saint-Rémy-l'Honoré;78;78576;2.99;2023;;
Sartrouville;78;78586;2.32;2023;;
Saulx-Marchais;78;78588;2.99;2023;;
Septeuil;78;78591;3.45;2023;;
Soindres;78;78597;3.64;2023;;
Sonchamp;78;78601;2.72;2023;;
Tacoignières;78;78605;2.99;2023;;
Le Tartre-Gaudran;78;78606;4.16;2023;;
Le Tertre-Saint-Denis;78;78608;3.64;2023;;
Tessancourt-sur-Aubette;78;78609;3.64;2023;;
Thiverval-Grignon;78;78615;2.69;2023;;
Thoiry;78;78616;2.99;2023;;
Tilly;78;78618;3.04;2023;;
Toussus-le-Noble;78;78620;2.69;2023;;
Trappes;78;78621;2.69;2023;;
Le Tremblay-sur-Mauldre;78;78623;2.99;2023;;
Triel-sur-Seine;78;78624;3.64;2023;;
Vaux-sur-Seine;78;78638;3.64;2023;;
Vélizy-Villacoublay;78;78640;2.32;2023;;
Verneuil-sur-Seine;78;78642;3.64;2023;;
Vernouillet;78;78643;3.64;2023;;
La Verrière;78;78644;2.69;2023;;
Versailles;78;78646;2.69;2023;;
Vert;78;78647;3.64;2023;;
Le Vésinet;78;78650;3.24;2023;;
Vicq;78;78653;2.99;2023;;
Vieille-Église-en-Yvelines;78;78655;2.99;2023;;
Villennes-sur-Seine;78;78672;2.42;2023;;
Villepreux;78;78674;2.69;2023;;
Villette;78;78677;1.99;2023;;
Villiers-le-Mahieu;78;78681;2.99;2023;;
Villiers-Saint-Fréderic;78;78683;2.99;2023;;
Viroflay;78;78686;2.32;2023;;
Voisins-le-Bretonneux;78;78688;2.69;2023;;
