DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D101.0;Verif_D101.0;CalculAuto_D101.0;D102.0;Verif_D102.0;CalculAuto_D102.0;VP.056;VP.190;VP.177;VP.216;VP.179;VP.178;VP.219;VP.215;VP.214;VP.191;VP.175;VP.213;VP.229;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
065;CollectivityId=155215;Syndicat Mixte de production et de distribution d'Eau Potable du Marquisat;Syndicat Intercommunal à Vocation Unique;ServiceId=155633;eau potable;Délégation;9753;Confirmé / publié;9805;Sans anomalie apparente;0;1,99;Sans anomalie apparente;0;4543;32,34;80,58;0,33;59,91;98,09;0;0,0656;0;39,1;9805;5,5;2,16;;0;;0,4916;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,402;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155211;Viscos;Commune;ServiceId=155624;eau potable;Régie;35;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155416;eau potable : Cheust;Régie;86;Confirmé / publié;;Anomalie;0;0,88;Sans anomalie apparente;1;57;;;0,33;45,08;60;;;;24;;5,5;;;0;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155455;eau potable : Germs sur l'Oussouet;Régie;110;Confirmé / publié;;Anomalie;0;1,92;Sans anomalie apparente;1;84;;;0,33;51,62;179;;;;95;;5,5;;;0;;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155201;Vic-en-Bigorre;Commune;ServiceId=155609;eau potable;Délégation;4897;Confirmé / publié;5734;Sans anomalie apparente;0;2,39;Sans anomalie apparente;1;2539;52,14;183,16;0,33;64,25;38,9;;0,081;;12,5;5734;5,5;2,26;512300;0;;0,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1,0918;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155620;eau potable : Viger;Régie;140;Confirmé / publié;;Anomalie;0;;Anomalie;1;12970;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155068;Bagnères-de-Bigorre;Commune;ServiceId=155362;eau potable : Territoire n° 1 - Ville de BAGNERES;Délégation;3626;Confirmé / publié;7441;Sans anomalie apparente;0;1,59;Sans anomalie apparente;1;4905;40,38;81,48;0,33;61,78;48,02;;0,1017;;18,02;7441;5,5;1,52;436170,46;0;;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,3425;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155569;eau potable : Saint Pé de Bigorre;Délégation;1162;Confirmé / publié;1178;Sans anomalie apparente;0;2,72;Sans anomalie apparente;1;625;42,46;154,54;0,33;71,01;100,8;;0,12;;0;1178;5,5;1,88;;0;;0,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,934;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155242;SYNDICAT DE PRODUCTION D'EAU POTABLE DE CANTAOUS-TUZAGUET;Syndicat Intercommunal à Vocation Unique;ServiceId=155664;eau potable;Régie;447;En attente de saisie;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155050;Arreau;Commune;ServiceId=155324;eau potable;Régie;773;Confirmé / publié;1800;Sans anomalie apparente;0;1,62;Sans anomalie apparente;1;1114;;;0,33;54,99;139;0;0,044;0;25;1800;5,5;1,62;;0;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155638;eau potable : SIA Bourréac-Miramont;Délégation;566;Confirmé / publié;634;Sans anomalie apparente;0;2,3;Sans anomalie apparente;1;242;50,08;124,84;0,33;63,18;87,88;;0,0766;;65,56;634;5,5;2,62;;0;;0,186;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,623;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155227;SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE L'ARIZE-NISTOS;Syndicat Intercommunal à Vocation Unique;ServiceId=155647;eau potable;Régie;3040;Confirmé / publié;3145;Sans anomalie apparente;0;1,74;Sans anomalie apparente;1;2023;;;0,33;55,3;153,8;0;0,04;0;53;3145;5,5;1,55;355314;0;200;0,84;200;;0,61;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155124;Grust;Commune;ServiceId=155466;eau potable;Régie;37;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155502;eau potable : Lézignan;Régie;350;Confirmé / publié;;Anomalie;0;1,92;Sans anomalie apparente;1;169;;;0,33;58,83;172;;0,06;;70;;5,5;;;0;;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=221455;Communauté d'Agglomération Tarbes-Lourdes-Pyrénées;Communauté d'agglomération;ServiceId=155657;eau potable : SIA 3 Vallées;Délégation;3896;Confirmé / publié;4004;Sans anomalie apparente;0;2,09;Sans anomalie apparente;1;1806;36,8;105,2;0,33;63,69;82,51;;0,0915;;20;4004;5,5;2,22;;0;;0,5209;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,57;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;CollectivityId=155185;Sassis;Commune;ServiceId=155579;eau potable;Régie;80;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
