Nom de la commune adhérente,Somme de Tarif zone tarifaire 1,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Identifiant SISPEA de la commune adhérente
Saint-Germain-d'Anxure,2,53,53222,20888
Saint-Martin-Belle-Roche,2,71,71448,29977
Saint-Ouen-l'Aumône,2,95,95572,36852
Savigny-le-Temple,2,77,77445,32283
Servant,2,63,63419,26497
Sireix,2,65,65428,27519
Soulgé-sur-Ouette,2,53,53262,20927
Tigery,2,91,91617,36549
Torcé-en-Vallée,2,72,72359,30463
Vauréal,2,95,95637,36870
Vebret,2,15,15250,5755
Vert-Saint-Denis,2,77,77495,32332
Villecomtal-sur-Arros,2,32,32464,13208
Vroncourt,2,54,54592,21523
Aix-Villemaur-Pâlis,1.99,10,10003,220504
Ambérieu-en-Bugey,1.99,1,1004,288
Ambronay,1.99,1,1007,291
Ambutrix,1.99,1,1008,292
Avaray,1.99,41,41008,16391
Azay-sur-Cher,1.99,37,37015,14712
Carennac,1.99,46,46058,17874
Cenans,1.99,70,70113,29102
Château-Gaillard,1.99,1,1089,367
Corre,1.99,70,70177,29161
Coudray-au-Perche,1.99,28,28111,11229
Dompierre-sur-Besbre,1.99,3,3102,1622
Douvres,1.99,1,1149,422
Durtol,1.99,63,63141,26222
Fajac-la-Relenque,1.99,11,11134,4081
Gerzat,1.99,63,63164,26245
Jenzat,1.99,3,3133,1653
L' Abergement-de-Varey,1.99,1,1002,287
La Chapelle-Saint-Martin-en-Plaine,1.99,41,41039,16421
La Louvière-Lauragais,1.99,11,11208,4155
La Rochefoucauld-en-Angoumois,1.99,16,16281,260554
Le Rouret,1.99,12,12224,4658
Le Vernet-Sainte-Marguerite,1.99,63,63449,26527
Les Chapelles,1.99,73,73077,30558
Lestiou,1.99,41,41114,16494
Liffol-le-Grand,1.99,88,88270,35569
Marquein,1.99,11,11218,4165
Maves,1.99,41,41130,16509
Mayreville,1.99,11,11226,4173
Mer,1.99,41,41136,16515
Molleville,1.99,11,11238,4184
Mulsans,1.99,41,41156,16535
Orcines,1.99,63,63263,26343
Peyrefitte-sur-l'Hers,1.99,11,11283,4229
Poix-Terron,1.99,8,8341,3028
Rethondes,1.99,60,60534,24516
Rocroi,1.99,8,8367,3052
Royat,1.99,63,63308,26388
Saint-Denis-en-Bugey,1.99,1,1345,598
Sainte-Camelle,1.99,11,11334,4280
Saint-Georges-sur-Renon,1.99,1,1356,609
Saint-Jouan-de-l'Isle,1.99,22,22305,8585
Saint-Léger-lès-Paray,1.99,71,71439,29968
Saint-Martin-la-Sauveté,1.99,42,42260,16925
Saint-Maurice-de-Lignon,1.99,43,43211,17208
Saint-Ouen-lès-Parey,1.99,88,88430,35719
Saint-Rambert-en-Bugey,1.99,1,1384,636
Savigny-en-Sancerre,1.99,18,18246,6896
Talcy,1.99,41,41253,16630
Torcieu,1.99,1,1421,671
Trépot,1.99,25,25569,10015
Véretz,1.99,37,37267,14959
Villexanton,1.99,41,41292,16669
Voray-sur-l'Ognon,1.99,70,70575,29532
Villepreux,1.9889,78,78674,32624
Achen,1.98,57,57006,22299
Agen-d'Aveyron,1.98,12,12001,4386
Aibre,1.98,25,25008,9491
Amagney,1.98,25,25014,9496
Audeux,1.98,25,25030,9511
Badecon-le-Pin,1.98,36,36158,14607
Besançon,1.98,25,25056,9536
Bining,1.98,57,57083,22373
Bonnay,1.98,25,25073,9550
Boussières,1.98,25,25084,9559
Braillans,1.98,25,25086,9561
Busy,1.98,25,25103,9578
Buxières-sous-Montaigut,1.98,63,63062,26143
Byans-sur-Doubs,1.98,25,25105,9580
Cébazat,1.98,63,63063,26144
Chalèze,1.98,25,25111,9586
Chalezeule,1.98,25,25112,9587
Champoux,1.98,25,25117,9592
Champtercier,1.98,4,4047,1878
Champvans-les-Moulins,1.98,25,25119,9593
Chantenay-Saint-Imbert,1.98,58,58057,23081
Chaucenne,1.98,25,25136,9609
Chemaudin et Vaux,1.98,25,25147,220734
Coupiac,1.98,12,12080,4465
Curières,1.98,12,12088,4473
Dannemarie-sur-Crète,1.98,25,25195,9661
Deluz,1.98,25,25197,9663
Etting,1.98,57,57201,22485
Eysus,1.98,64,64224,26769
Ferrassières,1.98,26,26135,10206
Fondremand,1.98,70,70239,29219
Franois,1.98,25,25258,9722
Gattières,1.98,6,6064,2281
Gennes,1.98,25,25267,9730
Géronce,1.98,64,64241,26786
Gidy,1.98,45,45154,17628
Gros-Réderching,1.98,57,57261,22543
Hambye,1.98,50,50228,19236
La Chaux-du-Dombief,1.98,39,39131,15628
La Chevillotte,1.98,25,25152,9623
La Roche-sur-Yon,1.98,85,85191,34721
La Vèze,1.98,25,25611,10053
Larnod,1.98,25,25328,9787
Le Gratteris,1.98,25,25297,9756
Le Vernoy,1.98,25,25608,10050
Mamirolle,1.98,25,25364,9818
Marchaux-Chaudefontaine,1.98,25,25368,247011
Mazerolles-le-Salin,1.98,25,25371,9825
Mérey-Vieilley,1.98,25,25376,9830
Meyrargues,1.98,13,13059,4748
Monieux,1.98,84,84079,34470
Monneren,1.98,57,57476,22746
Montcoy,1.98,71,71312,29844
Montferrand-le-Château,1.98,25,25397,9850
Montfrin,1.98,30,30179,11983
Morre,1.98,25,25410,9861
Noironte,1.98,25,25427,9876
Novillars,1.98,25,25429,9878
Osselle-Routelle,1.98,25,25438,220313
Palise,1.98,25,25444,9893
Palluau-sur-Indre,1.98,36,36149,14598
Pelousey,1.98,25,25448,9897
Piney,1.98,10,10287,3795
Pirey,1.98,25,25454,9903
Planioles,1.98,46,46221,18037
Pouilley-Français,1.98,25,25466,9915
Priziac,1.98,56,56182,22214
Puisserguier,1.98,34,34225,13979
Rahling,1.98,57,57561,22829
Rancenay,1.98,25,25477,9926
Rignosot,1.98,25,25491,9939
Roche-lez-Beaupré,1.98,25,25495,9943
Rohrbach-lès-Bitche,1.98,57,57589,22857
Roisey,1.98,42,42191,16859
Roset-Fluans,1.98,25,25502,9950
Saint-Hilaire-les-Andrésis,1.98,45,45281,17753
Saint-Laurent-de-Carnols,1.98,30,30277,12081
Saint-Trinit,1.98,84,84120,34511
Saint-Victor-des-Oules,1.98,30,30301,12105
Saint-Yvoine,1.98,63,63404,26482
Saône,1.98,25,25532,9980
Sault,1.98,84,84123,34514
Schmittviller,1.98,57,57636,22902
Serre-les-Sapins,1.98,25,25542,9990
Simard,1.98,71,71523,30049
Soulaines-Dhuys,1.98,10,10372,3877
Terrou,1.98,46,46314,18130
Thérondels,1.98,12,12280,4664
Thésée,1.98,41,41258,16635
Thise,1.98,25,25560,10007
Thoraise,1.98,25,25561,10008
Torpes,1.98,25,25564,10011
Vaire,1.98,25,25575,220362
Valloire-sur-Cisse,1.98,41,41055,220873
Velesmes-Essarts,1.98,25,25594,10038
Venise,1.98,25,25598,10042
Verdun-sur-le-Doubs,1.98,71,71566,30090
Vieilley,1.98,25,25612,10054
Villars-Saint-Georges,1.98,25,25616,10058
Vorges-les-Pins,1.98,25,25631,10073
Vouxey,1.98,88,88523,35812
Béruges,1.97,86,86024,34848
Biard,1.97,86,86027,34851
Bougival,1.97,78,78092,32402
Buxerolles,1.97,86,86041,34864
Chamouille,1.97,2,2158,859
Chasseneuil-du-Poitou,1.97,86,86062,34884
Colombier-Saugnieu,1.97,69,69299,28995
Coussey,1.97,88,88118,35421
Croutelle,1.97,86,86088,34910
Écrosnes,1.97,28,28137,11253
Étang-sur-Arroux,1.97,71,71192,29728
Ève,1.97,60,60226,24213
Fontaine-le-Comte,1.97,86,86100,34922
Galan,1.97,65,65183,27278
La Comelle,1.97,71,71142,29678
Labastide-Rouairoux,1.97,81,81115,33833
Lagny-le-Sec,1.97,60,60341,24327
Le Bonhomme,1.97,68,68044,28368
Le Plessis-Belleville,1.97,60,60500,24482
Ligugé,1.97,86,86133,34954
Maillet,1.97,36,36110,14559
Martizay,1.97,36,36113,14562
Mignaloux-Beauvoir,1.97,86,86157,34977
Migné-Auxances,1.97,86,86158,34978
Miribel,1.97,1,1249,512
Montady,1.97,34,34161,13915
Montamisé,1.97,86,86163,34983
Montauroux,1.97,83,83081,34318
Motreff,1.97,29,29152,11668
Poitiers,1.97,86,86194,35011
Sacé,1.97,53,53195,20862
Saint-Claud,1.97,16,16308,6069
Saint-Didier-sur-Arroux,1.97,71,71407,29939
Saint-Jean-d'Aulps,1.97,74,74238,31016
Saint-Jean-le-Centenier,1.97,7,7247,2619
Saint-Julien-Beychevelle,1.97,33,33423,13626
Saint-Julien-de-Briola,1.97,11,11348,4294
Saint-Julien-Molin-Molette,1.97,42,42246,16913
Saints-en-Puisaye,1.97,89,89367,36165
Silly-le-Long,1.97,60,60619,24598
Tourch,1.97,29,29281,11787
Vachères,1.97,4,4227,2026
Valuéjols,1.97,15,15248,5753
Vélizy-Villacoublay,1.97,78,78640,32613
Vodable,1.97,63,63466,26544
Vouneuil-sous-Biard,1.97,86,86297,35102
Anglure,1.96,51,51009,19634
Aubière,1.96,63,63014,26095
Aulnat,1.96,63,63019,26100
Bendejun,1.96,6,6014,2231
Brando,1.96,,,7372
Brignoles,1.96,83,83023,34261
Chaillac,1.96,36,36035,14485
Châtillon-le-Duc,1.96,25,25133,9607
Chevroz,1.96,25,25153,9624
Conflans-sur-Seine,1.96,51,51162,19777
Corneilla-la-Rivière,1.96,66,66058,27629
Coucouron,1.96,7,7071,2447
Cussey-sur-l'Ognon,1.96,25,25186,9652
Devecey,1.96,25,25200,9666
École-Valentin,1.96,25,25212,9676
Effiat,1.96,63,63143,26224
Esclavolles-Lurey,1.96,51,51234,19844
Geneuille,1.96,25,25265,9728
Jupilles,1.96,72,72153,30261
Lagrasse,1.96,11,11185,4132
Les Auxons,1.96,25,25035,220059
Liesle,1.96,25,25336,9795
Luçay-le-Mâle,1.96,36,36103,14552
Marcilly-sur-Seine,1.96,51,51343,19948
Miserey-Salines,1.96,25,25381,9835
Plan-de-Cuques,1.96,13,13075,4764
Rigney,1.96,25,25490,9938
Rouziers-de-Touraine,1.96,37,37204,14899
Saint-Fraimbault-de-Prières,1.96,53,53216,20883
Saint-Just-Sauvage,1.96,51,51492,20085
Saint-Nabord,1.96,88,88429,35718
Saron-sur-Aube,1.96,51,51524,20116
Tallenay,1.96,25,25557,10004
Tulette,1.96,26,26357,10421
Vannes-sur-Cosson,1.96,45,45331,17799
Albaret-Sainte-Marie,1.95,48,48002,18477
Angrie,1.95,49,49008,18668
Arlanc,1.95,63,63010,26091
Armaillé,1.95,49,49010,18670
Aujac,1.95,30,30022,11829
Avignon,1.95,84,84007,34398
Avrilly,1.95,3,3014,1534
Azay-le-Ferron,1.95,36,36010,14460
Barbâtre,1.95,85,85011,34552
Belhomert-Guéhouville,1.95,28,28033,11153
Belmont-de-la-Loire,1.95,42,42015,16689
Berzé-la-Ville,1.95,71,71032,29572
Bouillé-Ménard,1.95,49,49036,18695
Bourg-l'Évêque,1.95,49,49038,18697
Candé,1.95,49,49054,18713
Challain-la-Potherie,1.95,49,49061,18720
Château-Chinon (Ville),1.95,58,58062,23086
Chaumont-sur-Tharonne,1.95,41,41046,16428
Chazé-sur-Argos,1.95,49,49089,18748
Chéu,1.95,89,89101,35917
Couthenans,1.95,70,70184,29168
Dambenoît-lès-Colombe,1.95,70,70195,29178
Fontaine-Simon,1.95,28,28156,11270
Groléjac,1.95,24,24207,9120
Guizengeard,1.95,16,16161,5930
Hagnéville-et-Roncourt,1.95,88,88227,35526
Hamonville,1.95,54,54248,21187
Jonzieux,1.95,42,42115,16785
Junas,1.95,30,30136,11940
L' Hôpital-le-Mercier,1.95,71,71233,29767
La Ferté-Loupière,1.95,89,89163,35972
La Guérinière,1.95,85,85106,34641
Le Pecq,1.95,78,78481,32555
Le Pontet,1.95,84,84092,34483
Legé,1.95,44,44081,17341
Les Contamines-Montjoie,1.95,74,74085,30873
Loiré,1.95,49,49178,18830
Louchy-Montfand,1.95,3,3149,1669
Lunac,1.95,12,12135,4519
Milly-Lamartine,1.95,71,71299,29831
Neyron,1.95,1,1275,534
Noël-Cerneux,1.95,25,25425,9874
Noirmoutier-en-l'Île,1.95,85,85163,34696
Nougaroulet,1.95,32,32298,13042
Noyen-sur-Sarthe,1.95,72,72223,30330
Puget-Ville,1.95,83,83100,34337
Rodès,1.95,66,66165,27731
Roquefort-sur-Soulzon,1.95,12,12203,4587
Sainte-Croix-aux-Mines,1.95,68,68294,28613
Sainte-Sigolène,1.95,43,43224,17221
Saint-Jean-Saint-Gervais,1.95,63,63367,26445
Saint-Maurice-Saint-Germain,1.95,28,28354,11457
Saint-Yan,1.95,71,71491,30018
Sologny,1.95,71,71525,30051
Thénioux,1.95,18,18263,6913
Thiéfosse,1.95,88,88467,35756
Trémoins,1.95,70,70506,29467
Vabre,1.95,81,81305,34022
Verzé,1.95,71,71574,30097
Villeneuve-lès-Avignon,1.95,30,30351,12155
Vyans-le-Val,1.95,70,70579,29536
Capens,1.947,31,31104,12263
Longages,1.947,31,31303,12459
Aillon-le-Jeune,1.94,73,73004,30492
Aillon-le-Vieux,1.94,73,73005,30493
Alénya,1.94,66,66002,27574
Anzat-le-Luguet,1.94,63,63006,26087
Argenvières,1.94,18,18012,6662
Arith,1.94,73,73020,30506
Barberaz,1.94,73,73029,30515
Barby,1.94,73,73030,30516
Belfort-du-Quercy,1.94,46,46023,17839
Bellecombe-en-Bauges,1.94,73,73036,30521
Cassis,1.94,13,13022,4711
Cendrey,1.94,25,25107,9582
Ceyreste,1.94,13,13023,4712
Challes-les-Eaux,1.94,73,73064,30546
Chamalières,1.94,63,63075,26156
Chambéry,1.94,73,73065,30547
Chevroux,1.94,1,1102,380
Cognin,1.94,73,73087,30568
Condé-sur-Suippe,1.94,2,2211,911
Corneilla-del-Vercol,1.94,66,66059,27630
Couilly-Pont-aux-Dames,1.94,77,77128,31976
Curienne,1.94,73,73097,30578
Doucy-en-Bauges,1.94,73,73101,30582
École,1.94,73,73106,30586
Esclauzels,1.94,46,46092,17908
Fayence,1.94,83,83055,34292
Gargenville,1.94,78,78267,32466
Issou,1.94,78,78314,32485
Jacob-Bellecombette,1.94,73,73137,30614
Jarsy,1.94,73,73139,30616
La Ciotat,1.94,13,13028,4717
La Compôte,1.94,73,73090,30571
La Motte-en-Bauges,1.94,73,73178,30651
La Motte-Servolex,1.94,73,73179,30652
La Ravoire,1.94,73,73213,30682
La Thuile,1.94,73,73294,30760
Labécède-Lauragais,1.94,11,11181,4128
Lalbenque,1.94,46,46148,17964
Latour-Bas-Elne,1.94,66,66094,27664
Le Châtelard,1.94,73,73081,30562
Les Clayes-sous-Bois,1.94,78,78165,32428
Les Déserts,1.94,73,73098,30579
Lescheraines,1.94,73,73146,30623
Luz-Saint-Sauveur,1.94,65,65295,27388
Maussac,1.94,19,19130,7070
Montagnole,1.94,73,73160,30636
Montaigu-de-Quercy,1.94,82,82117,34160
Montdidier,1.94,80,80561,33467
Montdoumerc,1.94,46,46202,18018
Montescot,1.94,66,66114,27683
Péone,1.94,6,6094,2311
Pia,1.94,66,66141,27708
Pierrefitte-sur-Loire,1.94,3,3207,1726
Plaisir,1.94,78,78490,32558
Puygros,1.94,73,73210,30679
Roquefort-la-Bédoule,1.94,13,13085,4774
Saint-Alban-Leysse,1.94,73,73222,30691
Saint-Baldoph,1.94,73,73225,30694
Saint-Beaulize,1.94,12,12212,4596
Saint-Cassin,1.94,73,73228,30697
Saint-François-de-Sales,1.94,73,73234,30703
Saint-Germain-sur-Morin,1.94,77,77413,32252
Saint-Jean-d'Arvey,1.94,73,73243,30712
Sillé-le-Guillaume,1.94,72,72334,30438
Sonnaz,1.94,73,73288,30755
Souilhe,1.94,11,11383,4328
Théza,1.94,66,66208,27773
Treffort,1.94,38,38513,15453
Verel-Pragondran,1.94,73,73310,30775
Villers-Brûlin,1.94,62,62856,26029
Vimines,1.94,73,73326,30789
Averton,1.93,53,53013,20691
Baubigny,1.93,50,50033,19054
Bermering,1.93,57,57065,22357
Bretteville,1.93,50,50077,19093
Brix,1.93,50,50087,19103
Cannes,1.93,6,6029,2246
Canville-la-Rocque,1.93,50,50097,19112
Capavenir Vosges,1.93,88,88465,220462
Champigny-sur-Veude,1.93,37,37051,14747
Chatonrupt-Sommermont,1.93,52,52118,20336
Chavelot,1.93,88,88099,35402
Chenebier,1.93,70,70149,29135
Cherbourg-en-Cotentin,1.93,50,50129,220324
Cluny,1.93,71,71137,29673
Combret,1.93,12,12069,4454
Cormeilles,1.93,27,27170,10611
Couptrain,1.93,53,53080,20753
Courcité,1.93,53,53083,20755
Courpière,1.93,63,63125,26206
Couville,1.93,50,50149,19160
Crennes-sur-Fraubée,1.93,53,53085,20757
Cubry-lès-Faverney,1.93,70,70190,29174
Darnieulles,1.93,88,88126,35429
Digosville,1.93,50,50162,19172
Domaize,1.93,63,63136,26217
Éroudeville,1.93,50,50175,19185
Fontenay-sur-Mer,1.93,50,50190,19200
Fragnes-La Loyère,1.93,71,71204,220169
Gesvres,1.93,53,53106,20778
Hardinvast,1.93,50,50230,19238
Helleville,1.93,50,50240,19248
Igney,1.93,88,88247,35546
Javron-les-Chapelles,1.93,53,53121,20793
La Hague,1.93,50,50041,220921
La Haye-d'Ectot,1.93,50,50235,19243
La Pallu,1.93,53,53173,20841
Lacapelle-del-Fraisse,1.93,15,15087,5598
Lafage,1.93,11,11184,4131
Le Cannet,1.93,6,6030,2247
Le Clerjus,1.93,88,88108,35411
Le Mesnil,1.93,50,50299,19305
Le Mesnil-au-Val,1.93,50,50305,19311
Le Rozel,1.93,50,50442,19433
Les Pieux,1.93,50,50402,19395
Lestre,1.93,50,50268,19275
Lignières-Orgères,1.93,53,53133,20805
Lit-et-Mixe,1.93,40,40157,16207
Loupfougères,1.93,53,53139,20811
Lureuil,1.93,36,36105,14554
Madré,1.93,53,53142,20814
Malause,1.93,82,82101,34144
Mandelieu-la-Napoule,1.93,6,6079,2296
Martigny-le-Comte,1.93,71,71285,29818
Martinvast,1.93,50,50294,19300
Montaut-les-Créneaux,1.93,32,32279,13023
Montebourg,1.93,50,50341,19341
Montesson,1.93,78,78418,32534
Montfort,1.93,4,4127,1940
Montgesoye,1.93,25,25400,9853
Mougins,1.93,6,6085,2302
Nandax,1.93,42,42152,16821
Négreville,1.93,50,50369,19365
Nesle-et-Massoult,1.93,21,21451,8032
Neuilly-le-Vendin,1.93,53,53164,20835
Nouainville,1.93,50,50382,19377
Petit-Landau,1.93,68,68254,28573
Pré-en-Pail-Saint-Samson,1.93,53,53185,220619
Quinéville,1.93,50,50421,19414
Rauville-la-Bigot,1.93,50,50425,19417
Rauville-la-Place,1.93,50,50426,19418
Revens,1.93,30,30213,12017
Saint-Aignan-de-Couptrain,1.93,53,53196,20863
Saint-Aubin-du-Désert,1.93,53,53198,20865
Saint-Calais-du-Désert,1.93,53,53204,20871
Saint-Cyr-en-Pail,1.93,53,53208,20875
Saint-Floxel,1.93,50,50467,19456
Saint-Germain-de-Coulamer,1.93,53,53223,20889
Saint-Marcouf,1.93,50,50507,19495
Saint-Martin-le-Gréard,1.93,50,50519,19507
Saint-Maurice-en-Cotentin,1.93,50,50522,19510
Saint-Pierre-des-Nids,1.93,53,53246,20911
Saint-Sauveur-le-Vicomte,1.93,50,50551,19535
Sarrance,1.93,64,64506,27045
Sénoville,1.93,50,50572,19551
Sideville,1.93,50,50575,19554
Siouville-Hague,1.93,50,50576,19555
Sottevast,1.93,50,50579,19558
Surtainville,1.93,50,50585,19564
Tence,1.93,43,43244,17239
Teurthéville-Hague,1.93,50,50594,19573
Théoule-sur-Mer,1.93,6,6138,2355
Thilay,1.93,8,8448,3129
Tollevast,1.93,50,50599,19578
Tréauville,1.93,50,50604,19583
Uxegney,1.93,88,88483,35772
Valognes,1.93,50,50615,19594
Vauvenargues,1.93,13,13111,4800
Vauvert,1.93,30,30341,12145
Villaines-la-Juhel,1.93,53,53271,20935
Villepail,1.93,53,53272,20936
Virandeville,1.93,50,50643,19621
Virey-le-Grand,1.93,71,71585,30107
Wihr-au-Val,1.93,68,68368,28685
Yvetot-Bocage,1.93,50,50648,19625
Aschbach,1.92,67,67012,27809
Auribeau-sur-Siagne,1.92,6,6007,2224
Bey,1.92,71,71033,29573
Buhl,1.92,67,67069,27862
Cherval,1.92,24,24119,9039
Claveyson,1.92,26,26094,10168
Grosbois,1.92,25,25298,9757
Grospierres,1.92,7,7101,2477
Hatten,1.92,67,67184,27972
Hombourg,1.92,68,68144,28465
La Roquette-sur-Siagne,1.92,6,6108,2325
Le Cailar,1.92,30,30059,11866
Manhac,1.92,12,12137,4521
Mansonville,1.92,82,82102,34145
Marcillac-la-Croisille,1.92,19,19125,7065
Marlieux,1.92,1,1235,498
Méautis,1.92,50,50298,19304
Meilhaud,1.92,63,63222,26302
Nesploy,1.92,45,45223,17695
Nibelle,1.92,45,45228,17700
Niffer,1.92,68,68238,28557
Oberroedern,1.92,67,67349,28124
Ottmarsheim,1.92,68,68253,28572
Rittershoffen,1.92,67,67404,28174
Saint-Amans,1.92,11,11331,4277
Saint-Rome-de-Cernon,1.92,12,12243,4627
Saurier,1.92,63,63409,26487
Seebach,1.92,67,67351,28126
Stundwiller,1.92,67,67484,28252
Traize,1.92,73,73299,30764
Velles,1.92,36,36231,14680
Aboncourt,1.91,111,111004,43237
Beausemblant,1.91,26,26041,10117
Cheylade,1.91,15,15049,5561
Creutzwald,1.91,57,57160,22447
Croissy-sur-Seine,1.91,78,78190,32435
Droué,1.91,41,41075,16457
Esteil,1.91,63,63156,26237
Fontaine-la-Guyon,1.91,28,28154,11268
Gourgeon,1.91,70,70272,29248
La Chapelle-Palluau,1.91,85,85055,34595
Lacrost,1.91,71,71248,29782
Laveyron,1.91,26,26160,10229
Marcilly-sur-Maulne,1.91,37,37146,14842
Marlhes,1.91,42,42139,16809
Munster,1.91,68,68226,28546
Pithiviers,1.91,45,45252,17724
Plan-d'Aups-Sainte-Baume,1.91,83,83093,34330
Saint-Barthélemy-de-Vals,1.91,26,26295,10359
Saint-Uze,1.91,26,26332,10396
Simandre,1.91,71,71522,30048
Talairan,1.91,11,11386,4331
Torcé,1.91,35,35338,14426
Toussieu,1.91,69,69298,28994
Uchaud,1.91,30,30333,12137
Vendoeuvres,1.91,36,36232,14681
Villeherviers,1.91,41,41282,16659
Amfreville-la-Mi-Voie,1.9,76,76005,31112
Anneville-Ambourville,1.9,76,76020,31127
Bardouville,1.9,76,76056,31163
Belbeuf,1.9,76,76069,31175
Berville-sur-Seine,1.9,76,76088,31194
Bihorel,1.9,76,76095,31201
Bois-Guillaume,1.9,76,76108,31213
Bonsecours,1.9,76,76103,31208
Boos,1.9,76,76116,31221
Canteleu,1.9,76,76157,31261
Caudebec-lès-Elbeuf,1.9,76,76165,31269
Caumont-sur-Durance,1.9,84,84034,34425
Château-Bernard,1.9,38,38090,15061
Châtillon-sur-Cher,1.9,41,41043,16425
Cléon,1.9,76,76178,31282
Cros,1.9,30,30099,11904
Darnétal,1.9,76,76212,31316
Déville-lès-Rouen,1.9,76,76216,31320
Duclair,1.9,76,76222,31326
Eckartswiller,1.9,67,67117,27909
Elbeuf,1.9,76,76231,31335
Épinay-sur-Duclair,1.9,76,76237,31341
Fontaine-sous-Préaux,1.9,76,76273,31375
Fortan,1.9,41,41090,16471
Franqueville-Saint-Pierre,1.9,76,76475,31576
Freneuse,1.9,76,76282,31384
Gottenhouse,1.9,67,67161,27952
Grand-Couronne,1.9,76,76319,31421
Haegen,1.9,67,67179,27967
Hautot-sur-Seine,1.9,76,76350,31452
Hénouville,1.9,76,76354,31456
Houppeville,1.9,76,76367,31469
Isneauville,1.9,76,76377,31479
Jonquerettes,1.9,84,84055,34446
Jumièges,1.9,76,76378,31480
La Bouille,1.9,76,76131,31236
La Londe,1.9,76,76391,31493
La Neuville-Chant-d'Oisel,1.9,76,76464,31566
Le Grand-Quevilly,1.9,76,76322,31424
Le Houlme,1.9,76,76366,31468
Le Mesnil-Esnard,1.9,76,76429,31531
Le Mesnil-sous-Jumièges,1.9,76,76436,31538
Le Petit-Quevilly,1.9,76,76498,31599
Le Trait,1.9,76,76709,31804
Les Authieux-sur-le-Port-Saint-Ouen,1.9,76,76039,31146
Malaunay,1.9,76,76402,31504
Maromme,1.9,76,76410,31512
Monswiller,1.9,67,67302,28081
Montmain,1.9,76,76448,31550
Mont-Saint-Aignan,1.9,76,76451,31553
Morières-lès-Avignon,1.9,84,84081,34472
Morville-sur-Seille,1.9,54,54387,21321
Moulineaux,1.9,76,76457,31559
Notre-Dame-de-Bondeville,1.9,76,76474,31575
Noyal-sous-Bazouges,1.9,35,35205,14296
Oissel,1.9,76,76484,31585
Orival,1.9,76,76486,31587
Ottersthal,1.9,67,67366,28140
Otterswiller,1.9,67,67367,28141
Patay,1.9,45,45248,17720
Petit-Couronne,1.9,76,76497,31598
Pierrefeu,1.9,6,6097,2314
Planaise,1.9,73,73200,30670
Pujaut,1.9,30,30209,12013
Quevillon,1.9,76,76513,31614
Quévreville-la-Poterie,1.9,76,76514,31615
Reinhardsmunster,1.9,67,67391,28163
Rochefort-du-Gard,1.9,30,30217,12021
Roncherolles-sur-le-Vivier,1.9,76,76536,31637
Roquemaure,1.9,30,30221,12025
Rouen,1.9,76,76540,31640
Sahurs,1.9,76,76550,31650
Saint-Aubin-Celloville,1.9,76,76558,31658
Saint-Aubin-Épinay,1.9,76,76560,31660
Saint-Aubin-lès-Elbeuf,1.9,76,76561,31661
Saint-Benin-d'Azy,1.9,58,58232,23255
Sainte-Marguerite-sur-Duclair,1.9,76,76608,31706
Saint-Étienne-du-Rouvray,1.9,76,76575,31675
Saint-Jacques-sur-Darnétal,1.9,76,76591,31690
Saint-Jean-Saverne,1.9,67,67425,28194
Saint-Léger-des-Vignes,1.9,58,58250,23273
Saint-Léger-du-Bourg-Denis,1.9,76,76599,31698
Saint-Martin-de-Boscherville,1.9,76,76614,31712
Saint-Martin-de-la-Cluze,1.9,38,38115,15085
Saint-Martin-du-Vivier,1.9,76,76617,31715
Saint-Pierre-de-Manneville,1.9,76,76634,31731
Saint-Pierre-lès-Elbeuf,1.9,76,76640,31737
Saverne,1.9,67,67437,28206
Saze,1.9,30,30315,12119
Sondernach,1.9,68,68311,28630
Sotteville-lès-Rouen,1.9,76,76681,31777
Sotteville-sous-le-Val,1.9,76,76682,31778
Staffelfelden,1.9,68,68321,28640
Steinbourg,1.9,67,67478,28246
Tourville-la-Rivière,1.9,76,76705,31800
Treffieux,1.9,44,44208,17466
Val-de-la-Haye,1.9,76,76717,31812
Velleron,1.9,84,84142,34533
Villegouin,1.9,36,36243,14692
Villiers,1.9,86,86292,35097
Wittelsheim,1.9,68,68375,28691
Yainville,1.9,76,76750,31844
Ymare,1.9,76,76753,31847
Avernes,1.89,95,95040,246988
Beaufou,1.89,85,85015,34556
Biran,1.89,32,32054,12801
Blérancourt,1.89,2,2093,795
Boisseron,1.89,34,34033,13787
Brignancourt,1.89,95,95110,36730
Buvilly,1.89,39,39081,15582
Camelin,1.89,2,2140,841
Cempuis,1.89,60,60136,24124
Chars,1.89,95,95142,36738
Chastanier,1.89,48,48041,18512
Cléry-en-Vexin,1.89,95,95166,36745
Crevant,1.89,36,36060,14509
Cuers,1.89,83,83049,34286
Domecy-sur-Cure,1.89,89,89145,35955
Drulingen,1.89,67,67105,27898
Eschwiller,1.89,67,67134,27926
Eywiller,1.89,67,67136,27928
Ginasservis,1.89,83,83066,34303
Hoffen,1.89,67,67206,27993
Hunspach,1.89,67,67213,27999
Issel,1.89,11,11175,4122
Keffenach,1.89,67,67232,28016
La Chapelle-Saint-Géraud,1.89,19,19045,6985
La Pomarède,1.89,11,11292,4238
Lablachère,1.89,7,7117,2493
Lancé,1.89,41,41107,16488
Le Perchay,1.89,95,95483,36830
Lérouville,1.89,55,55288,21775
