Nom de la commune adhérente,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Tarif zone tarifaire 1
Loué,144,144336,6.09
Louplande,144,144338,5.58
Luceau,144,144346,4.7
Luché-Pringé,144,144350,5.35
Lude,144,144352,4.38
Maigné,144,144354,6.09
Mansigné,144,144364,5.35
Marolles-les-Braults,144,144378,5.75
Marollette,144,144376,5.73
Meyrueis,144,144288,10.18
Mézières-sous-Lavardin,144,144394,4.84
Millery,144,144915,8.09
Montfort-le-Gesnois,144,144482,4.95
Nogent-le-Bernard,144,144440,4.54
Oisseau-le-Petit,144,144450,5.57
Oizé,144,144452,5.05
Parcé-sur-Sarthe,144,144456,5.24
Pruillé-le-Chétif,144,144494,5.05
Rouez,144,144512,4.88
Saint Bonnet-Laval,144,144417,5.93
Saint-Calais,144,144538,4.38
Saint-Cosme-en-Vairais,144,144552,4.54
Sainte-Sabine-sur-Longève,144,144638,4.57
Saint-Georges-de-la-Couée,144,144558,4.91
Saint-Gervais-de-Vic,144,144572,5.25
Saint-Jean-des-Échelles,144,144584,4.4399999999999995
Saint-Léonard-des-Bois,144,144588,5.46
Saint-Michel-de-Chavaignes,144,144606,5.02
Saint-Ouen-de-Mimbré,144,144610,5.57
Saint-Ouen-en-Belin,144,144612,4.9
Saint-Paterne - Le Chevain,144,144616,5.49
Saint-Pierre-des-Ormes,144,144626,5.35
Saint-Rémy-des-Monts,144,144632,5.35
Saint-Victeur,144,144646,5.57
Sargé-lès-le-Mans,144,144656,4.6
Ségrie,144,144664,4.84
Sillé-le-Philippe,144,144670,4.66
Soulitré,144,144682,4.95
Teloché,144,144700,4.640000000000001
Thoigné,144,144708,5.75
Thoiré-sous-Contensor,144,144710,5.7
Thorigné-sur-Dué,144,144716,4.9399999999999995
Tuffé Val de la Chéronne,144,144726,4.3
Vaas,144,144728,5.11
Vallon-sur-Gée,144,144734,6.09
Vernie,144,144740,4.84
Vibraye,144,144746,4.25
Villaines-la-Carelle,144,144748,6.01
Villaines-la-Gonais,144,144750,4.43
Villeneuve-en-Perseigne,144,144274,5.88
Voivres-lès-le-Mans,144,144762,5.58
Sainte-Reine,143,143748,5.91
Saint-Vincent-des-Prés,143,143812,7.83
Verneuil,143,144590,11.53
Avillers,142,142056,6.720000000000001
Barly,142,142139,3.83
Blémerey,142,142138,4.54
Bourbon-Lancy,142,142094,6.27
Brévillers,142,142315,5.15
Éterpigny,142,142613,4.800000000000001
Herly,142,142870,5.19
Janvry,142,142624,5.33
Le Rousset-Marizy,142,142558,9.309999999999999
Le Villars,142,143152,5.57
Les Loges,142,143054,7.21
Plottes,142,142706,6.48
Remoncourt,142,142842,5.95
Saint-Chéron,142,143015,5.49
Saint-Marcelin-de-Cray,142,142892,9.309999999999999
Saint-Vrain,142,143100,4.92
Sennecey-le-Grand,142,143024,5.87
Toulon-sur-Arroux,142,143084,5.6
Trambly,142,143092,8.280000000000001
Trivy,142,143094,9.29
Uxeau,142,143104,6.42
Vaudricourt,142,143616,5.52
Warlus,142,143699,5.1
Flagy,141,141434,7.06
L' Épine,141,141362,5.7
Laleu,141,141674,5.109999999999999
Marmande,141,141471,8.11
Rosey,141,141826,4.99
Sornay,141,142022,4.14
Tilly,141,142485,9.549999999999999
Voisines,141,142028,5.38
Armancourt,140,140050,5
Autoreille,140,140078,5.47
Blacy,140,140108,6.459999999999999
Champigny,140,140192,3.44
Chevrières,140,140310,7.99
Dampierre,140,140664,8.809999999999999
Drocourt,140,140479,4.45
Écromagny,140,140420,3.5700000000000003
Faucogney-et-la-Mer,140,140454,3.7199999999999998
Faverney,140,140456,5.82
Fays,140,140367,4.0600000000000005
Ferrières-lès-Ray,140,140462,3.47
Festigny,140,140413,5.26
Fouilloy,140,140586,4.529999999999999
Francières,140,140598,4.67
Germigny,140,140453,4.6
Gommecourt,140,140651,5.3
La Roche-Morey,140,140746,5.01
Le Hamel,140,140708,3.87
Le Val-de-Gouhenans,140,141030,4.99
Longvilliers,140,140876,4.86
Maucourt,140,140909,5.38
Méricourt,140,140961,5.69
Saint-Mesmin,140,141634,11.66
Saint-Nazaire,140,140658,6.43
Senargent-Mignafans,140,140974,10.309999999999999
Sermaise,140,140927,6.27
Tartécourt,140,140992,4.02
Valay,140,141028,6.17
Velennes,140,141449,5.18
Venère,140,141084,5.85
Vesoul,140,141100,4.21
Allonne,139,139016,5.95
Cahuzac,139,139150,8.95
Coutures,139,139326,8.639999999999999
Craon,139,139171,6.02
Lavergne,139,139474,9.48
Montréal,139,139973,13.92
Puisieux,139,140052,5.609999999999999
Remicourt,139,139838,5.83
Saint-Augustin,139,140091,7.680000000000001
Ampuis,138,138014,5.82
Anse,138,138018,6.32
Arnas,138,138026,5.3100000000000005
Bailly,138,138086,4.62
Belleville-en-Beaujolais,138,138038,7.26
Bessenay,138,138042,7.1899999999999995
Boitron,138,138094,7.5200000000000005
Cabrerets,138,138120,10.170000000000002
Chaponnay,138,138540,4.9399999999999995
Châtenay,138,138391,12.620000000000001
Chaussan,138,138102,6.08
Chénas,138,138106,7.04
Chevinay,138,138114,5.970000000000001
Cœur de Causse,138,138414,10.32
Condrieu,138,138128,6.1899999999999995
Courtomer,138,138271,8.34
Denicé,138,138148,5.49
Doudeauville,138,138491,4.72
Éveux,138,138166,6.6899999999999995
Fontaine,138,138366,7.63
Les Pechs du Vers,138,138756,10.17
Loire-sur-Rhône,138,138236,7.0600000000000005
Pinsac,138,138660,8.62
Rivolet,138,138334,5.49
Rontalon,138,138340,6.08
Saint-Cyr-sur-le-Rhône,138,138386,7.05
Saint-Germain-du-Bel-Air,138,138801,8.120000000000001
Saint-Igny-de-Vers,138,138418,11.14
Sousceyrac-en-Quercy,138,138933,7.24
Tupin-et-Semons,138,138506,6.1899999999999995
Villeneuve,138,140876,19.98
Villié-Morgon,138,138534,8.809999999999999
Arry,137,137060,5.21
Chelles,137,137253,5.220000000000001
La Bellière,137,137113,6.05
Montégut,137,137794,6.82
Rouvray,137,138360,8.42
Thieux,137,138096,5.23
Ammerschwihr,136,136010,8.39
Andolsheim,136,136014,3.96
Bennwihr,136,136052,5.46
Fontanès,136,136426,9.9407
Herrlisheim-près-Colmar,136,136268,3.96
La Rue-Saint-Pierre,136,137106,5.63
Montcel,136,136399,5.17
Mortemer,136,136888,4.2
Niedermorschwihr,136,136474,6.699999999999999
Rocquemont,136,137075,5.21
Rouville,136,137095,5.29
Rumilly,136,136954,5.8100000000000005
Saint-Léger-aux-Bois,136,137180,4.97
Saint-Ours,136,136646,5.17
Sundhoffen,136,136662,3.96
Turckheim,136,136676,6.699999999999999
Vaulx,136,137130,4.04
Buhl,135,135127,4.9
Escamps,135,135245,6.77
Mont,135,135697,6.66
Ribeaucourt,135,136101,4.4
Amance,134,134029,8.4
Avrillé,134,134025,4.28
Champagney,134,134331,7.33
Girolles,134,134344,4.39
Gries,134,134338,3.82
Gundershoffen,134,134352,5.800000000000001
Hoffen,134,134412,4.66
Kintzheim,134,134478,5.8
Kutzenhausen,134,134508,5.15
Merkwiller-Pechelbronn,134,134580,5.15
Oermingen,134,134710,4.84
Ohlungen,134,134718,4.23
Rohrwiller,134,134814,4.59
Val-de-Moder,134,134744,4.550000000000001
Vinzelles,134,135044,4.42
Lucy,133,133823,5.859999999999999
Presles,133,133826,5.51
Richemont,133,134109,4.68
Aigueperse,132,132003,9.34
Boule-d'Amont,132,132044,2.18
Clara-Villerach,132,132102,4.92
Cuisy,132,132287,5.050000000000001
Formiguères,132,132164,6.62
Igé,132,132443,5.68
Montbolo,132,132226,4.24
Montferrer,132,132232,5.23
Olette,132,132250,4.51
Rivesaltes,132,132328,4.34
Rumont,132,132841,6.680000000000001
Souvigné,132,132943,8.379999999999999
Damery,131,131436,5.76
La Bussière,131,131100,5.49
Marsilly,131,132120,6.57
Pressigny,131,131624,4.63
Rully,131,131938,5.63
Sainte-Marguerite,131,131632,4.58
Sancy,131,131934,5.43
Solesmes,131,131907,4.93
Arcizac-ez-Angles,130,130040,4.27
Bagnères-de-Bigorre,130,130118,3.7699999999999996
Beauchamps,130,130101,5.32
Blanzac,130,130047,5.13
Escoubès-Pouts,130,130328,4.76
Gourdon,130,130515,11.02
Lassy,130,130480,5.9
Marignac,130,130639,8.979999999999999
Préchac,130,131036,5.95
Sariac-Magnoac,130,130808,5.79
Talcy,130,130659,6.369999999999999
Trébons,130,130902,4.79
Villers,130,130840,5.9
Alleyras,129,129015,3.1100000000000003
Bonnevaux,129,129160,7.92
Bordes,129,129239,4.87
Cernon,129,129278,5.92
Marcy,129,129741,9.280000000000001
Paulhaguet,129,129444,7.139999999999999
Perthes,129,129745,4.82
Saint-Sardos,129,129449,7.42
Trèves,129,129916,11.76
Assat,128,128134,4.23
Bugnein,128,128298,6.64
Cazals,128,128107,5.619999999999999
Cuq,128,128151,5.640000000000001
Gan,128,128460,5.22
Gigny,128,128440,5.369999999999999
Goès,128,128490,4.75
Jurançon,128,128568,5.22
Lacq (avant 2024),128,128600,6.4
Lagarrigue,128,128259,5.97
Laroin,128,128630,5.22
Lasseubetat,128,128650,4.87
Ledeuix,128,128656,6.41
Loubieng,128,128698,6.05
Monein,128,128786,6.41
Oloron-Sainte-Marie,128,128844,5.25
Orthez,128,128860,4.76
Ousse,128,128878,4.47
Pardies-Piétat,128,128888,4.23
Préchacq-Navarrenx,128,128918,6.9399999999999995
Pringy,128,128824,5.109999999999999
Saint-Martin-du-Fouilloux,128,128584,4.720000000000001
Saint-Maximin,128,129301,6.880000000000001
Saint-Projet,128,128462,5.9
Sérignac,128,128485,7.51
Juvigny,127,127855,6.779999999999999
Lieusaint,127,127521,4.775
Marcilly,127,127564,5.5
Montcabrier,127,127372,5.34
Rivières,127,127720,8.86
Bannay,126,126102,9.43
Bretagne,126,126043,5.5
Briffons,126,126106,3.13
Cambes,126,126182,9.08
Charensat,126,126188,3.24
Châtel-Guyon,126,126206,4.64
Domaize,126,126272,4.88
Flamanville,126,126448,5.050000000000001
La Chapelle-Agnon,126,126172,4.45
La Feuillie,126,126445,5.529999999999999
Lamberville,126,126640,5.68
Landogne,126,126372,4.88
Malauzat,126,126406,5.57
Marat,126,126414,4.140000000000001
Saillant,126,126618,3.78
Saint-Brès,126,127084,9.05
Sainte-Agathe,126,126620,3.96
Saint-Priest-des-Champs,126,126776,4.22
Sauvessanges,126,126824,4.17
Sauxillanges,126,126830,4.52
Villosanges,126,126920,4.88
Viverols,126,126930,3.55
Vollore-Ville,126,126938,4.12
Aspach,125,125044,5.8
Beaumont-Pied-de-Boeuf,125,125055,5.62
Chérancé,125,125146,6.2
Loisy,125,125581,4.76
Munster,125,125720,4.63
Bellinghem,124,124942,4.83
Bezinghem,124,124254,4.23
Billy-Berclau,124,124264,4.14
Bléquin,124,124280,4.1899999999999995
Delettes,124,124530,5.08
Douvrin,124,124552,4.14
Embry,124,124586,5.51
Ergny,124,124604,5.220000000000001
Fruges,124,124728,4.55
Gouy-en-Artois,124,124758,4.390000000000001
Henneveux,124,124858,6.24
Hermies,124,124880,4.61
Ledinghem,124,124990,4.1899999999999995
Lières,124,125016,5.33
Lottinghen,124,125060,4.2
Monteils,124,124453,9.52
Neufchâtel-Hardelot,124,125208,4.890000000000001
Preures,124,125340,4.83
Quesques,124,125356,4.6899999999999995
Renty,124,125408,4.83
Rety,124,125410,5.99
Rimboval,124,125420,5.51
Rollancourt,124,125438,4.38
Saint-Folquin,124,125496,4.23
Saint-Martin-Choquel,124,125518,4.2
Saint-Omer-Capelle,124,125532,4.23
Samer,124,125546,5.38
Tingry,124,125642,5.79
Valence,124,124940,7.86
Vaudringhem,124,125674,4.1899999999999995
Velles,124,124975,5.98
Vieil-Moutier,124,125706,4.2
Wavrans-sur-Ternoise,124,125766,3.86
Zutkerque,124,125812,4.23
Chaudenay,123,123238,5.22
Coublanc,123,123293,5.9399999999999995
Couëtron-au-Perche,123,123744,6.390000000000001
Lunay,123,123360,7.800000000000001
Marçay,123,123289,5.96
Melay,123,123609,5.2
Montmirail,123,123588,5.220000000000001
Saint-Romain,123,124158,9.879999999999999
Santeuil,123,123950,6.65
Soudan,123,123515,4.8100000000000005
Aubry-le-Panthou,122,122020,4.3100000000000005
Beaufai,122,122064,5.05
Bellavilliers,122,122074,5.75
Bellou-en-Houlme,122,122080,6.970000000000001
Briaucourt,122,122172,4.46
Cahan,122,122138,6.49
Chailloué,122,122162,5.43
Charencey,122,122858,4.89
Châtenoy,122,122186,6.24
Corbon,122,122236,5.9399999999999995
Coudehard,122,122240,4.71
Coulonces,122,122246,6.09
Domfront en Poiraie,122,122290,6.76
Écorches,122,122304,6.6899999999999995
Écouves,122,122682,5.890000000000001
Fabas,122,122355,8.440000000000001
Gacé,122,122362,5.89
Ingrandes,122,122198,5.48
Juvigny Val d'Andaine,122,122422,6.720000000000001
L' Hôme-Chamondot,122,122412,4.7700000000000005
La Ferrière,122,122195,4.93
La Ferté Macé,122,122336,6.82
La Ferté-en-Ouche,122,122334,6.22
La Fresnaie-Fayel,122,122356,4.3100000000000005
La Trinité-des-Laitiers,122,122986,5.89
Le Merlerault,122,122550,4.72
Le Renouard,122,122692,6.58
Les Champeaux,122,122172,5.93
Les Ventes-de-Bourse,122,122998,5.33
Lignères,122,122450,4.72
Lougé-sur-Maire,122,122474,7.83
Lys,122,122513,6.01
Mauves-sur-Huisne,122,122510,6.08
Ménil-Erreux,122,122526,5.83
Ménil-Froger,122,122528,4.72
Monthelon,122,122691,3.8899999999999997
Montignac,122,122904,7.970000000000001
Mortrée,122,122588,4.83
Moulins-la-Marche,122,122594,5.62
Moutiers-au-Perche,122,122600,4.7
Neauphe-sous-Essai,122,122602,5.3100000000000005
Neauphe-sur-Dive,122,122604,5.779999999999999
Neuilly-le-Bisson,122,122608,5.83
Neuville-sur-Touques,122,122614,5.89
Passais Villages,122,122648,5.76
Perche en Nocé,122,122618,4.88
Putanges-le-Lac,122,122678,7.380000000000001
Rémalard en Perche,122,122690,4.95
Roussillon,122,122446,4.67
Sablons sur Huisne,122,122232,4.95
Saint-Aquilin-de-Corbion,122,122726,4.68
Saint-Aubin-de-Bonneval,122,122732,6.47
Saint-Cyr-la-Rosière,122,122758,4.88
Sainte-Céronne-lès-Mortagne,122,122746,5.27
Sainte-Scolasse-sur-Sarthe,122,122908,5.15
Saint-Evroult-de-Montfort,122,122770,5.89
Saint-Evroult-Notre-Dame-du-Bois,122,122772,6.39
Saint-Fraimbault,122,122774,5.76
Saint-Germain-de-Clairefeuille,122,122786,4.72
Saint-Gervais-des-Sablons,122,122798,6.58
Saint-Jouin-de-Blavou,122,122822,5.75
Saint-Julien-sur-Sarthe,122,122824,5.45
Saint-Lambert-sur-Dive,122,122826,5.76
Saint-Léonard-des-Parcs,122,122832,5.01
Saint-Ouen-de-Sécherouvre,122,122876,4.77
Saint-Quentin-de-Blavou,122,122900,5.75
Saint-Sulpice-sur-Risle,122,122912,5.1899999999999995
Sap-en-Auge,122,122920,7.619999999999999
Sées,122,122928,5.43
Senlis,122,123402,3.84
Suré,122,122952,5.02
Tellières-le-Plessis,122,122962,5.779999999999999
Torchamp,122,122974,6.01
Trun,122,122988,7.29
Villiers,122,122538,5.92
Merville,121,122082,7.35
Montferrat,121,121338,4.630000000000001
Montpeyroux,121,121706,7.17
Saint-Ouen,121,121937,5.18
Sarcey,121,121632,4.75
Annay,120,120040,5.32
Auneuil,120,120058,6.300000000000001
Bornel,120,120176,6.4
Caro,120,120201,4.64
Cernoy,120,120274,5.46
Élincourt-Sainte-Marguerite,120,120412,5.22
Épineuse,120,120420,4.68
Ernemont-Boutavent,120,120428,5.65
Feigneux,120,120462,7
Fontaine-Bonneleau,120,120480,6.15
Fontaine-Lavaganne,120,120484,5.12
Hannaches,120,120592,6.300000000000001
Lannoy-Cuillère,120,120694,5.51
Lasserre,120,120620,8.24
Murs,120,120221,4.949999999999999
Neuilly-en-Thelle,120,120900,6.33
Noé,120,120677,5.9
Saint-Crépin-Ibouvillers,120,121140,5.9399999999999995
Trie-Château,120,121288,6.98
Vayres,120,120738,5.04
Vernon,120,121301,8.780000000000001
Abancourt,119,119002,5.08
Angerville,119,119040,7.880000000000001
Aulon,119,119080,6.49
Aumont,119,119069,5.22
Oisy,119,120213,8.05
Roinville,119,119842,6.640000000000001
Romagne,119,119569,5.33
Roquefort,119,119817,7.180000000000001
Rousson,119,119550,5.29
Rouvres,119,120259,7.41
Saint-Germain-Laval,119,119639,4.98
Saulxures,119,119901,4.23
Bitry,118,118105,6.07
Bouillac,118,118102,8.51
Hasnon,118,118568,5.94
Hérin,118,118604,5.94
La Sentinelle,118,119128,5.94
Lacoste,118,118182,4.59
Raismes,118,118982,5.94
Saint-Martial,118,119884,14.37
Saint-Palais,118,119427,10.47
Thiant,118,119178,5.94
Trith-Saint-Léger,118,119206,5.94
Antilly,117,117044,5.98
Avricourt,117,117077,4.93
Beauvilliers,117,117064,5.62
Bize,117,117144,3.5599999999999996
Cuverville,117,117615,9.51
Grandfontaine,117,117739,6.48
Jouy,117,117410,6.98
Larré,117,117332,6.07
Moutiers,117,117865,6.707600000000001
Pouilly,117,118064,5.59
Val Suran,117,118455,8.6
Valzin en Petite Montagne,117,117870,7.14
Anthien,116,116016,5.73
Auxy,116,116033,6.02
Avril-sur-Loire,116,116040,3.8000000000000003
Champvert,116,116110,5.529999999999999
Chitry-les-Mines,116,116150,5.73
Coincy,116,116493,7.529999999999999
Cuncy-lès-Varzy,116,116186,5.71
Decize,116,116190,4.5
Fertrève,116,116226,5.84
Germenay,116,116246,6.29
La Machine,116,116302,5.4399999999999995
Limanton,116,116284,7.12
Marly,116,116830,5.44
Moussac,116,116355,4.75
Pouilly-sur-Loire,116,116430,4.449999999999999
Rouy,116,116446,5.65
Saint-Grégoire,116,116531,5.34
Saint-Loup-des-Bois,116,116502,5.34
Teillé,116,116551,4.86
Thianges,116,116582,4.82
Varzy,116,116608,5.71
Vougy,116,116650,5.7
Asques,115,115020,5.24
Bures,115,115173,5.49
Callian,115,115101,5.3
Courcy,115,115518,7.129999999999999
Donzac,115,115201,5.65
Garrigues,115,115214,4.03
Mouillac,115,115428,4.97
Prey,115,115837,4.76
Rémilly,115,115793,6.529999999999999
Ars-sur-Moselle,114,114064,4.02
Aubigné,114,114025,5.67
Charleville-sous-Bois,114,114256,4.57
Failly,114,114408,4.57
Folschviller,114,114448,4.74
Gondreville,114,114511,5.74
Hayes,114,114614,4.57
La Montagne,114,114453,2.33
Labarthe,114,114246,6.17
Laudrefang,114,114772,4.74
Lorry-Mardigny,114,114832,4.13
Manderen-Ritzing,114,114878,5.27
Martincourt,114,114743,5.9399999999999995
Montenach,114,114958,5.63
Montois-la-Montagne,114,114962,4.71
Nay,114,114785,4.04
Norroy-le-Veneur,114,115022,4.02
Ogy-Montoy-Flanville,114,114964,4.57
Retonfey,114,115150,4.57
Rolbing,114,115180,5.13
Rouffiac,114,114820,8.469999999999999
Sainte-Barbe,114,115214,4.57
Sainte-Marie-aux-Chênes,114,115240,4.71
Saint-Honoré,114,114985,4.5
Saint-Léon,114,115417,10.2
Saint-Urbain,114,114543,4.96
Scy-Chazelles,114,115284,4.13
Servigny-lès-Sainte-Barbe,114,115298,4.57
Teting-sur-Nied,114,115336,4.74
Thil,114,116092,9.12
Thionville,114,115344,5.5
Vry,114,115472,4.57
Aucamville,113,113027,5.07
Aulnay,113,113054,7.49
Barges,113,113068,5.16
Boyer,113,113077,6.390000000000001
Cérilly,113,113238,10.01
Floirac,113,113593,10.43
Fontenelle,113,113653,8.64
Lavardin,113,113270,5.640000000000001
Luc,113,113376,4.3100000000000005
Ognes,113,114451,6.25
Présilly,113,113659,5.34
Ancerville,112,112030,3.9
Azé,112,112026,5.46
Cassagnes,112,112103,4.99
Grazac,112,112337,5.48
Hautecour,112,112396,5.65
Montertelot,112,112278,5.46
Noyal-Muzillac,112,112298,5.55
Pompignan,112,112342,5.41
Réveillon,112,112807,5.36
Saint-Abraham,112,112404,5.46
Saint-Pierre-du-Mont,112,113196,6.609999999999999
Sorbey,112,113151,5.15
Aboncourt,111,111004,5.5
Bazancourt,111,111092,4.09
Blécourt,111,111140,4.3500000000000005
Boncourt,111,111310,9.84
Broyes,111,111203,4.96
Châtres,111,111309,7.71
Le Pont-de-Beauvoisin,111,111519,4.86
Roquemaure,111,111449,4.43
Saint-Nicolas-des-Bois,111,111962,5.6899999999999995
Villiers-au-Bouin,111,111837,6.969999999999999
Apremont-la-Forêt,110,110024,4.64
Aubréville,110,110028,5.8
Aurel,110,110024,5.51
Crissey,110,110336,4.5
Gondrecourt-le-Château,110,110430,4.87
Lamorville,110,110548,4.73
Maligny,110,110616,6.08
Narcy,110,110536,5.09
Thury,110,111052,6.08
Vigneulles-lès-Hattonchâtel,110,111102,6.37
Villiers-le-Sec,110,110845,4.96
Void-Vacon,110,111146,3.85
Champvans,109,109226,5.75
Châteaudouble,109,109119,5.31
Donjeux,109,109357,4.609999999999999
Frénois,109,109473,4.51
Gaujac,109,109375,7.69
Germigney,109,109514,5.91
La Barre,109,109089,4.68
Lavau,109,109602,6.23
Molay,109,109688,3.4400000000000004
Montpezat,109,109661,9
Saint-Sylvain,109,110555,8.29
Vadans,109,110049,6.5
Aigremont,108,108009,5.32
Baslieux,108,108098,5.55
Breuillet,108,108169,4.4399999999999995
Champigneulles,108,108230,4.63
Cons-la-Grandville,108,108274,3.02
Croismare,108,108296,4.33
Custines,108,108300,4.289999999999999
Doncourt-lès-Longuyon,108,108344,6.4399999999999995
Frouard,108,108430,5.449999999999999
Herserange,108,108522,3.0700000000000003
Le Val,108,108603,3.8899999999999997
Longlaville,108,108642,3.0500000000000003
Longwy,108,108646,3.06
Moncel-lès-Lunéville,108,108746,4.59
Moncontour,108,108314,5.529999999999999
Onville,108,108820,4.6
Pompey,108,108860,4.71
Rehainviller,108,108898,3.67
Vézelise,108,109126,6.4399999999999995
Villers-Bocage,108,110302,7.789999999999999
Villers-la-Montagne,108,109150,2.62
Villey-Saint-Étienne,108,109168,5.1899999999999995
Aubusson,107,107027,9.68
Bellegarde,107,107106,7.35
Chasselay,107,107135,5.96
Folleville,107,107569,4.76
Gron,107,107300,3.89
Hébécourt,107,107748,5.77
Heudicourt,107,107771,6.24
La Roche-Blanche,107,107524,4.49
Pradines,107,107570,8.61
Saint-Raphaël,107,107611,5.4
Bassens,106,106063,4.390000000000001
Hambers,106,106226,5.8
La Chapelle-au-Riboul,106,106114,5.77
Le Genest-Saint-Isle,106,106206,5.5
Loupfougères,106,106278,5.68
Marcillé-la-Ville,106,106288,6.24
Pré-en-Pail-Saint-Samson,106,106370,5.65
Saint-Cyr-le-Gravelais,106,106418,5.470000000000001
Valleroy,106,107045,4.17
Vernouillet,106,107047,6.52
Vix,106,107014,4.83
Aureilhan,105,105066,3.6799999999999997
Biron,105,105221,9.209999999999999
Bonnay,105,105185,4
Cabanès,105,105126,9.25
La Motte,105,105240,5.16
Lavaur,105,105372,5.9
Mondeville,105,105849,6.59
Vandières,105,106138,5.2299999999999995
Arçay,104,104016,5.3
Argelos,104,104050,5.01
Autreville-sur-la-Renne,104,104062,4.36
Bois-le-Roi,104,104110,4.6
Bourmont-entre-Meuse-et-Mouzon,104,104128,4.04
Brainville,104,104165,6.52
Brainville-sur-Meuse,104,104134,4.3
Châteauvillain,104,104228,3.84
Chatonrupt-Sommermont,104,104236,5.09
Civray,104,104144,5.54
Colombey les Deux Églises,104,104280,4.68
Éclaron-Braucourt-Sainte-Livière,104,104364,4.96
