Commune,Departement,Code INSEE,D204.0,Année
Ozoir-la-Ferrière,77,77350,,2022
Ozouer-le-Voulgis,77,77352,4.14,2022
Palaiseau,91,91477,,2022
Paley,77,77353,,2022
Pamfou,77,77354,4.14,2022
Pantin,93,93055,3.15,2022
Paray-Douaville,78,78478,2.8,2022
Paris,75,75056,2.23,2022
Parmain,95,95480,,2022
Paroy,77,77355,,2022
Passy-sur-Seine,77,77356,,2022
Pecqueuse,91,91482,,2022
Penchard,77,77358,3.34,2022
Perdreauville,78,78484,3.17,2022
Persan,95,95487,,2022
Perthes,77,77359,3.58,2022
Pierre-Levée,77,77361,3.16,2022
Pierrefitte-sur-Seine,93,93059,,2022
Pierrelaye,95,95488,,2022
Piscop,95,95489,,2022
Plaisir,78,78490,,2022
Plessis-Saint-Benoist,91,91495,,2022
Poigny,77,77368,,2022
Poigny-la-Forêt,78,78497,,2022
Poincy,77,77369,3.34,2022
Poissy,78,78498,3.17,2022
Poligny,77,77370,,2022
Pommeuse,77,77371,,2022
Pomponne,77,77372,,2022
Pontault-Combault,77,77373,,2022
Pontcarré,77,77374,,2022
Ponthévrard,78,78499,2.8,2022
Pontoise,95,95500,,2022
Porcheville,78,78501,3.17,2022
Presles,95,95504,,2022
Presles-en-Brie,77,77377,,2022
Pringy,77,77378,2.5,2022
Provins,77,77379,,2022
Prunay-en-Yvelines,78,78506,2.8,2022
Prunay-le-Temple,78,78505,,2022
Prunay-sur-Essonne,91,91507,5.42,2022
Précy-sur-Marne,77,77376,,2022
Puiselet-le-Marais,91,91508,,2022
Puiseux-Pontoise,95,95510,,2022
Puiseux-en-France,95,95509,,2022
Puisieux,77,77380,3.1,2022
Pussay,91,91511,,2022
Puteaux,92,92062,,2022
Périgny,94,94056,,2022
Quiers,77,77381,3.88,2022
Quincy-Voisins,77,77382,,2022
Quincy-sous-Sénart,91,91514,,2022
Raizeux,78,78516,,2022
Rambouillet,78,78517,4.14,2022
Rampillon,77,77383,4.71,2022
Rebais,77,77385,,2022
Recloses,77,77386,3.58,2022
Remauville,77,77387,,2022
Rennemoulin,78,78518,,2022
Reuil-en-Brie,77,77388,5.64,2022
Richarville,91,91519,,2022
Richebourg,78,78520,,2022
Ris-Orangis,91,91521,1.99,2022
Rochefort-en-Yvelines,78,78522,2.8,2022
Roinville,91,91525,,2022
Roinvilliers,91,91526,,2022
Roissy-en-Brie,77,77390,,2022
Roissy-en-France,95,95527,,2022
Rolleboise,78,78528,3.17,2022
Romainville,93,93063,3.15,2022
Ronquerolles,95,95529,,2022
Rosay,78,78530,,2022
Rosny-sous-Bois,93,93064,,2022
Rosny-sur-Seine,78,78531,3.17,2022
Rouilly,77,77391,,2022
Rouvres,77,77392,,2022
Rubelles,77,77394,2.5,2022
Rueil-Malmaison,92,92063,,2022
Rumont,77,77395,,2022
Rungis,94,94065,2.9,2022
Rupéreux,77,77396,,2022
Réau,77,77384,1.99,2022
Sablonnières,77,77398,,2022
Saclas,91,91533,,2022
Saclay,91,91534,,2022
Sagy,95,95535,,2022
Sailly,78,78536,3.17,2022
Saint-Arnoult-en-Yvelines,78,78537,2.8,2022
Saint-Aubin,91,91538,,2022
Saint-Augustin,77,77400,,2022
Saint-Barthélemy,77,77402,,2022
Saint-Brice,77,77403,,2022
Saint-Brice-sous-Forêt,95,95539,,2022
Saint-Chéron,91,91540,,2022
Saint-Cloud,92,92064,,2022
Saint-Cyr-en-Arthies,95,95543,,2022
Saint-Cyr-l'École,78,78545,,2022
Saint-Cyr-la-Rivière,91,91544,,2022
Saint-Cyr-sous-Dourdan,91,91546,,2022
Saint-Cyr-sur-Morin,77,77405,,2022
Saint-Denis,93,93066,,2022
Saint-Denis-lès-Rebais,77,77406,,2022
Saint-Escobille,91,91547,,2022
Saint-Fargeau-Ponthierry,77,77407,2.5,2022
Saint-Fiacre,77,77408,3.16,2022
Saint-Forget,78,78548,,2022
Saint-Germain-Laval,77,77409,2.71,2022
Saint-Germain-Laxis,77,77410,2.5,2022
Saint-Germain-de-la-Grange,78,78550,,2022
Saint-Germain-en-Laye,78,78551,4.03,2022
Saint-Germain-lès-Arpajon,91,91552,0.62,2022
Saint-Germain-lès-Corbeil,91,91553,1.99,2022
Saint-Germain-sous-Doue,77,77411,,2022
Saint-Germain-sur-Morin,77,77413,,2022
Saint-Germain-sur-École,77,77412,3.58,2022
Saint-Gervais,95,95554,,2022
Saint-Gratien,95,95555,,2022
Saint-Hilaire,91,91556,,2022
Saint-Hilarion,78,78557,,2022
Saint-Hilliers,77,77414,,2022
Saint-Jean-de-Beauregard,91,91560,,2022
Saint-Jean-les-Deux-Jumeaux,77,77415,5.64,2022
Saint-Just-en-Brie,77,77416,,2022
Saint-Lambert,78,78561,,2022
Saint-Leu-la-Forêt,95,95563,,2022
Saint-Loup-de-Naud,77,77418,,2022
Saint-Léger,77,77417,,2022
Saint-Léger-en-Yvelines,78,78562,,2022
Saint-Mammès,77,77419,,2022
Saint-Mandé,94,94067,,2022
Saint-Mard,77,77420,,2022
Saint-Mars-Vieux-Maisons,77,77421,,2022
Saint-Martin-de-Bréthencourt,78,78564,2.8,2022
Saint-Martin-des-Champs,78,78565,,2022
Saint-Martin-du-Boschet,77,77424,,2022
Saint-Martin-du-Tertre,95,95566,,2022
Saint-Martin-en-Bière,77,77425,3.58,2022
Saint-Martin-la-Garenne,78,78567,3.17,2022
Saint-Maur-des-Fossés,94,94068,,2022
Saint-Maurice,94,94069,,2022
Saint-Maurice-Montcouronne,91,91568,,2022
Saint-Mesmes,77,77427,,2022
Saint-Michel-sur-Orge,91,91570,0.62,2022
Saint-Méry,77,77426,4.14,2022
Saint-Nom-la-Bretèche,78,78571,,2022
Saint-Ouen-en-Brie,77,77428,,2022
Saint-Ouen-l'Aumône,95,95572,,2022
Saint-Ouen-sur-Morin,77,77429,,2022
Saint-Ouen-sur-Seine,93,93070,,2022
Saint-Pathus,77,77430,,2022
Saint-Pierre-du-Perray,91,91573,1.99,2022
Saint-Pierre-lès-Nemours,77,77431,2.77,2022
Saint-Prix,95,95574,,2022
Saint-Rémy-de-la-Vanne,77,77432,,2022
Saint-Rémy-l'Honoré,78,78576,,2022
Saint-Sauveur-lès-Bray,77,77434,,2022
Saint-Sauveur-sur-École,77,77435,3.58,2022
Saint-Siméon,77,77436,,2022
Saint-Soupplets,77,77437,,2022
Saint-Sulpice-de-Favières,91,91578,5.42,2022
Saint-Thibault-des-Vignes,77,77438,,2022
Saint-Vrain,91,91579,5.42,2022
Saint-Yon,91,91581,5.42,2022
Sainte-Aulde,77,77401,5.64,2022
Sainte-Colombe,77,77404,,2022
Sainte-Geneviève-des-Bois,91,91549,0.62,2022
Sainte-Mesme,78,78569,2.8,2022
Saintry-sur-Seine,91,91577,1.99,2022
Salins,77,77439,2.71,2022
Sammeron,77,77440,5.64,2022
Samois-sur-Seine,77,77441,3.58,2022
Samoreau,77,77442,3.58,2022
Sancy,77,77443,3.16,2022
Sancy-lès-Provins,77,77444,,2022
Sannois,95,95582,,2022
Santeuil,95,95584,,2022
Sarcelles,95,95585,,2022
Sartrouville,78,78586,,2022
Saulx-Marchais,78,78588,,2022
Saulx-les-Chartreux,91,91587,,2022
Savigny-le-Temple,77,77445,1.99,2022
Savins,77,77446,,2022
Saâcy-sur-Marne,77,77397,,2022
Sceaux,92,92071,1.01,2022
Seine-Port,77,77447,,2022
Sept-Sorts,77,77448,5.64,2022
Septeuil,78,78591,2.97,2022
Seraincourt,95,95592,,2022
Sermaise,91,91593,,2022
Serris,77,77449,2.25,2022
Seugy,95,95594,,2022
Sevran,93,93071,,2022
Signy-Signets,77,77451,3.16,2022
Sigy,77,77452,,2022
Sivry-Courtry,77,77453,4.14,2022
Sognolles-en-Montois,77,77454,,2022
Soignolles-en-Brie,77,77455,4.14,2022
Soindres,78,78597,3.17,2022
Soisy-Bouy,77,77456,,2022
Soisy-sous-Montmorency,95,95598,,2022
Soisy-sur-Seine,91,91600,1.99,2022
Soisy-sur-École,91,91599,2.59,2022
Solers,77,77457,4.14,2022
Sonchamp,78,78601,2.8,2022
Souppes-sur-Loing,77,77458,2.69,2022
Sourdun,77,77459,,2022
Souzy-la-Briche,91,91602,5.81,2022
Stains,93,93072,,2022
Sucy-en-Brie,94,94071,,2022
Suresnes,92,92073,,2022
Sèvres,92,92072,,2022
Tacoignières,78,78605,,2022
Tancrou,77,77460,3.1,2022
Taverny,95,95607,,2022
Tessancourt-sur-Aubette,78,78609,3.17,2022
Thiais,94,94073,2.9,2022
Thieux,77,77462,,2022
Thiverval-Grignon,78,78615,,2022
Thoiry,78,78616,,2022
Thomery,77,77463,2.08,2022
Thorigny-sur-Marne,77,77464,,2022
Théméricourt,95,95610,,2022
Thénisy,77,77461,,2022
Tigeaux,77,77466,3.16,2022
Tigery,91,91617,1.99,2022
Tilly,78,78618,,2022
Torcy,77,77468,1.06,2022
Torfou,91,91619,5.81,2022
Touquin,77,77469,,2022
Tournan-en-Brie,77,77470,,2022
Tousson,77,77471,3.58,2022
Toussus-le-Noble,78,78620,,2022
Trappes,78,78621,,2022
Tremblay-en-France,93,93073,,2022
Treuzy-Levelay,77,77473,,2022
Triel-sur-Seine,78,78624,3.17,2022
Trilbardou,77,77474,,2022
Trilport,77,77475,3.34,2022
Trocy-en-Multien,77,77476,3.1,2022
Ury,77,77477,3.58,2022
Us,95,95625,,2022
Ussy-sur-Marne,77,77478,5.64,2022
Vaires-sur-Marne,77,77479,,2022
Valence-en-Brie,77,77480,4.14,2022
Vallangoujard,95,95627,,2022
Valmondois,95,95628,,2022
Valpuiseaux,91,91629,,2022
Vanves,92,92075,,2022
Vanvillé,77,77481,,2022
Varennes-Jarcy,91,91631,,2022
Varennes-sur-Seine,77,77482,2.71,2022
Varreddes,77,77483,3.34,2022
Vaucourtois,77,77484,3.16,2022
Vaucresson,92,92076,,2022
Vaudherland,95,95633,,2022
Vaudoy-en-Brie,77,77486,3.98,2022
Vaugrigneuse,91,91634,,2022
Vauhallan,91,91635,,2022
Vaujours,93,93074,,2022
Vauréal,95,95637,,2022
Vaux-le-Pénil,77,77487,2.5,2022
Vaux-sur-Lunain,77,77489,,2022
Vaux-sur-Seine,78,78638,3.17,2022
Vayres-sur-Essonne,91,91639,5.42,2022
Vendrest,77,77490,3.1,2022
Verdelot,77,77492,,2022
Verneuil-l'Étang,77,77493,,2022
Verneuil-sur-Seine,78,78642,3.17,2022
Vernou-la-Celle-sur-Seine,77,77494,,2022
Vernouillet,78,78643,3.17,2022
Verrières-le-Buisson,91,91645,,2022
Versailles,78,78646,,2022
Vert,78,78647,3.17,2022
Vert-Saint-Denis,77,77495,1.99,2022
Vert-le-Grand,91,91648,5.42,2022
Vert-le-Petit,91,91649,5.42,2022
Viarmes,95,95652,,2022
Vicq,78,78653,,2022
Videlles,91,91654,2.59,2022
Vieille-Église-en-Yvelines,78,78655,,2022
Vienne-en-Arthies,95,95656,,2022
Vieux-Champagne,77,77496,,2022
Vignely,77,77498,,2022
Vigneux-sur-Seine,91,91657,,2022
Vigny,95,95658,,2022
Villabé,91,91659,1.99,2022
Villaines-sous-Bois,95,95660,,2022
Ville-d'Avray,92,92077,,2022
Villebon-sur-Yvette,91,91661,,2022
Villebéon,77,77500,,2022
Villeconin,91,91662,5.81,2022
Villejuif,94,94076,2.9,2022
Villejust,91,91666,,2022
Villemareuil,77,77505,3.16,2022
Villemaréchal,77,77504,,2022
Villemer,77,77506,,2022
Villemoisson-sur-Orge,91,91667,0.62,2022
Villemomble,93,93077,,2022
Villenauxe-la-Petite,77,77507,,2022
Villeneuve-Saint-Denis,77,77510,,2022
Villeneuve-la-Garenne,92,92078,,2022
Villeneuve-le-Comte,77,77508,,2022
Villeneuve-le-Roi,94,94077,2.9,2022
Villeneuve-les-Bordes,77,77509,,2022
Villeneuve-sous-Dammartin,77,77511,,2022
Villeneuve-sur-Auvers,91,91671,5.42,2022
Villeneuve-sur-Bellot,77,77512,,2022
Villennes-sur-Seine,78,78672,,2022
Villenoy,77,77513,3.34,2022
Villeparisis,77,77514,,2022
Villepinte,93,93078,,2022
Villepreux,78,78674,,2022
Villeroy,77,77515,,2022
Villetaneuse,93,93079,,2022
Villette,78,78677,,2022
Villevaudé,77,77517,,2022
Villiers-Adam,95,95678,,2022
Villiers-Saint-Fréderic,78,78683,,2022
Villiers-Saint-Georges,77,77519,,2022
Villiers-en-Bière,77,77518,2.5,2022
Villiers-le-Bel,95,95680,,2022
Villiers-le-Bâcle,91,91679,,2022
Villiers-le-Mahieu,78,78681,,2022
Villiers-le-Sec,95,95682,,2022
Villiers-sur-Marne,94,94079,,2022
Villiers-sur-Morin,77,77521,5.64,2022
Villiers-sur-Orge,91,91685,0.62,2022
Villiers-sur-Seine,77,77522,,2022
Villuis,77,77523,,2022
Vimpelles,77,77524,,2022
Vinantes,77,77525,,2022
Vincennes,94,94080,,2022
Vincy-Manoeuvre,77,77526,3.1,2022
Viroflay,78,78686,,2022
Viry-Châtillon,91,91687,2.9,2022
Vitry-sur-Seine,94,94081,2.9,2022
Voinsles,77,77527,,2022
Voisenon,77,77528,2.5,2022
Voisins-le-Bretonneux,78,78688,,2022
Voulangis,77,77529,3.16,2022
Voulton,77,77530,,2022
Voulx,77,77531,2.71,2022
Vulaines-lès-Provins,77,77532,,2022
Vulaines-sur-Seine,77,77533,3.58,2022
Vélizy-Villacoublay,78,78640,,2022
Vémars,95,95641,,2022
Vétheuil,95,95651,2.98,2022
Wissous,91,91689,,2022
Yerres,91,91691,,2022
Yèbles,77,77534,,2022
Écharcon,91,91204,5.42,2022
Échouboulains,77,77164,4.14,2022
Écouen,95,95205,,2022
Égligny,77,77167,,2022
Égly,91,91207,0.62,2022
Égreville,77,77168,,2022
Élancourt,78,78208,,2022
Émancé,78,78209,,2022
Émerainville,77,77169,1.06,2022
Épiais-lès-Louvres,95,95212,,2022
Épinay-Champlâtreux,95,95214,,2022
Épinay-sous-Sénart,91,91215,,2022
Épinay-sur-Orge,91,91216,,2022
Épinay-sur-Seine,93,93031,,2022
Épône,78,78217,3.17,2022
Éragny,95,95218,,2022
Étampes,91,91223,,2022
Étiolles,91,91225,1.99,2022
Étréchy,91,91226,5.81,2022
Étrépilly,77,77173,3.1,2022
Évecquemont,78,78227,3.17,2022
Évry-Courcouronnes,91,91228,1.99,2022
Évry-Grégy-sur-Yerre,77,77175,4.14,2022
Ézanville,95,95229,,2022
Abbéville-la-Rivière,91,91001,,2023
Ableiges,95,95002,,2023
Ablis,78,78003,,2023
Ablon-sur-Seine,94,94001,,2023
Achères,78,78005,,2023
Achères-la-Forêt,77,77001,,2023
Adainville,78,78006,,2023
Aigremont,78,78007,,2023
Aincourt,95,95008,,2023
Alfortville,94,94002,,2023
Allainville,78,78009,,2023
Amenucourt,95,95012,,2023
Amillis,77,77002,,2023
Andelu,78,78013,,2023
Andilly,95,95014,,2023
Andrezel,77,77004,,2023
Andrésy,78,78015,,2023
Angerville,91,91016,,2023
Angervilliers,91,91017,,2023
Annet-sur-Marne,77,77005,,2023
Antony,92,92002,,2023
Arbonne-la-Forêt,77,77006,,2023
Arcueil,94,94003,,2023
Argenteuil,95,95018,,2023
Argentières,77,77007,,2023
Armentières-en-Brie,77,77008,2.3,2023
Arnouville,95,95019,,2023
Arnouville-lès-Mantes,78,78020,,2023
Arpajon,91,91021,,2023
Arrancourt,91,91022,,2023
Asnières-sur-Oise,95,95026,,2023
Asnières-sur-Seine,92,92004,,2023
Athis-Mons,91,91027,,2023
Attainville,95,95028,,2023
Aubergenville,78,78029,,2023
Aubervilliers,93,93001,,2023
Aufferville,77,77011,2.63,2023
Auffreville-Brasseuil,78,78031,,2023
Augers-en-Brie,77,77012,,2023
Aulnay-sous-Bois,93,93005,,2023
Aulnay-sur-Mauldre,78,78033,,2023
Aulnoy,77,77013,,2023
Auteuil,78,78034,,2023
Authon-la-Plaine,91,91035,,2023
Autouillet,78,78036,,2023
Auvernaux,91,91037,,2023
Auvers-Saint-Georges,91,91038,,2023
Auvers-sur-Oise,95,95039,,2023
Avernes,95,95040,,2023
Avon,77,77014,,2023
Avrainville,91,91041,,2023
Baby,77,77015,,2023
Bagneaux-sur-Loing,77,77016,2.63,2023
Bagneux,92,92007,,2023
Bagnolet,93,93006,2.6,2023
Baillet-en-France,95,95042,,2023
Bailly,78,78043,,2023
Bailly-Romainvilliers,77,77018,,2023
Ballainvilliers,91,91044,,2023
Ballancourt-sur-Essonne,91,91045,,2023
Balloy,77,77019,,2023
Bannost-Villegagnon,77,77020,,2023
Barbey,77,77021,2.65,2023
Barbizon,77,77022,,2023
Barcy,77,77023,,2023
Bassevelle,77,77024,,2023
Baulne,91,91047,,2023
Bazainville,78,78048,,2023
Bazoches-lès-Bray,77,77025,,2023
Bazoches-sur-Guyonne,78,78050,,2023
Beauchamp,95,95051,,2023
Beauchery-Saint-Martin,77,77026,,2023
Beaumont-du-Gâtinais,77,77027,,2023
Beaumont-sur-Oise,95,95052,,2023
Beautheil-Saints,77,77433,,2023
Beauvoir,77,77029,,2023
Bellefontaine,95,95055,,2023
Bellot,77,77030,,2023
Belloy-en-France,95,95056,,2023
Bennecourt,78,78057,,2023
Bernay-Vilbert,77,77031,2.02,2023
Bernes-sur-Oise,95,95058,,2023
Bessancourt,95,95060,,2023
Beton-Bazoches,77,77032,,2023
Beynes,78,78062,,2023
Bezalles,77,77033,,2023
Bezons,95,95063,,2023
Bièvres,91,91064,,2023
Blandy,91,91067,,2023
Blennes,77,77035,,2023
Bobigny,93,93008,2.6,2023
Boigneville,91,91069,,2023
Boinville-en-Mantois,78,78070,,2023
Boinville-le-Gaillard,78,78071,,2023
Boinvilliers,78,78072,,2023
Bois-Colombes,92,92009,,2023
Bois-Herpin,91,91075,,2023
Bois-d'Arcy,78,78073,,2023
Bois-le-Roi,77,77037,,2023
Boisdon,77,77036,,2023
Boisemont,95,95074,,2023
Boissets,78,78076,,2023
Boissettes,77,77038,2.59,2023
Boissise-la-Bertrand,77,77039,2.59,2023
Boissise-le-Roi,77,77040,2.59,2023
Boissy-Saint-Léger,94,94004,,2023
Boissy-aux-Cailles,77,77041,,2023
Boissy-la-Rivière,91,91079,,2023
Boissy-le-Châtel,77,77042,,2023
Boissy-le-Cutté,91,91080,,2023
Boissy-le-Sec,91,91081,,2023
Boissy-sans-Avoir,78,78084,,2023
Boissy-sous-Saint-Yon,91,91085,,2023
Boitron,77,77043,,2023
Bombon,77,77044,,2023
Bondoufle,91,91086,,2023
Bondy,93,93010,2.6,2023
Bonnelles,78,78087,,2023
Bonneuil-en-France,95,95088,,2023
Bonneuil-sur-Marne,94,94011,,2023
Bouafle,78,78090,,2023
Bouffémont,95,95091,,2023
Bougival,78,78092,,2023
Boulancourt,77,77046,,2023
Bouleurs,77,77047,,2023
Boulogne-Billancourt,92,92012,,2023
Bouqueval,95,95094,,2023
Bouray-sur-Juine,91,91095,,2023
Bourdonné,78,78096,,2023
Bourg-la-Reine,92,92014,,2023
Bourron-Marlotte,77,77048,,2023
Boussy-Saint-Antoine,91,91097,,2023
Boutervilliers,91,91098,,2023
Boutigny,77,77049,,2023
Boutigny-sur-Essonne,91,91099,,2023
Bouville,91,91100,,2023
Bransles,77,77050,1.68,2023
Bray-et-Lû,95,95101,,2023
Bray-sur-Seine,77,77051,,2023
Breuil-Bois-Robert,78,78104,,2023
Breuillet,91,91105,,2023
Breux-Jouy,91,91106,,2023
Brignancourt,95,95110,,2023
Briis-sous-Forges,91,91111,,2023
Brières-les-Scellés,91,91109,,2023
Brou-sur-Chantereine,77,77055,,2023
Brouy,91,91112,,2023
Brueil-en-Vexin,78,78113,,2023
Brunoy,91,91114,,2023
Bruyères-le-Châtel,91,91115,,2023
Bry-sur-Marne,94,94015,,2023
Bréançon,95,95102,,2023
Brétigny-sur-Orge,91,91103,,2023
Bréval,78,78107,,2023
Buc,78,78117,,2023
Buchelay,78,78118,,2023
Bullion,78,78120,,2023
Buno-Bonnevaux,91,91121,,2023
Burcy,77,77056,,2023
Bures-sur-Yvette,91,91122,,2023
Bussières,77,77057,,2023
Bussy-Saint-Georges,77,77058,,2023
Bussy-Saint-Martin,77,77059,,2023
Buthiers,77,77060,,2023
Butry-sur-Oise,95,95120,,2023
Béhoust,78,78053,,2023
Béthemont-la-Forêt,95,95061,,2023
Cachan,94,94016,,2023
Cannes-Écluse,77,77061,2.65,2023
Carnetin,77,77062,,2023
Carrières-sous-Poissy,78,78123,,2023
Carrières-sur-Seine,78,78124,,2023
Cergy,95,95127,,2023
Cerneux,77,77066,,2023
Cerny,91,91129,,2023
Cesson,77,77067,,2023
Cessoy-en-Montois,77,77068,,2023
Chailly-en-Brie,77,77070,,2023
Chaintreaux,77,77071,,2023
Chalautre-la-Grande,77,77072,,2023
Chalautre-la-Petite,77,77073,,2023
Chalifert,77,77075,2.49,2023
Chalmaison,77,77076,,2023
Chalo-Saint-Mars,91,91130,,2023
Chalou-Moulineux,91,91131,,2023
Chamarande,91,91132,,2023
Chambourcy,78,78133,,2023
Chambry,77,77077,,2023
Chamigny,77,77078,,2023
Champagne-sur-Oise,95,95134,,2023
Champagne-sur-Seine,77,77079,,2023
Champcenest,77,77080,,2023
Champcueil,91,91135,,2023
Champdeuil,77,77081,,2023
Champeaux,77,77082,,2023
Champigny-sur-Marne,94,94017,,2023
Champlan,91,91136,,2023
Champmotteux,91,91137,,2023
Champs-sur-Marne,77,77083,,2023
Changis-sur-Marne,77,77084,,2023
Chanteloup-en-Brie,77,77085,2.49,2023
Chanteloup-les-Vignes,78,78138,,2023
Chapet,78,78140,,2023
Charenton-le-Pont,94,94018,,2023
Charmentray,77,77094,,2023
Charny,77,77095,,2023
Chars,95,95142,,2023
Chartrettes,77,77096,,2023
Chartronges,77,77097,,2023
Chatignonville,91,91145,,2023
Chatou,78,78146,,2023
Chauconin-Neufmontiers,77,77335,,2023
Chauffour-lès-Étréchy,91,91148,,2023
Chauffry,77,77106,,2023
Chaumes-en-Brie,77,77107,,2023
Chaumontel,95,95149,,2023
Chauvry,95,95151,,2023
Chavenay,78,78152,,2023
Chaville,92,92022,,2023
Chelles,77,77108,,2023
Chennevières-lès-Louvres,95,95154,,2023
Chennevières-sur-Marne,94,94019,,2023
Chenoise-Cucharmoy,77,77109,,2023
Cheptainville,91,91156,,2023
Chessy,77,77111,,2023
Chevannes,91,91159,,2023
Chevilly-Larue,94,94021,,2023
Chevrainvilliers,77,77112,2.63,2023
Chevru,77,77113,,2023
Chevry-en-Sereine,77,77115,,2023
Chilly-Mazarin,91,91161,,2023
Choisy-en-Brie,77,77116,,2023
Choisy-le-Roi,94,94022,,2023
Château-Landon,77,77099,2.71,2023
Châteaufort,78,78143,,2023
Châtenay-Malabry,92,92019,,2023
Châtenay-en-France,95,95144,,2023
Châtenay-sur-Seine,77,77101,,2023
Châtenoy,77,77102,2.63,2023
Châtillon,92,92020,,2023
Châtillon-la-Borde,77,77103,,2023
Châtres,77,77104,2.02,2023
Citry,77,77117,,2023
Civry-la-Forêt,78,78163,,2023
Clairefontaine-en-Yvelines,78,78164,,2023
Clamart,92,92023,,2023
Claye-Souilly,77,77118,,2023
Clichy,92,92024,,2023
Clichy-sous-Bois,93,93014,,2023
Clos-Fontaine,77,77119,,2023
Cocherel,77,77120,2.3,2023
Coignières,78,78168,,2023
Collégien,77,77121,,2023
Colombes,92,92025,,2023
Combs-la-Ville,77,77122,,2023
Commeny (avant 2024),95,95169,,2023
Compans,77,77123,,2023
Conches-sur-Gondoire,77,77124,,2023
Condé-Sainte-Libiaire,77,77125,,2023
Condé-sur-Vesgre,78,78171,,2023
Condécourt,95,95170,,2023
Conflans-Sainte-Honorine,78,78172,,2023
Congerville-Thionville,91,91613,,2023
Congis-sur-Thérouanne,77,77126,2.3,2023
Corbeil-Essonnes,91,91174,,2023
Corbreuse,91,91175,,2023
Cormeilles-en-Parisis,95,95176,,2023
Cormeilles-en-Vexin,95,95177,,2023
Coubert,77,77127,,2023
Coubron,93,93015,,2023
Couilly-Pont-aux-Dames,77,77128,,2023
Coulombs-en-Valois,77,77129,2.3,2023
Coulommes,77,77130,,2023
Coulommiers,77,77131,,2023
Coupvray,77,77132,,2023
Courances,91,91180,,2023
Courbevoie,92,92026,,2023
Courcelles-en-Bassée,77,77133,2.65,2023
Courchamp,77,77134,,2023
Courdimanche,95,95183,,2023
Courdimanche-sur-Essonne,91,91184,,2023
Courquetaine,77,77136,,2023
Courson-Monteloup,91,91186,,2023
Courtacon,77,77137,,2023
Courtomer,77,77138,,2023
Courtry,77,77139,,2023
Coutençon,77,77140,,2023
Coutevroult,77,77141,,2023
Crespières,78,78189,,2023
Crisenoy,77,77145,,2023
Croissy-Beaubourg,77,77146,,2023
Croissy-sur-Seine,78,78190,,2023
Crosne,91,91191,,2023
Crouy-sur-Ourcq,77,77148,2.3,2023
Crèvecoeur-en-Brie,77,77144,2.02,2023
Crécy-la-Chapelle,77,77142,,2023
Crégy-lès-Meaux,77,77143,,2023
Créteil,94,94028,,2023
Cuisy,77,77150,,2023
Cély,77,77065,,2023
D'Huison-Longueville,91,91198,,2023
Dagny,77,77151,,2023
Dammarie-les-Lys,77,77152,2.59,2023
Dammartin-en-Goële,77,77153,,2023
Dammartin-en-Serve,78,78192,,2023
Dammartin-sur-Tigeaux,77,77154,,2023
Dampmart,77,77155,,2023
Dannemarie,78,78194,,2023
Dannemois,91,91195,,2023
Darvault,77,77156,2.63,2023
Davron,78,78196,,2023
Deuil-la-Barre,95,95197,,2023
Dhuisy,77,77157,2.3,2023
Diant,77,77158,,2023
Domont,95,95199,,2023
Donnemarie-Dontilly,77,77159,,2023
Doue,77,77162,,2023
Dourdan,91,91200,,2023
Douy-la-Ramée,77,77163,2.3,2023
Drancy,93,93029,,2023
Drocourt,78,78202,,2023
Dugny,93,93030,,2023
Eaubonne,95,95203,,2023
Ecquevilly,78,78206,,2023
Enghien-les-Bains,95,95210,,2023
Ennery,95,95211,,2023
Ermont,95,95219,,2023
Esbly,77,77171,,2023
Esmans,77,77172,2.65,2023
Everly,77,77174,,2023
Faremoutiers,77,77176,,2023
Favières,77,77177,,2023
Favrieux,78,78231,,2023
Faÿ-lès-Nemours,77,77178,2.63,2023
Ferrières-en-Brie,77,77181,2.49,2023
Feucherolles,78,78233,,2023
Flacourt,78,78234,,2023
Fleury-Mérogis,91,91235,,2023
Fleury-en-Bière,77,77185,,2023
Flexanville,78,78236,,2023
Flins-Neuve-Église,78,78237,,2023
Flins-sur-Seine,78,78238,,2023
Follainville-Dennemont,78,78239,,2023
Fontaine-Fourches,77,77187,,2023
Fontaine-la-Rivière,91,91240,,2023
Fontaine-le-Port,77,77188,,2023
Fontainebleau,77,77186,,2023
Fontains,77,77190,,2023
Fontenailles,77,77191,,2023
Fontenay-Mauvoisin,78,78245,,2023
Fontenay-Saint-Père,78,78246,,2023
Fontenay-Trésigny,77,77192,,2023
Fontenay-aux-Roses,92,92032,,2023
Fontenay-en-Parisis,95,95241,,2023
Fontenay-le-Fleury,78,78242,,2023
Fontenay-le-Vicomte,91,91244,,2023
Fontenay-lès-Briis,91,91243,,2023
Fontenay-sous-Bois,94,94033,,2023
Forfry,77,77193,,2023
Forges,77,77194,2.65,2023
Forges-les-Bains,91,91249,,2023
Fosses,95,95250,,2023
Fouju,77,77195,,2023
Franconville,95,95252,,2023
Freneuse,78,78255,,2023
Fresnes,94,94034,,2023
Fresnes-sur-Marne,77,77196,,2023
Fromont,77,77198,,2023
Frouville,95,95258,,2023
Frémainville,95,95253,,2023
Frémécourt,95,95254,,2023
Frépillon,95,95256,,2023
Frétoy,77,77197,,2023
Fublaines,77,77199,,2023
Féricy,77,77179,,2023
Gagny,93,93032,,2023
Gaillon-sur-Montcient,78,78261,,2023
