DPT de la commune,D102.0,Année
77,1.65,2015
78,2.72,2015
78,2.54,2015
77,,2015
77,,2015
77,,2015
77,,2015
95,3.09,2015
77,,2015
93,2.06,2015
78,,2015
91,,2015
77,,2015
77,,2015
91,,2015
91,,2015
95,2.06,2015
92,1.91,2015
77,2.42,2015
77,1.65,2015
77,,2015
78,3.41,2015
77,2.08,2015
77,,2015
91,,2015
94,2.85,2015
78,2.07,2015
95,,2015
77,,2015
77,,2015
77,,2015
78,2.72,2015
91,,2015
95,1.81,2015
77,2.3,2015
78,,2015
77,,2015
91,,2015
95,2.14,2015
77,1.65,2015
95,2.84,2015
93,,2015
93,2.06,2015
78,2.72,2015
77,,2015
91,,2015
95,2.84,2015
94,,2015
77,1.97,2015
78,2.07,2015
78,2.06,2015
77,,2015
91,,2015
78,,2015
95,,2015
78,2.07,2015
94,2.06,2015
77,2.3,2015
95,2.06,2015
95,2.14,2015
77,,2015
91,,2015
92,2.06,2015
94,2.85,2015
77,,2015
77,1.97,2015
78,,2015
93,,2015
93,2.06,2015
78,3.41,2015
78,,2015
78,2.07,2015
91,,2015
77,,2015
78,,2015
78,1.93,2015
78,3.41,2015
77,2.08,2015
78,2.72,2015
78,2.07,2015
91,,2015
93,,2015
78,2.06,2015
77,,2015
78,2.07,2015
78,,2015
77,,2015
93,2.06,2015
91,,2015
77,,2015
77,,2015
77,,2015
91,,2015
77,,2015
91,,2015
92,2.06,2015
77,,2015
78,,2015
94,,2015
78,1.98,2015
77,,2015
91,2.68,2015
91,,2015
91,,2015
77,,2015
77,2.45,2015
95,2.21,2015
93,2.06,2015
77,,2015
77,,2015
77,,2015
77,,2015
91,,2015
78,2.71,2015
77,1.97,2015
91,,2015
95,,2015
77,,2015
78,2.54,2015
77,4.53,2015
77,,2015
78,2.72,2015
77,,2015
77,,2015
77,,2015
95,,2015
77,,2015
78,2.07,2015
77,,2015
95,3.17,2015
78,,2015
95,3.09,2015
77,,2015
78,2.07,2015
77,,2015
77,,2015
77,,2015
77,,2015
94,2.06,2015
78,,2015
91,,2015
92,2.06,2015
94,,2015
78,,2015
78,,2015
77,1.97,2015
77,,2015
91,,2015
78,2.07,2015
78,,2015
78,2.07,2015
78,2.07,2015
77,,2015
95,2.06,2015
95,2.84,2015
77,2.7,2015
95,2.14,2015
78,,2015
92,2.72,2015
91,,2015
77,,2015
91,,2015
77,1.65,2015
77,,2015
91,2.06,2015
91,,2015
78,2.07,2015
77,,2015
78,1.86,2015
77,1.97,2015
78,2.72,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
91,,2015
95,1.81,2015
95,1.86,2015
91,,2015
77,,2015
92,2.06,2015
78,,2015
78,2.07,2015
91,,2015
78,2.07,2015
77,1.65,2015
77,2.33,2015
78,3.41,2015
91,,2015
77,,2015
95,3.17,2015
77,,2015
91,,2015
78,2.36,2015
91,,2015
77,,2015
78,2.07,2015
78,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,1.65,2015
77,,2015
78,,2015
93,2.06,2015
78,2.07,2015
91,,2015
77,1.97,2015
77,,2015
77,,2015
78,2.72,2015
77,,2015
95,2.06,2015
77,2.42,2015
91,,2015
95,2.06,2015
77,1.65,2015
95,2.06,2015
95,2.06,2015
77,,2015
93,,2015
92,2.06,2015
77,,2015
95,3.17,2015
77,,2015
78,1.93,2015
77,2.42,2015
91,,2015
77,1.93,2015
91,,2015
91,,2015
77,2.08,2015
77,,2015
77,,2015
95,,2015
77,,2015
78,,2015
95,2.84,2015
77,1.97,2015
77,1.97,2015
77,,2015
78,1.93,2015
78,,2015
95,2.06,2015
91,1.57,2015
77,,2015
95,2.06,2015
78,2.07,2015
78,,2015
78,,2015
91,,2015
77,,2015
77,2.81,2015
77,2.62,2015
77,2.84,2015
92,1.91,2015
77,,2015
77,,2015
77,1.97,2015
78,2.07,2015
78,2.07,2015
78,2.42,2015
77,3.42,2015
95,3.17,2015
77,2.24,2015
93,2.06,2015
95,2.84,2015
93,2.06,2015
92,2.06,2015
95,1.86,2015
94,2.06,2015
95,,2015
94,,2015
77,,2015
77,1.65,2015
93,2.06,2015
78,2.72,2015
93,,2015
95,,2015
77,,2015
77,,2015
78,1.98,2015
77,,2015
91,,2015
78,,2015
77,,2015
78,,2015
77,1.97,2015
91,,2015
91,,2015
78,2.54,2015
78,2.07,2015
78,1.93,2015
94,,2015
77,,2015
77,3.42,2015
94,,2015
91,,2015
91,,2015
78,2.54,2015
91,,2015
78,2.54,2015
91,,2015
78,,2015
78,2.07,2015
95,1.86,2015
77,1.97,2015
77,2.85,2015
77,,2015
91,2.06,2015
77,4.53,2015
77,,2015
93,,2015
78,2.54,2015
75,1.74,2015
95,,2015
77,,2015
77,,2015
91,3.02,2015
77,,2015
78,,2015
95,,2015
77,,2015
77,,2015
93,2.06,2015
95,2.06,2015
95,2.06,2015
78,2.72,2015
91,1.57,2015
77,,2015
78,3.41,2015
77,,2015
78,,2015
77,,2015
77,,2015
77,2.3,2015
77,2.85,2015
77,2.85,2015
78,2.54,2015
95,1.86,2015
78,,2015
95,,2015
77,2.45,2015
77,,2015
77,,2015
78,2.54,2015
78,2.07,2015
91,,2015
77,,2015
91,,2015
95,1.86,2015
77,,2015
91,,2015
92,2.06,2015
94,,2015
77,,2015
77,,2015
91,,2015
78,3.41,2015
78,,2015
77,,2015
77,,2015
77,,2015
77,,2015
78,2.72,2015
77,,2015
91,1.57,2015
78,2.07,2015
91,,2015
78,2.54,2015
91,,2015
91,,2015
77,2.85,2015
78,,2015
93,,2015
95,,2015
78,2.07,2015
93,2.06,2015
78,,2015
77,,2015
77,1.97,2015
77,,2015
92,1.91,2015
77,,2015
94,2.06,2015
77,,2015
77,,2015
77,,2015
91,,2015
91,,2015
95,,2015
78,,2015
78,2.54,2015
91,,2015
77,,2015
77,,2015
77,,2015
95,2.06,2015
91,2.59,2015
92,2.72,2015
95,,2015
78,2.72,2015
91,,2015
91,,2015
77,,2015
93,2.06,2015
77,,2015
91,1.57,2015
77,,2015
77,,2015
78,2.07,2015
77,1.65,2015
77,,2015
78,2.07,2015
78,,2015
91,,2015
91,,2015
77,,2015
77,,2015
77,,2015
95,3.09,2015
95,2.06,2015
91,,2015
78,3.41,2015
77,,2015
91,2.77,2015
77,,2015
77,,2015
78,2.07,2015
95,2.06,2015
77,,2015
77,,2015
78,3.41,2015
77,2.42,2015
94,2.06,2015
77,1.97,2015
77,,2015
78,2.54,2015
78,2.07,2015
77,,2015
95,3.17,2015
77,,2015
78,,2015
94,2.06,2015
94,2.06,2015
91,,2015
77,1.97,2015
91,,2015
77,,2015
78,1.93,2015
77,2.2,2015
95,1.86,2015
77,,2015
93,2.06,2015
77,1.97,2015
91,,2015
77,3.42,2015
95,2.06,2015
77,,2015
78,2.07,2015
77,,2015
77,,2015
77,,2015
77,,2015
91,,2015
77,2.3,2015
91,,2015
91,,2015
77,,2015
77,,2015
91,,2015
78,2.54,2015
91,,2015
77,1.65,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
95,2.06,2015
95,2.84,2015
95,2.06,2015
78,2.06,2015
78,2.07,2015
91,,2015
77,,2015
77,,2015
77,,2015
92,2.06,2015
77,2.06,2015
77,,2015
78,2.96,2015
95,,2015
91,,2015
77,,2015
95,,2015
93,2.06,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
78,,2015
77,,2015
95,2.06,2015
91,,2015
91,,2015
77,,2015
78,2.54,2015
77,2.56,2015
77,,2015
91,,2015
93,2.06,2015
94,,2015
92,1.91,2015
92,2.06,2015
78,2.07,2015
77,,2015
95,2.06,2015
78,,2015
94,2.06,2015
77,1.97,2015
78,2.72,2015
78,2.07,2015
77,2.71,2015
77,2.3,2015
95,,2015
77,,2015
77,,2015
91,,2015
78,2.71,2015
77,,2015
91,,2015
77,,2015
77,2.45,2015
77,,2015
78,2.72,2015
78,2.72,2015
93,2.33,2015
77,3.23,2015
78,,2015
77,,2015
77,,2015
77,,2015
77,,2015
95,,2015
77,,2015
77,2.06,2015
77,,2015
95,1.81,2015
95,2.06,2015
91,,2015
92,2.06,2015
77,,2015
91,2.75,2015
77,1.65,2015
77,,2015
77,,2015
92,2.72,2015
77,,2015
91,,2015
91,,2015
93,2.06,2015
95,1.86,2015
77,,2015
77,4.53,2015
78,,2015
91,,2015
77,,2015
77,,2015
77,,2015
78,,2015
77,2.67,2015
78,,2015
91,2.06,2015
78,2.72,2015
78,,2015
77,,2015
91,,2015
91,,2015
95,,2015
78,2.07,2015
91,,2015
78,2.07,2015
95,,2015
77,,2015
77,,2015
91,,2015
95,,2015
91,,2015
92,2.72,2015
91,,2015
77,4.53,2015
91,,2015
94,2.06,2015
91,,2015
77,,2015
77,4.53,2015
77,,2015
91,,2015
93,2.06,2015
77,,2015
77,2.24,2015
92,1.91,2015
77,2.24,2015
94,2.06,2015
77,,2015
77,1.97,2015
91,,2015
77,,2015
78,1.93,2015
77,,2015
77,2.06,2015
93,2.33,2015
78,2.72,2015
77,,2015
93,2.06,2015
78,,2015
77,2.3,2015
95,2.06,2015
78,2.07,2015
77,,2015
77,,2015
95,2.06,2015
91,,2015
78,2.07,2015
94,2.06,2015
77,,2015
91,,2015
77,,2015
77,,2015
77,,2015
77,1.97,2015
94,2.06,2015
77,,2015
78,2.06,2015
91,,2015
94,,2015
77,,2015
77,,2015
78,2.72,2015
77,,2015
77,,2015
77,1.65,2015
77,,2015
77,,2015
78,2.06,2015
95,1.97,2015
95,3.15,2015
91,2.06,2015
91,,2015
77,,2015
91,,2015
77,,2015
95,2.06,2015
77,,2015
91,,2015
77,,2015
78,2.72,2015
78,3.41,2015
77,,2015
95,1.97,2015
91,,2015
91,,2015
93,2.06,2015
78,,2015
95,1.86,2015
91,,2015
91,,2015
91,,2015
77,,2015
78,,2015
91,,2015
77,,2015
91,,2016
95,,2016
78,2.58,2016
94,1.97,2016
78,3.03,2016
77,,2016
78,3.51,2016
78,1.94,2016
95,,2016
94,1.97,2016
78,2.58,2016
95,3.17,2016
77,,2016
78,2.06,2016
95,1.97,2016
77,,2016
78,3.03,2016
91,,2016
91,,2016
77,2.3,2016
92,1.97,2016
77,,2016
94,1.45,2016
95,1.97,2016
77,,2016
77,,2016
95,2.3,2016
78,3.03,2016
91,2.52,2016
91,,2016
95,,2016
92,1.91,2016
91,1.97,2016
95,3.19,2016
78,3.03,2016
93,1.97,2016
77,3.54,2016
78,3.03,2016
77,,2016
93,1.97,2016
78,3.03,2016
77,,2016
78,2.06,2016
91,1.58,2016
78,2.06,2016
91,,2016
91,,2016
95,1.97,2016
95,,2016
77,,2016
91,2.52,2016
77,,2016
77,3.54,2016
92,1.97,2016
93,,2016
95,3.19,2016
78,2.84,2016
77,,2016
91,2.78,2016
91,,2016
77,,2016
77,,2016
77,1.6,2016
77,,2016
77,,2016
77,,2016
91,,2016
78,2.06,2016
77,,2016
78,2.06,2016
95,1.97,2016
77,,2016
77,1.94,2016
95,2.17,2016
77,,2016
77,,2016
95,2.11,2016
77,,2016
78,1.97,2016
77,2.07,2016
95,2.17,2016
95,1.97,2016
77,,2016
78,2.06,2016
77,,2016
95,1.97,2016
91,1.97,2016
91,,2016
77,4.62,2016
93,,2016
91,1.74,2016
78,3.03,2016
78,2.58,2016
78,2.06,2016
92,1.91,2016
91,,2016
78,2.84,2016
77,,2016
77,,2016
95,1.83,2016
78,,2016
77,,2016
77,,2016
77,,2016
94,,2016
77,,2016
91,,2016
77,,2016
91,,2016
91,,2016
78,2.06,2016
91,,2016
77,,2016
77,,2016
91,2.35,2016
93,,2016
78,,2016
95,2.44,2016
94,,2016
78,3.03,2016
95,3.19,2016
78,2.84,2016
77,2.69,2016
77,,2016
92,1.97,2016
91,,2016
78,3.51,2016
92,1.97,2016
77,,2016
91,2.63,2016
91,1.58,2016
77,,2016
91,,2016
91,,2016
77,2.9,2016
95,3.17,2016
77,,2016
78,3.03,2016
91,2.52,2016
91,,2016
95,,2016
91,2.92,2016
91,,2016
77,1.97,2016
91,,2016
78,3.03,2016
91,2.63,2016
91,2.52,2016
94,1.97,2016
95,2.83,2016
91,2.52,2016
78,2.41,2016
78,2.84,2016
78,3.03,2016
78,,2016
91,,2016
77,,2016
91,2.78,2016
77,,2016
77,2.29,2016
77,2.29,2016
77,2.69,2016
95,1.97,2016
78,2.06,2016
95,1.97,2016
94,1.45,2016
77,1.6,2016
77,2.29,2016
78,3.03,2016
78,,2016
95,1.83,2016
77,,2016
91,,2016
77,2.35,2016
77,,2016
77,,2016
77,2.9,2016
77,,2016
77,,2016
77,,2016
77,,2016
91,,2016
91,,2016
91,,2016
78,1.94,2016
77,,2016
77,,2016
95,2.7,2016
77,2.68,2016
77,,2016
91,,2016
77,,2016
77,,2016
94,1.97,2016
91,2.78,2016
91,,2016
77,1.99,2016
77,,2016
77,,2016
78,3.03,2016
78,3.03,2016
94,1.97,2016
77,,2016
77,,2016
95,2.83,2016
77,,2016
77,,2016
91,2.58,2016
78,,2016
77,,2016
91,,2016
77,,2016
77,,2016
95,,2016
95,1.97,2016
78,2.84,2016
92,1.97,2016
77,1.97,2016
95,1.97,2016
94,1.97,2016
77,,2016
91,2.52,2016
77,,2016
91,,2016
94,1.45,2016
77,3.54,2016
77,,2016
77,4.62,2016
91,2.78,2016
77,,2016
94,1.97,2016
77,2.71,2016
78,2.84,2016
92,1.97,2016
77,,2016
77,3.54,2016
92,1.97,2016
77,,2016
77,2.07,2016
77,,2016
78,,2016
78,2.58,2016
92,1.97,2016
77,2.3,2016
92,1.97,2016
93,1.97,2016
77,2.56,2016
77,,2016
78,2.84,2016
77,2.29,2016
92,1.91,2016
77,2.35,2016
95,,2016
77,2.3,2016
77,2.29,2016
77,,2016
78,3.51,2016
95,,2016
78,3.03,2016
91,,2016
77,,2016
91,2.35,2016
91,2.58,2016
95,1.97,2016
95,2.83,2016
77,,2016
93,1.97,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,,2016
91,1.74,2016
92,1.91,2016
77,1.6,2016
77,,2016
95,1.83,2016
91,,2016
77,2.45,2016
91,,2016
77,,2016
77,3.81,2016
77,2.29,2016
77,,2016
77,,2016
78,1.94,2016
77,,2016
77,1.99,2016
78,,2016
91,2.63,2016
77,,2016
77,2.07,2016
77,,2016
77,,2016
94,,2016
77,1.97,2016
77,,2016
91,,2016
77,,2016
77,,2016
77,1.97,2016
78,1.85,2016
77,,2016
77,2.29,2016
78,2.44,2016
91,1.74,2016
77,3.54,2016
78,1.94,2016
95,1.97,2016
77,,2016
77,4.62,2016
95,1.97,2016
77,,2016
77,,2016
91,,2016
77,,2016
93,1.97,2016
78,3.03,2016
93,1.97,2016
95,1.97,2016
78,3.03,2016
95,1.97,2016
95,2.2,2016
95,1.97,2016
77,,2016
77,1.6,2016
77,,2016
77,,2016
77,2.12,2016
78,3.03,2016
77,3.54,2016
77,,2016
78,1.94,2016
78,3.03,2016
91,2.52,2016
77,,2016
78,2.06,2016
78,2.71,2016
78,3.03,2016
78,3.03,2016
77,,2016
91,,2016
77,,2016
77,,2016
77,,2016
77,2.56,2016
78,3.03,2016
78,3.03,2016
77,2.69,2016
92,1.97,2016
78,2.84,2016
91,,2016
91,,2016
94,1.97,2016
77,,2016
77,1.6,2016
91,,2016
95,2.11,2016
77,,2016
95,1.97,2016
78,1.97,2016
94,1.45,2016
77,2.3,2016
77,,2016
95,1.82,2016
95,,2016
95,2.83,2016
95,1.97,2016
77,,2016
77,,2016
77,,2016
93,1.97,2016
78,3.03,2016
78,2.06,2016
78,2.06,2016
78,2.06,2016
78,2.06,2016
92,2.84,2016
77,2.15,2016
78,3.03,2016
95,2.3,2016
77,4.54,2016
78,3.51,2016
92,1.91,2016
94,1.45,2016
77,,2016
77,,2016
77,,2016
91,2.78,2016
77,,2016
91,,2016
91,2.84,2016
91,2.78,2016
78,1.97,2016
95,2.3,2016
77,,2016
78,2.06,2016
93,1.97,2016
78,3.03,2016
77,2.29,2016
95,,2016
78,3.51,2016
77,2.56,2016
77,,2016
78,,2016
77,,2016
77,2.45,2016
91,2.35,2016
77,,2016
77,,2016
95,1.97,2016
78,2.06,2016
77,1.84,2016
77,2.29,2016
78,3.03,2016
78,3.03,2016
91,2.52,2016
77,,2016
91,,2016
91,,2016
78,3.03,2016
77,,2016
78,2.84,2016
77,,2016
95,2.83,2016
78,3.03,2016
78,3.03,2016
77,,2016
95,1.97,2016
78,3.51,2016
77,,2016
77,,2016
78,1.69,2016
78,1.97,2016
95,1.82,2016
77,,2016
95,2.2,2016
77,,2016
91,1.97,2016
77,,2016
77,,2016
78,3.03,2016
92,1.97,2016
91,,2016
77,,2016
94,1.45,2016
77,2.3,2016
77,,2016
78,3.03,2016
91,,2016
91,2.84,2016
77,,2016
94,1.97,2016
77,2.29,2016
77,,2016
78,2.06,2016
78,3.03,2016
78,1.97,2016
77,,2016
95,1.83,2016
77,,2016
77,1.97,2016
78,3.03,2016
77,,2016
91,1.97,2016
78,3.03,2016
94,1.97,2016
95,2.7,2016
78,,2016
93,1.97,2016
78,3.51,2016
77,1.6,2016
78,2.84,2016
78,2.58,2016
77,,2016
77,,2016
77,,2016
77,,2016
95,3.03,2016
77,,2016
93,1.97,2016
78,3.03,2016
91,,2016
77,,2016
77,,2016
91,,2016
91,,2016
95,1.97,2016
92,1.91,2016
77,2.43,2016
77,1.6,2016
77,,2016
78,3.51,2016
77,2.07,2016
77,,2016
91,2.52,2016
94,2.53,2016
78,2.06,2016
95,,2016
77,,2016
77,,2016
77,,2016
78,2.84,2016
91,2.78,2016
95,1.82,2016
77,2.29,2016
78,3.03,2016
77,,2016
91,,2016
95,2.11,2016
77,1.6,2016
95,2.83,2016
93,,2016
93,1.97,2016
78,2.84,2016
77,,2016
91,2.35,2016
95,2.83,2016
94,1.45,2016
77,1.97,2016
78,2.06,2016
78,1.97,2016
77,,2016
91,,2016
78,,2016
95,,2016
78,2.06,2016
94,1.97,2016
77,2.29,2016
95,1.97,2016
95,2.11,2016
77,,2016
91,2.52,2016
92,1.97,2016
94,2.53,2016
77,,2016
77,1.97,2016
78,,2016
93,,2016
93,1.97,2016
78,3.51,2016
78,3.03,2016
78,2.06,2016
91,,2016
77,,2016
78,,2016
78,1.94,2016
78,3.51,2016
77,2.07,2016
78,2.84,2016
78,2.06,2016
91,,2016
93,,2016
78,1.97,2016
77,,2016
78,2.06,2016
78,3.03,2016
77,,2016
93,1.97,2016
91,2.78,2016
77,,2016
77,,2016
77,,2016
91,,2016
77,,2016
91,2.52,2016
92,1.97,2016
77,2.35,2016
78,3.03,2016
94,,2016
78,1.97,2016
77,,2016
91,2.67,2016
91,2.78,2016
91,2.35,2016
77,,2016
77,2.45,2016
95,2.2,2016
93,1.97,2016
77,,2016
77,,2016
77,,2016
77,1.99,2016
91,2.78,2016
78,2.71,2016
77,1.97,2016
91,2.52,2016
95,,2016
77,,2016
78,2.58,2016
77,4.62,2016
77,,2016
78,2.84,2016
77,,2016
77,3.68,2016
77,,2016
95,,2016
77,,2016
78,2.06,2016
77,,2016
95,3.19,2016
78,3.03,2016
95,3.03,2016
77,,2016
78,2.06,2016
77,,2016
77,,2016
77,,2016
77,,2016
94,1.97,2016
78,,2016
91,,2016
92,1.97,2016
94,,2016
78,3.03,2016
78,3.03,2016
77,1.97,2016
77,,2016
91,2.78,2016
78,2.06,2016
78,,2016
78,2.06,2016
78,2.06,2016
77,,2016
95,1.97,2016
95,2.83,2016
77,2.69,2016
95,2.11,2016
78,,2016
92,2.84,2016
91,,2016
77,,2016
91,2.52,2016
77,1.6,2016
77,,2016
91,1.97,2016
91,,2016
78,2.06,2016
77,,2016
78,1.83,2016
77,1.97,2016
78,2.84,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,,2016
91,,2016
95,1.82,2016
95,1.83,2016
91,,2016
77,,2016
92,1.97,2016
78,3.03,2016
78,2.06,2016
91,1.74,2016
78,2.06,2016
77,1.6,2016
77,2.3,2016
78,3.51,2016
91,1.74,2016
77,,2016
95,3.19,2016
77,2.35,2016
91,,2016
78,2.58,2016
91,,2016
77,,2016
78,2.06,2016
78,3.03,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,1.6,2016
77,,2016
78,,2016
93,1.97,2016
78,2.06,2016
91,2.63,2016
77,1.97,2016
77,,2016
77,,2016
78,2.84,2016
77,,2016
95,1.97,2016
77,2.43,2016
91,2.78,2016
95,1.97,2016
77,1.6,2016
95,1.97,2016
95,1.97,2016
77,,2016
93,,2016
92,1.97,2016
77,,2016
95,3.19,2016
77,,2016
78,1.94,2016
77,2.43,2016
91,,2016
77,2.1,2016
91,2.52,2016
91,2.35,2016
77,2.07,2016
77,,2016
77,,2016
95,,2016
77,,2016
78,3.03,2016
95,2.83,2016
77,1.97,2016
77,1.97,2016
77,,2016
78,1.94,2016
78,3.03,2016
95,1.97,2016
91,1.58,2016
77,,2016
95,1.97,2016
78,2.06,2016
78,3.03,2016
78,3.03,2016
91,,2016
77,2.35,2016
77,2.88,2016
77,2.69,2016
77,3.0,2016
92,1.91,2016
77,,2016
77,,2016
77,1.97,2016
78,2.06,2016
78,2.06,2016
78,2.41,2016
77,3.54,2016
95,3.19,2016
77,2.12,2016
93,1.97,2016
95,2.83,2016
93,1.97,2016
92,1.97,2016
95,1.83,2016
94,1.97,2016
95,,2016
94,,2016
77,1.99,2016
77,1.6,2016
93,1.97,2016
78,2.84,2016
93,,2016
95,,2016
77,,2016
77,3.79,2016
78,1.97,2016
77,,2016
91,2.78,2016
78,3.03,2016
77,,2016
78,3.03,2016
77,1.97,2016
91,2.52,2016
91,1.74,2016
78,2.58,2016
78,2.06,2016
78,1.94,2016
94,1.45,2016
77,,2016
77,3.54,2016
94,,2016
91,,2016
91,,2016
78,2.58,2016
91,2.78,2016
78,2.58,2016
91,,2016
78,,2016
78,2.06,2016
95,1.83,2016
77,1.97,2016
77,2.53,2016
77,,2016
91,1.97,2016
77,4.62,2016
77,,2016
93,,2016
78,2.58,2016
75,1.79,2016
95,2.7,2016
77,,2016
77,,2016
91,,2016
77,,2016
78,3.03,2016
95,2.17,2016
77,,2016
77,,2016
93,1.97,2016
95,1.97,2016
95,1.97,2016
78,2.84,2016
91,1.58,2016
77,,2016
78,3.51,2016
77,,2016
78,3.03,2016
77,2.9,2016
77,,2016
77,2.29,2016
77,2.53,2016
77,2.53,2016
78,2.58,2016
95,1.83,2016
78,3.03,2016
95,,2016
77,2.45,2016
77,,2016
77,,2016
78,2.58,2016
78,2.06,2016
91,,2016
77,,2016
91,,2016
95,1.83,2016
77,,2016
91,,2016
92,1.97,2016
94,,2016
77,,2016
77,,2016
91,2.63,2016
78,3.51,2016
78,,2016
77,,2016
77,,2016
77,,2016
77,2.9,2016
78,2.84,2016
77,,2016
91,1.58,2016
78,2.06,2016
91,2.35,2016
78,2.58,2016
91,,2016
91,,2016
77,2.53,2016
78,3.03,2016
93,,2016
95,,2016
78,2.06,2016
93,1.97,2016
78,3.03,2016
77,,2016
77,1.97,2016
77,,2016
92,1.91,2016
77,,2016
94,1.97,2016
77,,2016
77,2.35,2016
77,,2016
91,,2016
91,2.78,2016
95,,2016
78,3.03,2016
78,2.58,2016
91,2.78,2016
77,,2016
77,,2016
77,,2016
95,1.97,2016
91,2.52,2016
92,2.84,2016
95,,2016
78,2.84,2016
91,,2016
91,,2016
77,,2016
93,1.97,2016
77,,2016
91,1.58,2016
77,,2016
77,,2016
78,2.06,2016
77,1.6,2016
77,,2016
78,2.06,2016
78,,2016
91,2.52,2016
91,2.35,2016
77,,2016
77,,2016
77,,2016
95,3.03,2016
95,1.97,2016
91,,2016
78,3.51,2016
77,,2016
91,2.78,2016
77,,2016
77,,2016
78,2.06,2016
95,1.97,2016
77,,2016
77,,2016
78,3.51,2016
77,2.43,2016
94,1.97,2016
77,1.97,2016
77,,2016
78,2.58,2016
78,2.06,2016
77,,2016
95,3.19,2016
77,,2016
78,3.03,2016
94,1.97,2016
94,1.97,2016
91,,2016
77,1.97,2016
91,2.52,2016
77,,2016
78,1.94,2016
77,2.56,2016
95,1.83,2016
77,,2016
93,1.97,2016
77,1.97,2016
91,2.35,2016
77,3.54,2016
95,1.97,2016
77,,2016
78,2.06,2016
77,,2016
77,,2016
77,,2016
77,,2016
91,,2016
77,2.29,2016
91,,2016
91,,2016
77,,2016
77,,2016
91,2.52,2016
78,2.58,2016
91,2.35,2016
77,1.6,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,,2016
95,1.97,2016
95,2.83,2016
95,1.97,2016
78,1.97,2016
78,2.06,2016
91,2.78,2016
77,2.35,2016
77,,2016
77,,2016
92,1.97,2016
77,1.97,2016
77,,2016
78,2.97,2016
95,,2016
91,,2016
77,,2016
95,,2016
93,1.97,2016
77,,2016
77,,2016
77,,2016
77,,2016
77,,2016
78,3.03,2016
77,,2016
95,1.97,2016
91,2.35,2016
91,1.74,2016
77,,2016
78,2.58,2016
77,,2016
77,,2016
91,,2016
93,1.97,2016
94,,2016
92,1.91,2016
92,1.97,2016
78,2.06,2016
77,,2016
95,1.97,2016
78,3.03,2016
94,1.97,2016
77,1.97,2016
78,2.84,2016
78,2.06,2016
77,2.77,2016
77,2.29,2016
95,,2016
77,,2016
77,,2016
91,2.35,2016
78,2.71,2016
77,1.99,2016
91,,2016
77,,2016
77,2.45,2016
77,,2016
78,2.84,2016
78,2.84,2016
93,2.3,2016
77,3.24,2016
78,3.03,2016
77,,2016
77,,2016
77,,2016
77,,2016
95,,2016
77,,2016
77,1.97,2016
77,,2016
95,1.82,2016
95,1.97,2016
91,,2016
92,1.97,2016
77,,2016
91,2.74,2016
77,1.6,2016
77,,2016
77,,2016
92,2.84,2016
77,3.69,2016
91,,2016
91,2.78,2016
93,1.97,2016
95,1.83,2016
77,,2016
77,4.62,2016
78,3.03,2016
91,,2016
77,,2016
77,,2016
77,,2016
78,3.03,2016
77,2.68,2016
78,3.03,2016
91,1.97,2016
78,2.84,2016
78,3.03,2016
77,2.35,2016
91,,2016
91,,2016
95,,2016
78,2.06,2016
91,1.74,2016
78,2.06,2016
95,2.46,2016
77,,2016
77,,2016
91,2.63,2016
95,,2016
91,2.35,2016
92,2.84,2016
91,2.78,2016
77,4.62,2016
91,,2016
94,1.97,2016
91,2.78,2016
77,,2016
77,4.62,2016
77,2.08,2016
91,2.52,2016
93,1.97,2016
77,,2016
77,2.12,2016
92,1.91,2016
77,2.12,2016
94,1.97,2016
77,,2016
77,1.97,2016
91,,2016
77,,2016
78,1.94,2016
77,,2016
77,1.97,2016
93,2.3,2016
78,2.84,2016
77,,2016
93,1.97,2016
78,1.85,2016
77,2.29,2016
95,1.97,2016
78,2.06,2016
77,,2016
77,,2016
95,1.97,2016
91,2.78,2016
78,2.06,2016
94,1.97,2016
77,,2016
91,2.52,2016
77,,2016
77,,2016
77,,2016
77,1.97,2016
94,1.97,2016
77,,2016
78,1.97,2016
91,1.45,2016
94,1.45,2016
77,4.36,2016
77,,2016
78,2.84,2016
77,,2016
77,,2016
77,1.6,2016
77,,2016
77,,2016
78,1.97,2016
95,1.97,2016
95,3.19,2016
91,1.97,2016
91,2.63,2016
77,,2016
91,,2016
77,,2016
95,1.97,2016
77,,2016
91,2.52,2016
77,2.9,2016
78,2.84,2016
78,3.51,2016
77,1.99,2016
95,1.97,2016
91,2.63,2016
91,2.78,2016
93,1.97,2016
78,3.03,2016
95,1.83,2016
91,,2016
91,2.35,2016
91,,2016
77,,2016
78,3.03,2016
91,2.35,2016
77,,2016
91,,2017
95,,2017
78,2.6,2017
94,1.97,2017
78,2.99,2017
77,2.51,2017
78,3.67,2017
78,1.93,2017
95,,2017
94,1.97,2017
78,2.6,2017
95,,2017
77,,2017
78,2.07,2017
95,1.97,2017
77,,2017
78,2.99,2017
91,,2017
