DPT de la commune,D102.0,Année
91,,2013
78,3.13,2013
78,,2013
77,,2013
77,,2013
77,,2013
77,,2013
78,3.12,2013
77,,2013
91,1.53,2013
78,2.02,2013
91,,2013
78,2.42,2013
91,,2013
91,,2013
77,2.5,2013
78,,2013
93,,2013
95,,2013
78,2.02,2013
93,2.04,2013
78,,2013
77,,2013
77,1.93,2013
77,,2013
92,2.34,2013
77,,2013
94,2.04,2013
77,,2013
77,,2013
77,,2013
91,,2013
91,,2013
95,,2013
78,,2013
78,2.42,2013
91,,2013
77,,2013
77,,2013
77,,2013
95,2.04,2013
91,,2013
92,3.12,2013
95,,2013
78,3.12,2013
91,,2013
91,,2013
77,,2013
93,2.04,2013
77,,2013
91,1.53,2013
77,,2013
77,,2013
78,2.02,2013
77,2.1,2013
77,,2013
78,2.02,2013
78,,2013
91,,2013
91,,2013
77,,2013
77,,2013
77,,2013
95,2.82,2013
95,2.04,2013
91,,2013
78,3.13,2013
77,,2013
91,,2013
77,,2013
77,,2013
78,2.02,2013
95,2.04,2013
77,,2013
77,,2013
78,3.13,2013
77,2.53,2013
94,2.04,2013
77,1.93,2013
77,,2013
78,2.42,2013
78,2.02,2013
77,,2013
95,,2013
77,,2013
78,,2013
94,2.04,2013
94,2.04,2013
91,,2013
77,1.93,2013
91,,2013
77,,2013
78,1.91,2013
77,2.61,2013
95,1.9,2013
77,,2013
93,2.04,2013
77,1.93,2013
91,,2013
77,3.32,2013
95,2.04,2013
77,,2013
78,2.02,2013
77,,2013
77,,2013
77,,2013
77,,2013
91,,2013
77,2.4,2013
91,,2013
91,,2013
77,,2013
77,,2013
91,,2013
78,2.42,2013
91,,2013
77,2.1,2013
77,,2013
77,,2013
77,,2013
77,,2013
77,,2013
95,2.04,2013
95,2.81,2013
95,2.04,2013
78,2.04,2013
78,2.02,2013
91,,2013
77,,2013
77,,2013
77,,2013
92,2.04,2013
77,2.04,2013
77,,2013
78,2.96,2013
95,,2013
91,,2013
77,,2013
95,,2013
93,2.04,2013
77,,2013
77,,2013
77,,2013
77,,2013
77,,2013
78,,2013
77,,2013
95,2.04,2013
91,,2013
91,,2013
77,,2013
78,2.42,2013
77,2.43,2013
77,,2013
91,,2013
93,2.04,2013
94,,2013
92,2.34,2013
92,2.04,2013
78,2.02,2013
77,1.98,2013
95,2.04,2013
78,,2013
94,2.04,2013
77,1.93,2013
78,3.12,2013
78,2.02,2013
77,2.68,2013
77,2.4,2013
95,,2013
77,,2013
77,,2013
91,,2013
78,,2013
77,,2013
91,,2013
77,,2013
77,2.39,2013
77,,2013
78,3.12,2013
78,3.12,2013
93,,2013
77,,2013
78,,2013
77,,2013
77,,2013
77,1.98,2013
77,,2013
95,,2013
77,,2013
77,2.04,2013
77,,2013
95,1.79,2013
95,2.04,2013
91,,2013
92,2.04,2013
77,,2013
91,,2013
77,2.1,2013
77,,2013
77,,2013
92,3.12,2013
77,,2013
91,,2013
91,,2013
93,2.04,2013
95,1.9,2013
77,,2013
77,4.62,2013
78,,2013
91,,2013
77,1.98,2013
77,,2013
77,,2013
78,,2013
77,,2013
78,,2013
91,2.04,2013
78,3.12,2013
78,,2013
77,,2013
91,,2013
91,,2013
95,,2013
78,2.02,2013
91,,2013
78,2.02,2013
95,,2013
77,,2013
77,,2013
91,,2013
95,,2013
91,,2013
92,3.12,2013
91,,2013
77,4.62,2013
91,,2013
94,2.04,2013
91,,2013
77,,2013
77,4.62,2013
77,1.45,2013
91,,2013
93,2.04,2013
77,,2013
77,2.22,2013
92,2.34,2013
77,2.22,2013
94,2.04,2013
77,,2013
77,1.93,2013
91,,2013
77,,2013
78,1.91,2013
77,,2013
77,2.04,2013
93,,2013
78,3.12,2013
77,,2013
93,2.04,2013
78,,2013
77,2.4,2013
95,2.04,2013
78,2.02,2013
77,,2013
77,,2013
95,2.04,2013
91,,2013
78,2.02,2013
94,2.04,2013
77,,2013
91,,2013
77,,2013
77,,2013
77,,2013
77,1.93,2013
94,2.04,2013
77,1.98,2013
78,2.04,2013
91,,2013
94,,2013
77,,2013
77,,2013
78,3.12,2013
77,,2013
77,,2013
77,2.1,2013
77,,2013
77,,2013
78,2.04,2013
95,1.93,2013
95,,2013
91,2.04,2013
91,,2013
77,,2013
91,,2013
77,,2013
95,2.04,2013
77,,2013
91,,2013
77,,2013
78,3.12,2013
78,3.13,2013
77,,2013
95,1.93,2013
91,,2013
91,,2013
93,2.04,2013
78,,2013
95,1.9,2013
91,,2013
91,,2013
91,,2013
77,1.98,2013
78,,2013
91,,2013
77,,2013
91,,2014
95,,2014
78,2.46,2014
94,2.05,2014
78,,2014
77,,2014
78,3.26,2014
78,1.93,2014
95,,2014
94,2.05,2014
78,2.46,2014
95,3.2,2014
77,,2014
78,2.06,2014
95,2.05,2014
77,,2014
78,,2014
91,,2014
91,,2014
77,,2014
92,2.05,2014
77,,2014
94,,2014
95,2.05,2014
77,,2014
77,2.01,2014
95,,2014
78,,2014
91,,2014
91,,2014
95,,2014
92,,2014
91,2.05,2014
95,2.6,2014
78,,2014
93,2.05,2014
77,3.48,2014
78,,2014
77,,2014
93,2.05,2014
78,,2014
77,,2014
78,2.06,2014
91,1.51,2014
78,2.06,2014
91,,2014
91,,2014
95,2.05,2014
95,,2014
77,,2014
91,,2014
77,,2014
77,3.48,2014
92,2.05,2014
93,,2014
95,2.6,2014
78,3.61,2014
77,,2014
91,,2014
91,,2014
77,,2014
77,,2014
77,1.96,2014
77,,2014
77,,2014
77,,2014
91,,2014
78,2.06,2014
77,,2014
78,2.06,2014
95,2.05,2014
77,,2014
77,,2014
95,,2014
77,,2014
77,,2014
95,2.17,2014
77,,2014
78,1.95,2014
77,2.05,2014
95,,2014
95,2.05,2014
77,,2014
78,2.06,2014
77,,2014
95,2.05,2014
91,2.05,2014
91,,2014
77,4.6,2014
93,,2014
91,,2014
78,,2014
78,2.46,2014
78,2.06,2014
92,,2014
91,,2014
78,3.61,2014
77,,2014
77,,2014
95,1.87,2014
78,,2014
77,,2014
77,,2014
77,,2014
94,,2014
77,,2014
91,,2014
77,,2014
91,,2014
91,,2014
78,2.06,2014
91,,2014
77,,2014
77,,2014
91,,2014
93,,2014
78,,2014
95,,2014
94,,2014
78,,2014
95,2.6,2014
78,3.61,2014
77,2.51,2014
77,,2014
92,2.05,2014
91,,2014
78,3.26,2014
92,2.05,2014
77,,2014
91,,2014
91,1.51,2014
77,,2014
91,,2014
91,,2014
77,2.54,2014
95,3.2,2014
77,,2014
78,,2014
91,,2014
91,,2014
95,,2014
91,3.27,2014
91,,2014
77,2.05,2014
91,,2014
78,,2014
91,,2014
91,,2014
94,2.05,2014
95,2.8,2014
91,,2014
78,2.49,2014
78,3.61,2014
78,,2014
78,,2014
91,,2014
77,,2014
91,,2014
77,,2014
77,2.32,2014
77,2.32,2014
77,2.51,2014
95,2.05,2014
78,2.06,2014
95,2.05,2014
94,,2014
77,1.96,2014
77,2.32,2014
78,,2014
78,,2014
95,1.87,2014
77,,2014
91,,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,2.94,2014
77,,2014
91,,2014
91,,2014
91,,2014
78,1.93,2014
77,,2014
77,,2014
95,2.7,2014
77,2.66,2014
77,,2014
91,,2014
77,,2014
77,,2014
94,2.05,2014
91,,2014
91,,2014
77,,2014
77,,2014
77,2.94,2014
78,,2014
78,,2014
94,2.05,2014
77,,2014
77,,2014
95,2.8,2014
77,,2014
77,,2014
91,2.46,2014
78,,2014
77,,2014
91,,2014
77,,2014
77,,2014
95,,2014
95,2.05,2014
78,3.61,2014
92,2.05,2014
77,2.05,2014
95,,2014
94,2.05,2014
77,,2014
91,,2014
77,,2014
91,,2014
94,,2014
77,3.48,2014
77,,2014
77,4.6,2014
91,,2014
77,,2014
94,2.05,2014
77,2.65,2014
78,3.61,2014
92,2.05,2014
77,,2014
77,3.48,2014
92,2.05,2014
77,,2014
77,2.05,2014
77,,2014
78,,2014
78,2.46,2014
92,2.05,2014
77,,2014
92,2.05,2014
93,2.05,2014
77,2.35,2014
77,2.01,2014
78,3.61,2014
77,2.32,2014
92,,2014
77,,2014
95,,2014
77,,2014
77,2.32,2014
77,,2014
78,3.26,2014
95,,2014
78,,2014
91,,2014
77,2.01,2014
91,,2014
91,2.46,2014
95,2.05,2014
95,2.8,2014
77,,2014
93,2.05,2014
77,,2014
77,2.01,2014
77,,2014
77,,2014
77,,2014
91,,2014
92,,2014
77,1.96,2014
77,,2014
95,1.87,2014
91,,2014
77,,2014
91,,2014
77,,2014
77,3.6,2014
77,2.32,2014
77,,2014
77,,2014
78,1.93,2014
77,,2014
77,,2014
78,,2014
91,,2014
77,2.01,2014
77,2.05,2014
77,,2014
77,,2014
94,,2014
77,,2014
77,,2014
91,,2014
77,,2014
77,,2014
77,,2014
78,,2014
77,,2014
77,2.32,2014
78,2.28,2014
91,,2014
77,3.48,2014
78,1.93,2014
95,2.05,2014
77,2.01,2014
77,4.6,2014
95,2.05,2014
77,,2014
77,,2014
91,,2014
77,2.01,2014
93,2.05,2014
78,,2014
93,2.05,2014
95,2.05,2014
78,,2014
95,2.05,2014
95,2.23,2014
95,2.05,2014
77,,2014
77,1.96,2014
77,,2014
77,,2014
77,2.23,2014
78,,2014
77,3.48,2014
77,2.94,2014
78,1.93,2014
78,,2014
91,,2014
77,,2014
78,2.06,2014
78,2.7,2014
78,,2014
78,,2014
77,,2014
91,,2014
77,,2014
77,,2014
77,,2014
77,2.35,2014
78,,2014
78,,2014
77,2.69,2014
92,2.05,2014
78,3.61,2014
91,,2014
91,,2014
94,2.05,2014
77,,2014
77,1.96,2014
91,,2014
95,2.17,2014
77,,2014
95,2.05,2014
78,1.95,2014
94,,2014
77,,2014
77,,2014
95,1.77,2014
95,,2014
95,2.8,2014
95,2.05,2014
77,,2014
77,,2014
77,,2014
93,2.05,2014
78,,2014
78,2.06,2014
78,2.06,2014
78,2.06,2014
78,2.06,2014
92,3.61,2014
77,1.35,2014
78,,2014
95,,2014
77,4.02,2014
78,3.26,2014
92,,2014
94,,2014
77,,2014
77,2.01,2014
77,,2014
91,,2014
77,,2014
91,,2014
91,2.82,2014
91,,2014
78,1.95,2014
95,,2014
77,,2014
78,2.06,2014
93,2.05,2014
78,,2014
77,2.32,2014
95,,2014
78,3.26,2014
77,2.35,2014
77,,2014
78,,2014
77,,2014
77,,2014
91,,2014
77,,2014
77,,2014
95,2.05,2014
78,2.06,2014
77,1.78,2014
77,2.32,2014
78,,2014
78,,2014
91,,2014
77,,2014
91,,2014
91,,2014
78,,2014
77,,2014
78,3.61,2014
77,,2014
95,2.8,2014
78,,2014
78,,2014
77,,2014
95,2.05,2014
78,3.26,2014
77,,2014
77,,2014
78,,2014
78,2.05,2014
95,1.77,2014
77,,2014
95,2.23,2014
77,,2014
91,2.05,2014
77,2.01,2014
77,,2014
78,,2014
92,2.05,2014
91,,2014
77,,2014
94,,2014
77,,2014
77,2.01,2014
78,,2014
91,,2014
91,2.82,2014
77,,2014
94,2.05,2014
77,2.32,2014
77,,2014
78,2.06,2014
78,,2014
78,2.05,2014
77,,2014
95,1.87,2014
77,,2014
77,,2014
78,,2014
77,,2014
91,2.05,2014
78,,2014
94,2.05,2014
95,2.7,2014
78,,2014
93,2.05,2014
78,3.26,2014
77,1.96,2014
78,3.61,2014
78,2.46,2014
77,,2014
77,,2014
77,,2014
77,,2014
95,2.83,2014
77,,2014
93,2.05,2014
78,,2014
91,,2014
77,,2014
77,,2014
91,,2014
91,,2014
95,2.05,2014
92,,2014
77,2.56,2014
77,1.96,2014
77,,2014
78,3.26,2014
77,2.05,2014
77,,2014
91,,2014
94,2.52,2014
78,2.06,2014
95,,2014
77,,2014
77,,2014
77,,2014
78,3.61,2014
91,,2014
95,1.77,2014
77,2.32,2014
78,,2014
77,,2014
91,,2014
95,2.17,2014
77,1.96,2014
95,2.8,2014
93,,2014
93,2.05,2014
78,3.61,2014
77,,2014
91,,2014
95,2.8,2014
94,,2014
77,,2014
78,2.06,2014
78,2.05,2014
77,,2014
91,,2014
78,,2014
95,,2014
78,2.06,2014
94,2.05,2014
77,2.32,2014
95,2.05,2014
95,2.17,2014
77,2.01,2014
91,,2014
92,2.05,2014
94,2.52,2014
77,,2014
77,,2014
78,,2014
93,,2014
93,2.05,2014
78,3.26,2014
78,,2014
78,2.06,2014
91,,2014
77,,2014
78,,2014
78,1.93,2014
78,3.26,2014
77,2.05,2014
78,3.61,2014
78,2.06,2014
91,,2014
93,,2014
78,2.05,2014
77,,2014
78,2.06,2014
78,,2014
77,,2014
93,2.05,2014
91,,2014
77,,2014
77,,2014
77,2.94,2014
91,,2014
77,,2014
91,,2014
92,2.05,2014
77,,2014
78,,2014
94,,2014
78,1.95,2014
77,,2014
91,2.68,2014
91,,2014
91,,2014
77,,2014
77,,2014
95,2.23,2014
93,2.05,2014
77,,2014
77,,2014
77,2.01,2014
77,,2014
91,,2014
78,2.7,2014
77,,2014
91,,2014
95,,2014
77,,2014
78,2.46,2014
77,4.6,2014
77,,2014
78,3.61,2014
77,,2014
77,3.57,2014
77,,2014
95,,2014
77,,2014
78,2.06,2014
77,,2014
95,2.6,2014
78,,2014
95,2.83,2014
77,,2014
78,2.06,2014
77,,2014
77,,2014
77,,2014
77,,2014
94,2.05,2014
78,,2014
91,,2014
92,2.05,2014
94,,2014
78,,2014
78,,2014
77,,2014
77,,2014
91,,2014
78,2.06,2014
78,,2014
78,2.06,2014
78,2.06,2014
77,,2014
95,2.05,2014
95,2.8,2014
77,2.69,2014
95,2.17,2014
78,,2014
92,3.61,2014
91,,2014
77,,2014
91,,2014
77,1.96,2014
77,2.01,2014
91,2.05,2014
91,,2014
78,2.06,2014
77,,2014
78,1.87,2014
77,,2014
78,3.61,2014
77,2.01,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,,2014
91,,2014
95,1.77,2014
95,1.87,2014
91,,2014
77,,2014
92,2.05,2014
78,,2014
78,2.06,2014
91,,2014
78,2.06,2014
77,1.96,2014
77,,2014
78,3.26,2014
91,,2014
77,,2014
95,2.6,2014
77,,2014
91,,2014
78,2.3,2014
91,,2014
77,,2014
78,2.06,2014
78,,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,1.96,2014
77,,2014
78,,2014
93,2.05,2014
78,2.06,2014
91,,2014
77,,2014
77,,2014
77,,2014
78,3.61,2014
77,,2014
95,2.05,2014
77,2.56,2014
91,,2014
95,2.05,2014
77,1.96,2014
95,2.05,2014
95,2.05,2014
77,,2014
93,,2014
92,2.05,2014
77,,2014
95,2.6,2014
77,2.94,2014
78,1.93,2014
77,2.56,2014
91,,2014
77,,2014
91,,2014
91,,2014
77,2.05,2014
77,,2014
77,,2014
95,,2014
77,,2014
78,,2014
95,2.8,2014
77,,2014
77,,2014
77,,2014
78,1.93,2014
78,,2014
95,2.05,2014
91,1.51,2014
77,,2014
95,2.05,2014
78,2.06,2014
78,,2014
78,,2014
91,,2014
77,,2014
77,2.78,2014
77,2.51,2014
77,2.88,2014
92,,2014
77,,2014
77,,2014
77,,2014
78,2.06,2014
78,2.06,2014
78,2.49,2014
77,3.48,2014
95,2.6,2014
77,2.23,2014
93,2.05,2014
95,2.8,2014
93,2.05,2014
92,2.05,2014
95,1.87,2014
94,2.05,2014
95,,2014
94,,2014
77,,2014
77,1.96,2014
93,2.05,2014
78,3.61,2014
93,,2014
95,,2014
77,,2014
77,,2014
78,1.95,2014
77,,2014
91,,2014
78,,2014
77,2.01,2014
78,,2014
77,,2014
91,,2014
91,,2014
78,2.46,2014
78,2.06,2014
78,1.93,2014
94,,2014
77,,2014
77,3.48,2014
94,,2014
91,,2014
91,,2014
78,2.46,2014
91,,2014
78,2.46,2014
91,,2014
78,,2014
78,2.06,2014
95,1.87,2014
77,,2014
77,2.52,2014
77,,2014
91,2.05,2014
77,4.6,2014
77,,2014
93,,2014
78,2.46,2014
75,1.73,2014
95,2.7,2014
77,,2014
77,,2014
91,3.01,2014
77,,2014
78,,2014
95,,2014
77,,2014
77,,2014
93,2.05,2014
95,2.05,2014
95,2.05,2014
78,3.61,2014
91,1.51,2014
77,,2014
78,3.26,2014
77,,2014
78,,2014
77,,2014
77,,2014
77,2.32,2014
77,2.52,2014
77,2.52,2014
78,2.46,2014
95,1.87,2014
78,,2014
95,,2014
77,,2014
77,,2014
77,,2014
78,2.46,2014
78,2.06,2014
91,,2014
77,,2014
91,,2014
95,1.87,2014
77,2.01,2014
91,,2014
92,2.05,2014
94,,2014
77,,2014
77,,2014
91,,2014
78,3.26,2014
78,,2014
77,,2014
77,,2014
77,,2014
77,,2014
78,3.61,2014
77,,2014
91,1.51,2014
78,2.06,2014
91,,2014
78,2.46,2014
91,,2014
91,,2014
77,2.52,2014
78,,2014
93,,2014
95,3.59,2014
78,2.06,2014
93,2.05,2014
78,,2014
77,,2014
77,,2014
77,,2014
92,,2014
77,,2014
94,2.05,2014
77,,2014
77,,2014
77,,2014
91,,2014
91,,2014
95,,2014
78,,2014
78,2.46,2014
91,,2014
77,,2014
77,,2014
77,,2014
95,2.05,2014
91,2.53,2014
92,3.61,2014
95,,2014
78,3.61,2014
91,,2014
91,,2014
77,,2014
93,2.05,2014
77,,2014
91,1.51,2014
77,,2014
77,,2014
78,2.06,2014
77,1.96,2014
77,,2014
78,2.06,2014
78,,2014
91,,2014
91,,2014
77,,2014
77,,2014
77,,2014
95,2.83,2014
95,2.05,2014
91,,2014
78,3.26,2014
77,,2014
91,2.77,2014
77,,2014
77,,2014
78,2.06,2014
95,2.05,2014
77,,2014
77,,2014
78,3.26,2014
77,2.56,2014
94,2.05,2014
77,,2014
77,,2014
78,2.46,2014
78,2.06,2014
77,,2014
95,2.6,2014
77,,2014
78,,2014
94,2.05,2014
94,2.05,2014
91,,2014
77,,2014
91,,2014
77,,2014
78,1.93,2014
77,2.35,2014
95,1.87,2014
77,,2014
93,2.05,2014
77,,2014
91,,2014
77,3.48,2014
95,2.05,2014
77,,2014
78,2.06,2014
77,,2014
77,,2014
77,,2014
77,,2014
91,,2014
77,2.32,2014
91,,2014
91,,2014
77,,2014
77,,2014
91,,2014
78,2.46,2014
91,,2014
77,1.96,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,,2014
95,2.05,2014
95,2.8,2014
95,2.05,2014
78,2.05,2014
78,2.06,2014
91,,2014
77,,2014
77,,2014
77,,2014
92,2.05,2014
77,2.05,2014
77,,2014
78,2.98,2014
95,,2014
91,,2014
77,,2014
95,,2014
93,2.05,2014
77,,2014
77,,2014
77,,2014
77,,2014
77,,2014
78,,2014
77,,2014
95,2.05,2014
91,,2014
91,,2014
77,,2014
78,2.46,2014
77,2.51,2014
77,,2014
91,,2014
93,2.05,2014
94,,2014
92,,2014
92,2.05,2014
78,2.06,2014
77,2.01,2014
95,2.05,2014
78,,2014
94,2.05,2014
77,,2014
78,3.61,2014
78,2.06,2014
77,2.7,2014
77,2.32,2014
95,,2014
77,,2014
77,,2014
91,,2014
78,2.7,2014
77,,2014
91,,2014
77,,2014
77,,2014
77,,2014
78,3.61,2014
78,3.61,2014
93,,2014
77,3.23,2014
78,,2014
77,,2014
77,,2014
77,2.01,2014
77,,2014
95,,2014
77,,2014
77,2.05,2014
77,,2014
95,1.77,2014
95,2.05,2014
91,,2014
92,2.05,2014
77,,2014
91,2.67,2014
77,1.96,2014
77,,2014
77,,2014
92,3.61,2014
77,3.63,2014
91,,2014
91,,2014
93,2.05,2014
95,1.87,2014
77,,2014
77,4.6,2014
78,,2014
91,,2014
77,2.01,2014
77,,2014
77,,2014
78,,2014
77,2.66,2014
78,,2014
91,2.05,2014
78,3.61,2014
78,,2014
77,,2014
91,,2014
91,,2014
95,,2014
78,2.06,2014
91,,2014
78,2.06,2014
95,2.25,2014
77,,2014
77,,2014
91,,2014
95,,2014
91,,2014
92,3.61,2014
91,,2014
77,4.6,2014
91,,2014
94,2.05,2014
91,,2014
77,,2014
77,4.6,2014
77,,2014
91,,2014
93,2.05,2014
77,,2014
77,2.23,2014
92,,2014
77,2.23,2014
94,2.05,2014
77,,2014
77,,2014
91,,2014
77,,2014
78,1.93,2014
77,,2014
77,2.05,2014
93,,2014
78,3.61,2014
77,,2014
93,2.05,2014
78,,2014
77,2.32,2014
95,2.05,2014
78,2.06,2014
77,,2014
77,,2014
95,2.05,2014
91,,2014
78,2.06,2014
94,2.05,2014
77,,2014
91,,2014
77,,2014
77,,2014
77,,2014
77,,2014
94,2.05,2014
77,2.01,2014
78,2.05,2014
91,,2014
94,,2014
77,4.34,2014
77,,2014
78,3.61,2014
77,,2014
77,,2014
77,1.96,2014
77,,2014
77,,2014
78,2.05,2014
95,,2014
95,3.15,2014
91,2.05,2014
91,,2014
77,,2014
91,,2014
77,,2014
95,2.05,2014
77,,2014
91,,2014
77,,2014
78,3.61,2014
78,3.26,2014
77,,2014
95,,2014
91,,2014
91,,2014
93,2.05,2014
78,,2014
95,1.87,2014
91,,2014
91,,2014
91,,2014
77,2.01,2014
78,,2014
91,,2014
77,,2014
91,,2015
95,,2015
78,2.54,2015
94,2.06,2015
78,,2015
77,,2015
78,3.41,2015
78,1.93,2015
95,,2015
94,2.06,2015
78,2.54,2015
95,3.21,2015
77,,2015
78,2.07,2015
95,2.06,2015
77,,2015
78,,2015
91,,2015
91,,2015
77,2.33,2015
92,2.06,2015
77,,2015
94,,2015
95,2.06,2015
77,,2015
77,,2015
95,2.33,2015
78,,2015
91,,2015
91,,2015
95,,2015
92,1.91,2015
91,2.06,2015
95,3.17,2015
78,,2015
93,2.06,2015
77,3.42,2015
78,,2015
77,,2015
93,2.06,2015
78,,2015
77,,2015
78,2.07,2015
91,1.57,2015
78,2.07,2015
91,,2015
91,,2015
95,2.06,2015
95,,2015
77,,2015
91,,2015
77,,2015
77,3.42,2015
92,2.06,2015
93,,2015
95,3.17,2015
78,2.72,2015
77,,2015
91,,2015
91,,2015
77,,2015
77,,2015
77,1.65,2015
77,,2015
77,,2015
77,,2015
91,,2015
78,2.07,2015
77,,2015
78,2.07,2015
95,2.06,2015
77,,2015
77,1.93,2015
95,,2015
77,,2015
77,,2015
95,2.14,2015
77,,2015
78,1.98,2015
77,2.08,2015
95,,2015
95,2.06,2015
77,,2015
78,2.07,2015
77,,2015
95,2.06,2015
91,2.06,2015
91,,2015
77,4.53,2015
93,,2015
91,,2015
78,,2015
78,2.54,2015
78,2.07,2015
92,1.91,2015
91,,2015
78,2.72,2015
77,,2015
77,,2015
95,1.86,2015
78,,2015
77,,2015
77,,2015
77,,2015
94,,2015
77,,2015
91,,2015
77,,2015
91,,2015
91,,2015
78,2.07,2015
91,,2015
77,,2015
77,,2015
91,,2015
93,,2015
78,,2015
95,2.33,2015
94,,2015
78,,2015
95,3.17,2015
78,2.72,2015
77,2.62,2015
77,,2015
92,2.06,2015
91,,2015
78,3.41,2015
92,2.06,2015
77,,2015
91,,2015
91,1.57,2015
77,,2015
91,,2015
91,,2015
77,2.55,2015
95,3.21,2015
77,,2015
78,,2015
91,,2015
91,,2015
95,,2015
91,3.31,2015
91,,2015
77,2.06,2015
91,,2015
78,,2015
91,,2015
91,,2015
94,2.06,2015
95,2.84,2015
91,,2015
78,2.42,2015
78,2.72,2015
78,,2015
78,,2015
91,,2015
77,,2015
91,,2015
77,,2015
77,2.3,2015
77,2.3,2015
77,2.62,2015
95,2.06,2015
78,2.07,2015
95,2.06,2015
94,,2015
77,1.65,2015
77,2.3,2015
78,,2015
78,,2015
95,1.86,2015
77,,2015
91,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
91,,2015
91,,2015
91,,2015
78,1.93,2015
77,,2015
77,,2015
95,,2015
77,2.67,2015
77,,2015
91,,2015
77,,2015
77,,2015
94,2.06,2015
91,,2015
91,,2015
77,,2015
77,,2015
77,,2015
78,,2015
78,,2015
94,2.06,2015
77,,2015
77,,2015
95,2.84,2015
77,,2015
77,,2015
91,2.54,2015
78,,2015
77,,2015
91,,2015
77,,2015
77,,2015
95,,2015
95,2.06,2015
78,2.72,2015
92,2.06,2015
77,2.06,2015
95,1.97,2015
94,2.06,2015
77,,2015
91,,2015
77,,2015
91,,2015
94,,2015
77,3.42,2015
77,,2015
77,4.53,2015
91,,2015
77,,2015
94,2.06,2015
77,,2015
78,2.72,2015
92,2.06,2015
77,,2015
77,3.42,2015
92,2.06,2015
77,,2015
77,2.08,2015
77,,2015
78,,2015
78,2.54,2015
92,2.06,2015
77,2.33,2015
92,2.06,2015
93,2.06,2015
77,2.2,2015
77,,2015
78,2.72,2015
77,2.3,2015
92,1.91,2015
77,,2015
95,,2015
77,2.33,2015
77,2.3,2015
77,,2015
78,3.41,2015
95,,2015
78,,2015
91,,2015
77,,2015
91,,2015
91,2.54,2015
95,2.06,2015
95,2.84,2015
77,,2015
93,2.06,2015
77,,2015
77,,2015
77,,2015
77,,2015
77,,2015
91,,2015
92,1.91,2015
77,1.65,2015
77,,2015
95,1.86,2015
91,,2015
77,2.45,2015
91,,2015
77,,2015
77,3.68,2015
77,2.3,2015
77,,2015
77,,2015
78,1.93,2015
77,,2015
77,,2015
78,,2015
91,,2015
77,,2015
77,2.08,2015
77,,2015
77,,2015
94,,2015
77,1.97,2015
77,,2015
91,,2015
77,,2015
77,,2015
77,1.97,2015
78,,2015
77,,2015
77,2.3,2015
78,2.36,2015
91,,2015
77,3.42,2015
78,1.93,2015
95,2.06,2015
77,,2015
77,4.53,2015
95,2.06,2015
77,,2015
77,,2015
91,,2015
77,,2015
93,2.06,2015
78,,2015
93,2.06,2015
95,2.06,2015
78,,2015
95,2.06,2015
95,2.21,2015
95,2.06,2015
77,,2015
77,1.65,2015
77,,2015
77,,2015
77,2.24,2015
78,,2015
77,3.42,2015
77,,2015
78,1.93,2015
78,,2015
91,,2015
77,,2015
78,2.07,2015
78,2.71,2015
78,,2015
78,,2015
77,,2015
91,,2015
77,,2015
77,,2015
77,,2015
77,2.2,2015
78,,2015
78,,2015
77,2.7,2015
92,2.06,2015
78,2.72,2015
91,,2015
91,,2015
94,2.06,2015
77,,2015
77,1.65,2015
91,,2015
95,2.14,2015
77,,2015
95,2.06,2015
78,1.98,2015
94,,2015
77,2.33,2015
77,,2015
95,1.81,2015
95,,2015
95,2.84,2015
95,2.06,2015
77,,2015
77,,2015
77,,2015
93,2.06,2015
78,,2015
78,2.07,2015
78,2.07,2015
78,2.07,2015
78,2.07,2015
92,2.72,2015
77,2.13,2015
78,,2015
95,2.33,2015
77,,2015
78,3.41,2015
92,1.91,2015
94,,2015
77,,2015
77,,2015
77,,2015
91,,2015
77,,2015
91,,2015
91,2.83,2015
91,,2015
78,1.98,2015
95,2.33,2015
77,,2015
78,2.07,2015
93,2.06,2015
78,,2015
77,2.3,2015
95,,2015
78,3.41,2015
77,2.2,2015
77,,2015
78,,2015
77,,2015
77,2.45,2015
91,,2015
77,,2015
77,,2015
95,2.06,2015
78,2.07,2015
77,1.81,2015
77,2.3,2015
78,,2015
78,,2015
91,,2015
77,,2015
91,,2015
91,,2015
78,,2015
77,,2015
78,2.72,2015
77,,2015
95,2.84,2015
78,,2015
78,,2015
77,,2015
95,2.06,2015
78,3.41,2015
77,,2015
77,,2015
78,1.69,2015
78,2.06,2015
95,1.81,2015
77,,2015
95,2.21,2015
77,,2015
91,2.06,2015
77,,2015
77,,2015
78,,2015
92,2.06,2015
91,,2015
77,,2015
94,,2015
77,2.33,2015
77,,2015
78,,2015
91,,2015
91,1.82,2015
77,,2015
94,2.06,2015
77,2.3,2015
77,,2015
78,2.07,2015
78,,2015
78,2.06,2015
77,,2015
95,1.86,2015
77,,2015
77,1.97,2015
78,,2015
77,,2015
91,2.06,2015
78,,2015
94,2.06,2015
95,,2015
78,,2015
93,2.06,2015
78,3.41,2015
